id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper,block,ball_recovery,substitution,pass,pass_switch,related_events,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,duel_type_id,duel_type_name,interception_outcome_id,interception_outcome_name,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_deflected,ball_recovery_recovery_failure,pass_cross,dribble_overrun,duel_outcome_id,duel_outcome_name
2d987212-31da-4d19-bf90-2a61ce0acf0b,2889,2,00:36:09.773,81,9,30,Pass,163,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.6483,,b481515f-0766-41a1-8dba-b8b605da88ef,11542,Javier Guerra Rodríguez,23,Center Forward,70.0,75.1,11539.0,Adrián Embarba Blázquez,19.320456,-0.4729066,3.0,High Pass,87.2,66.3,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,76.0,Pass Offside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b481515f-0766-41a1-8dba-b8b605da88ef,2890,2,00:36:11.422,81,11,42,Ball Receipt*,163,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,2d987212-31da-4d19-bf90-2a61ce0acf0b,11539,Adrián Embarba Blázquez,13,Right Center Midfield,87.2,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,
9e9ebb21-cca6-4f81-b9d4-bc12b0d6e8ce,2926,2,00:37:13.209,82,13,30,Pass,165,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.4343,,978de1cf-8d36-4ca1-8cee-110890224069,6914,Roberto Román Triguero,6,Left Back,13.7,0.1,11542.0,Javier Guerra Rodríguez,17.409193,0.7447701,3.0,High Pass,26.5,11.9,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978de1cf-8d36-4ca1-8cee-110890224069,2927,2,00:37:14.643,82,14,42,Ball Receipt*,165,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,9e9ebb21-cca6-4f81-b9d4-bc12b0d6e8ce,11542,Javier Guerra Rodríguez,23,Center Forward,27.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,
510f7417-4aea-4aa8-8ebe-8fcfb9c858aa,2928,2,00:37:14.683,82,14,22,Foul Committed,165,360,Rayo Vallecano,4,From Throw In,217,Barcelona,0.0,,255f51ce-0b0c-4aab-ac45-d5887336cfea,6400,Aleix Vidal Parreu,2,Right Back,92.8,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255f51ce-0b0c-4aab-ac45-d5887336cfea,2929,2,00:37:14.683,82,14,21,Foul Won,165,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,510f7417-4aea-4aa8-8ebe-8fcfb9c858aa,11542,Javier Guerra Rodríguez,23,Center Forward,27.3,10.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
7607b7a2-2a82-4a6c-ae99-9591100c9434,2930,2,00:37:23.973,82,23,30,Pass,166,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.925764,,392d4507-f79f-4d61-9f43-fe533d3fabec,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,32.8,10.8,11539.0,Adrián Embarba Blázquez,14.094325,1.0754133,1.0,Ground Pass,39.5,23.2,62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392d4507-f79f-4d61-9f43-fe533d3fabec,2931,2,00:37:24.898,82,24,42,Ball Receipt*,166,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,7607b7a2-2a82-4a6c-ae99-9591100c9434,11539,Adrián Embarba Blázquez,13,Right Center Midfield,39.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8da191cc-cbda-4041-bfd0-ac2d3d5a7bfd,2932,2,00:37:24.898,82,24,43,Carry,166,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.816336,,03a57bed-4424-4493-a37f-3df177f15e03,11539,Adrián Embarba Blázquez,13,Right Center Midfield,39.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392d4507-f79f-4d61-9f43-fe533d3fabec,39.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03a57bed-4424-4493-a37f-3df177f15e03,2933,2,00:37:25.715,82,25,30,Pass,166,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.944335,,d58a0703-3b98-4382-a35f-da83fc4f79af,11539,Adrián Embarba Blázquez,13,Right Center Midfield,39.5,23.2,26848.0,Roberto Trashorras Gayoso,15.523209,-1.804838,1.0,Ground Pass,35.9,8.1,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
