id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry,duel,out,counterpress,ball_receipt,clearance,shot,goalkeeper,foul_committed,foul_won,dribble,ball_recovery,interception,block,substitution,miscontrol,bad_behaviour,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,related_events,interception_outcome_id,interception_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events_3,duel_outcome_id,duel_outcome_name,pass_cross
f23d8c4f-105a-4345-a926-78a092edcfc3,3443,2,00:47:30.477,92,30,43,Carry,239,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.33614,,11918698-ddf4-4f50-afc3-c63fb67876ca,,26607,José Raúl Baena Urdiales,19,Center Attacking Midfield,64.9,16.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,28f1dde0-2fec-4ec2-81c5-235f91429df9,cd4895ed-a170-4503-842b-ad07bb06abb8,66.6,15.1,,,,,,,,,,,,,,,,
11918698-ddf4-4f50-afc3-c63fb67876ca,3444,2,00:47:31.024,92,31,17,Pressure,239,360,Rayo Vallecano,3,From Free Kick,207,Valencia,0.259027,,f23d8c4f-105a-4345-a926-78a092edcfc3,,5718,Rodrigo Moreno Machado,12,Right Midfield,53.1,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d05cb3a-d53d-40c2-a524-8a06a3e9fdfc,3445,2,00:47:31.813,92,31,22,Foul Committed,239,360,Rayo Vallecano,3,From Free Kick,207,Valencia,0.0,,cd4895ed-a170-4503-842b-ad07bb06abb8,,5718,Rodrigo Moreno Machado,12,Right Midfield,53.5,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd4895ed-a170-4503-842b-ad07bb06abb8,3446,2,00:47:31.813,92,31,21,Foul Won,239,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,8d05cb3a-d53d-40c2-a524-8a06a3e9fdfc,,26607,José Raúl Baena Urdiales,19,Center Attacking Midfield,66.6,15.1,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc056733-0d5b-4037-a48d-c90d4a67f9b1,3447,2,00:48:05.119,93,5,30,Pass,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.301746,,1ce1203c-7fed-465b-ac31-bead9540b29e,,11298,José Ignacio Martínez García,6,Left Back,72.8,13.6,,,36.444614,0.6275859,3.0,High Pass,102.3,35.0,38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,
1ce1203c-7fed-465b-ac31-bead9540b29e,3448,2,00:48:06.421,93,6,9,Clearance,240,360,Rayo Vallecano,3,From Free Kick,207,Valencia,0.0,,cc056733-0d5b-4037-a48d-c90d4a67f9b1,,10037,Danilo Barbosa da Silva,13,Right Center Midfield,17.8,45.1,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,
dda6840d-b4e3-484e-8bf7-ebc1ccebdc57,3449,2,00:48:09.672,93,9,2,Ball Recovery,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,94.6,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00f7f600-6a01-49c0-84f7-78bd68277258,3450,2,00:48:09.672,93,9,43,Carry,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.396179,,01db6a64-aa2f-4c3a-8e03-fbd29d19f0d8,,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,94.6,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dda6840d-b4e3-484e-8bf7-ebc1ccebdc57,,95.0,74.4,,,,,,,,,,,,,,,,
01db6a64-aa2f-4c3a-8e03-fbd29d19f0d8,3451,2,00:48:11.068,93,11,30,Pass,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.694326,,2e5b3764-33fd-4b41-9cac-6af0f08ed799,,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,95.0,74.4,23761.0,Alhassane Bangoura,17.48628,-0.46876267,1.0,Ground Pass,110.6,66.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07246e2a-fca0-4b70-967d-a60ea07de3c8,3452,2,00:48:12.500,93,12,17,Pressure,240,360,Rayo Vallecano,3,From Free Kick,207,Valencia,4.379915,,2e5b3764-33fd-4b41-9cac-6af0f08ed799,,27482,Aderllan Leandro de Jesus Santos,5,Left Center Back,13.3,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adab0103-1c0c-4fcd-84c6-58e15c08ba61,,,,,,,,,,,,,,,,,,,
2e5b3764-33fd-4b41-9cac-6af0f08ed799,3453,2,00:48:12.763,93,12,42,Ball Receipt*,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,01db6a64-aa2f-4c3a-8e03-fbd29d19f0d8,,23761,Alhassane Bangoura,17,Right Wing,110.6,66.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,07246e2a-fca0-4b70-967d-a60ea07de3c8,,,,,,,,,,,,,,,,,,,
adab0103-1c0c-4fcd-84c6-58e15c08ba61,3454,2,00:48:12.763,93,12,43,Carry,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,4.117292,,07246e2a-fca0-4b70-967d-a60ea07de3c8,,23761,Alhassane Bangoura,17,Right Wing,110.6,66.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,2e5b3764-33fd-4b41-9cac-6af0f08ed799,5e71a49e-30b6-447c-bd51-67ac6b55e2d2,108.3,74.6,,,,,,,,,,,,,e3e5d442-6d69-4a7f-86fb-5e12ad066637,,,
5e71a49e-30b6-447c-bd51-67ac6b55e2d2,3455,2,00:48:15.614,93,15,17,Pressure,240,360,Rayo Vallecano,3,From Free Kick,207,Valencia,1.69127,,adab0103-1c0c-4fcd-84c6-58e15c08ba61,,10802,André Filipe Tavares Gomes,15,Left Center Midfield,12.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3e5d442-6d69-4a7f-86fb-5e12ad066637,,,,,,,,,,,,,,,,,,,
e3e5d442-6d69-4a7f-86fb-5e12ad066637,3456,2,00:48:16.880,93,16,3,Dispossessed,240,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,13c605e3-275d-41f4-aed7-64704324b874,,23761,Alhassane Bangoura,17,Right Wing,108.3,74.6,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,5e71a49e-30b6-447c-bd51-67ac6b55e2d2,,,,,,,,,,,,,,,,,,,
13c605e3-275d-41f4-aed7-64704324b874,3457,2,00:48:16.880,93,16,4,Duel,240,360,Rayo Vallecano,3,From Free Kick,207,Valencia,0.0,,e3e5d442-6d69-4a7f-86fb-5e12ad066637,,27482,Aderllan Leandro de Jesus Santos,5,Left Center Back,11.8,5.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,,,14.0,Lost Out,
16afd679-8c72-4334-8b4d-0075e97eaeff,3458,2,00:48:34.669,93,34,30,Pass,241,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.886186,,fa8ba201-eb53-4d28-abbf-efca4469b441,True,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,109.4,80.0,23761.0,Alhassane Bangoura,11.567627,-0.9636114,2.0,Low Pass,116.0,70.5,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
