id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,ball_receipt,under_pressure,duel,out,clearance,carry,dribble,counterpress,foul_won,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception,shot,50_50,foul_committed,miscontrol,substitution,ball_recovery,related_events,goalkeeper,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_switch,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location_0,carry_end_location_1,related_events_2,pass_cross,pass_outcome_id,pass_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,related_events_3,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,foul_committed_advantage,foul_won_advantage,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,clearance_aerial_won,clearance_left_foot
0ec15d76-9799-4912-bd7a-e3a28a270ab9,3110,2,00:46:26.996,91,26,43,Carry,205,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.702785,,9690cfef-337e-42e2-87ac-9c2a3afdec46,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,94.7,49.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,da379e77-cd67-4b63-81eb-3d65b4672215,,,,,,,,,,,,,,101.8,47.7,fd56a49f-ddf8-4584-a149-83626aaab93b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9690cfef-337e-42e2-87ac-9c2a3afdec46,3111,2,00:46:27.999,91,27,17,Pressure,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,0.343049,,0ec15d76-9799-4912-bd7a-e3a28a270ab9,,16456,Enzo Pablo Roco Roco,5,Left Center Back,17.5,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da379e77-cd67-4b63-81eb-3d65b4672215,3112,2,00:46:28.698,91,28,14,Dribble,205,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,0.0,,c6752b5f-783b-44b2-8038-ad6671ad3725,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,101.8,47.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,
c6752b5f-783b-44b2-8038-ad6671ad3725,3113,2,00:46:28.698,91,28,4,Duel,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,0.0,,da379e77-cd67-4b63-81eb-3d65b4672215,,16456,Enzo Pablo Roco Roco,5,Left Center Back,18.3,32.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,
6ca635b7-1891-4f2b-8913-384585aecc04,3114,2,00:46:28.698,91,28,43,Carry,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,1.171476,,c6752b5f-783b-44b2-8038-ad6671ad3725,,16456,Enzo Pablo Roco Roco,5,Left Center Back,18.3,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5b9cee2-04b4-4546-85b5-8be18dc1cc00,,,,,,,,,,,,,,20.2,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5b9cee2-04b4-4546-85b5-8be18dc1cc00,3115,2,00:46:29.870,91,29,30,Pass,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,1.107691,,b6268715-223f-4e14-b8b8-2ac4043e62b5,,16456,Enzo Pablo Roco Roco,5,Left Center Back,20.2,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23924.0,Mamadou Sylla Diallo,22.292599,-0.16219883,1.0,Ground Pass,42.2,31.3,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6268715-223f-4e14-b8b8-2ac4043e62b5,3116,2,00:46:30.978,91,30,42,Ball Receipt*,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,,,e5b9cee2-04b4-4546-85b5-8be18dc1cc00,,23924,Mamadou Sylla Diallo,23,Center Forward,42.2,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5be7435-7a55-41dc-a58d-7c85dcc6780b,3117,2,00:46:30.978,91,30,43,Carry,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,0.04,,69b49747-7aee-4783-8a32-53a3dc1fccfc,,23924,Mamadou Sylla Diallo,23,Center Forward,42.2,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6268715-223f-4e14-b8b8-2ac4043e62b5,,,,,,,,,,,,,,42.7,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69b49747-7aee-4783-8a32-53a3dc1fccfc,3118,2,00:46:31.018,91,31,30,Pass,205,360,Rayo Vallecano,2,From Corner,214,Espanyol,0.357309,,fa9bef3f-5baa-433c-a04e-89c21c8fd65d,,23924,Mamadou Sylla Diallo,23,Center Forward,42.7,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.0,1.0,Ground Pass,45.9,31.3,,,,38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
fa9bef3f-5baa-433c-a04e-89c21c8fd65d,3119,2,00:46:31.375,91,31,2,Ball Recovery,205,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,0.0,,69b49747-7aee-4783-8a32-53a3dc1fccfc,,6713,Diego Javier Llorente Ríos,3,Right Center Back,74.2,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36ec0ca1-200d-4fe5-8dce-0e0f4bf54ef4,3120,2,00:46:31.375,91,31,43,Carry,205,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.452612,,19cd4695-933e-4efe-95c5-4291179966e5,,6713,Diego Javier Llorente Ríos,3,Right Center Back,74.2,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa9bef3f-5baa-433c-a04e-89c21c8fd65d,,,,,,,,,,,,,,84.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cd4695-933e-4efe-95c5-4291179966e5,3121,2,00:46:32.827,91,32,14,Dribble,205,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,0.08588,,1c3d4bed-3d32-43c0-a02e-473aac1f58a9,,6713,Diego Javier Llorente Ríos,3,Right Center Back,84.1,46.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,True,,,,,,,,,,,,,,
