id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,off_camera,player,position,location,pass,carry,under_pressure,ball_receipt,interception,duel,counterpress,goalkeeper,shot,clearance,out,foul_committed,foul_won,dribble,ball_recovery,block,substitution,bad_behaviour,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,interception_outcome_id,interception_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,pass_cross,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,duel_outcome_id,duel_outcome_name,pass_deflected,shot_first_time,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_switch
6954b7d4-3175-4d51-96b0-21d6de9ec514,35,1,00:00:27.603,0,27,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5611ce87-a0c2-43a2-85f6-1bca723f2320,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,13.3,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2f0ab86-fc5a-4fd8-bea3-3d5d9aec4593,36,1,00:00:27.603,0,27,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.066415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e9bc47b-6cc7-4798-a290-3df61fe75d6d,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,13.3,46.2,,,,,,,,,,,,,6954b7d4-3175-4d51-96b0-21d6de9ec514,14.5,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e9bc47b-6cc7-4798-a290-3df61fe75d6d,37,1,00:00:28.670,0,28,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.467316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d5db46c-43ce-478d-9c6a-cd96998cb7aa,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,14.5,46.2,24255.0,Juan Carlos Martín Corral,11.950314,2.3621116,1.0,Ground Pass,6.0,54.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7aff19e6-ad52-4f79-9e1e-ab0ebea156f6,38,1,00:00:29.598,0,29,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,219,RC Deportivo La Coruña,1.183901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d5db46c-43ce-478d-9c6a-cd96998cb7aa,6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,108.6,28.9,,,,,,,,,,,,,64c7583b-c6a9-48b1-bfdd-9a806d52548e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d5db46c-43ce-478d-9c6a-cd96998cb7aa,39,1,00:00:30.137,0,30,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,1e9bc47b-6cc7-4798-a290-3df61fe75d6d,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,6.0,54.6,,,,,,,,,,,,,7aff19e6-ad52-4f79-9e1e-ab0ebea156f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64c7583b-c6a9-48b1-bfdd-9a806d52548e,40,1,00:00:30.137,0,30,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.902946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,3d5db46c-43ce-478d-9c6a-cd96998cb7aa,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,6.0,54.6,,,,,,,,,,,,,7aff19e6-ad52-4f79-9e1e-ab0ebea156f6,5.4,55.4,9b62e509-bd49-42c9-94be-041e16bdf847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b62e509-bd49-42c9-94be-041e16bdf847,41,1,00:00:31.040,0,31,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,4.417869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d76a48c-5293-4967-a872-7d7f536c48e6,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,5.4,55.4,9246.0,Patrick Ebert,69.31234,0.36282334,3.0,High Pass,70.2,80.0,40.0,Right Foot,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d76a48c-5293-4967-a872-7d7f536c48e6,42,1,00:00:35.458,0,35,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b62e509-bd49-42c9-94be-041e16bdf847,9246.0,Patrick Ebert,17.0,Right Wing,64.0,77.7,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d63acdc-f2c8-4003-b3fa-2921653706b3,59,1,00:01:17.581,1,17,30,Pass,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.699042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c03ca2cc-84c9-40cf-be99-583a8b5aefce,11298.0,José Ignacio Martínez García,6.0,Left Back,36.0,0.1,11542.0,Javier Guerra Rodríguez,15.297712,0.54266167,3.0,High Pass,49.1,8.0,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4635dbc-8376-47c9-93df-f4ed29acaf6f,60,1,00:01:18.952,1,18,17,Pressure,4,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.447996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a916167-0c72-492f-a404-7cfde56c11fe,6733.0,Pedro Mosquera Parada,10.0,Center Defensive Midfield,70.7,70.8,,,,,,,,,,,,,6f955de0-0644-4ec9-a588-ca58264c897a,,,c03ca2cc-84c9-40cf-be99-583a8b5aefce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c03ca2cc-84c9-40cf-be99-583a8b5aefce,61,1,00:01:19.280,1,19,42,Ball Receipt*,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,7d63acdc-f2c8-4003-b3fa-2921653706b3,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,49.1,8.0,,,,,,,,,,,,,d4635dbc-8376-47c9-93df-f4ed29acaf6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f955de0-0644-4ec9-a588-ca58264c897a,62,1,00:01:19.280,1,19,43,Carry,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.016738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,3a916167-0c72-492f-a404-7cfde56c11fe,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,49.1,8.0,,,,,,,,,,,,,c03ca2cc-84c9-40cf-be99-583a8b5aefce,49.0,10.3,d4635dbc-8376-47c9-93df-f4ed29acaf6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a916167-0c72-492f-a404-7cfde56c11fe,63,1,00:01:19.296,1,19,30,Pass,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.467814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,4e7e7e94-4401-4f06-add5-4b6fada09c87,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,49.0,10.3,26607.0,José Raúl Baena Urdiales,5.240229,2.302193,2.0,Low Pass,45.5,14.2,70.0,Other,,,d4635dbc-8376-47c9-93df-f4ed29acaf6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
049aa65e-e056-4394-af3f-700ddb31fc45,64,1,00:01:19.434,1,19,17,Pressure,4,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.606815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e7e7e94-4401-4f06-add5-4b6fada09c87,5724.0,Fayçal Fajr,15.0,Left Center Midfield,75.4,65.4,,,,,,,,,,,,,6d1fda35-b953-49eb-b23b-eae19886be90,,,ebe55a87-0412-47df-8b7d-a858cad05561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e7e7e94-4401-4f06-add5-4b6fada09c87,65,1,00:01:19.764,1,19,42,Ball Receipt*,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,049aa65e-e056-4394-af3f-700ddb31fc45,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,45.5,14.2,,,,,,,,,,,,,3a916167-0c72-492f-a404-7cfde56c11fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d1fda35-b953-49eb-b23b-eae19886be90,66,1,00:01:19.764,1,19,43,Carry,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.059797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,049aa65e-e056-4394-af3f-700ddb31fc45,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,45.5,14.2,,,,,,,,,,,,,4e7e7e94-4401-4f06-add5-4b6fada09c87,44.8,13.2,ebe55a87-0412-47df-8b7d-a858cad05561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebe55a87-0412-47df-8b7d-a858cad05561,67,1,00:01:19.824,1,19,30,Pass,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,4.381049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,049aa65e-e056-4394-af3f-700ddb31fc45,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,44.8,13.2,11539.0,Adrián Embarba Blázquez,53.752117,0.09689191,3.0,High Pass,98.3,18.4,38.0,Left Foot,,,c9d353a7-3678-4a1a-9bb9-798d50335bee,,,d8dfb921-5e0b-4001-b10e-50eab9fdc8d0,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ae5d8f7-e6f9-462a-8600-1206b799b4d6,68,1,00:01:23.989,1,23,17,Pressure,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.345426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9d353a7-3678-4a1a-9bb9-798d50335bee,11539.0,Adrián Embarba Blázquez,21.0,Left Wing,92.5,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8dfb921-5e0b-4001-b10e-50eab9fdc8d0,69,1,00:01:24.205,1,24,42,Ball Receipt*,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebe55a87-0412-47df-8b7d-a858cad05561,11539.0,Adrián Embarba Blázquez,21.0,Left Wing,97.7,21.2,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9d353a7-3678-4a1a-9bb9-798d50335bee,70,1,00:01:24.205,1,24,23,Goal Keeper,4,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,0ae5d8f7-e6f9-462a-8600-1206b799b4d6,27305.0,Germán Darío Lux,1.0,Goalkeeper,21.8,61.7,,,,,,,,,,,,,ebe55a87-0412-47df-8b7d-a858cad05561,,,,,,,,40.0,Right Foot,27.0,Keeper Sweeper,48.0,Clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfa8e8fe-ae2d-4c21-90e8-c3d430077442,71,1,00:01:28.073,1,28,30,Pass,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.665491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9a1a054-be92-4aea-ac22-961b90eb20e8,6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,28.7,22.2,26607.0,José Raúl Baena Urdiales,22.729937,0.8383082,3.0,High Pass,43.9,39.1,37.0,Head,66.0,Recovery,dba42ec8-dcec-4b14-a7b3-29c1258a92d5,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dba42ec8-dcec-4b14-a7b3-29c1258a92d5,72,1,00:01:30.738,1,30,42,Ball Receipt*,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfa8e8fe-ae2d-4c21-90e8-c3d430077442,26607.0,José Raúl Baena Urdiales,11.0,Left Defensive Midfield,43.1,37.8,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9a1a054-be92-4aea-ac22-961b90eb20e8,73,1,00:01:30.738,1,30,30,Pass,4,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.831398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,6c64cd3b-18ba-46f5-be70-4cdec87ab2a7,5724.0,Fayçal Fajr,15.0,Left Center Midfield,76.2,41.0,,,8.395237,1.7868813,2.0,Low Pass,74.4,49.2,,,66.0,Recovery,bcbed388-9981-415d-a0bf-a1539ad2e13f,,,cfa8e8fe-ae2d-4c21-90e8-c3d430077442,9.0,Incomplete,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
