id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,duel,counterpress,ball_receipt,interception,out,clearance,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,miscontrol,ball_recovery,foul_won,foul_committed,50_50,bad_behaviour,substitution,block,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,pass_outswinging,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,related_events,pass_cross,interception_outcome_id,interception_outcome_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,clearance_left_foot,duel_outcome_id,duel_outcome_name,pass_aerial_won,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_cut_back,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_4,foul_won_defensive,foul_committed_type_id,foul_committed_type_name,location,pass_inswinging,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
73248022-e483-4c11-bc62-c121e28e63b4,310,1,00:06:36.120,6,36,23,Goal Keeper,17,360,Rayo Vallecano,2,From Corner,322,Eibar,0.0,,1a66166b-a1cd-4e7f-9187-9473fafdf9e3,,10763,Asier Riesgo Unamuno,1,Goalkeeper,0.8,36.9,,,,,,,,,,,,26.0,Goal Conceded,35.0,Both Hands,44.0,Set,46.0,Standing,58.0,Touched In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82d81254-49f1-4790-bcca-772ead91072f,314,1,00:07:30.837,7,30,30,Pass,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,1.409613,,1df0134d-0f64-4b88-923c-8da53a1525d6,,26797,Francisco Medina Luna,17,Right Wing,65.7,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b23b5298-fe7a-4309-8b16-0f3c0acd7009,26848.0,Roberto Trashorras Gayoso,11.788554,-0.17909478,1.0,Ground Pass,77.3,70.7,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6f59979-dabd-4c1e-8ea7-94337b8e5723,315,1,00:07:31.904,7,31,17,Pressure,19,360,Rayo Vallecano,6,From Counter,322,Eibar,5.726073,,b23b5298-fe7a-4309-8b16-0f3c0acd7009,,24453,Josip Radošević,15,Left Center Midfield,42.8,9.4,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,f5e781c8-70fd-45e1-8a42-d84781ababd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b23b5298-fe7a-4309-8b16-0f3c0acd7009,316,1,00:07:32.247,7,32,42,Ball Receipt*,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,,,82d81254-49f1-4790-bcca-772ead91072f,,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,77.3,70.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,f6f59979-dabd-4c1e-8ea7-94337b8e5723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5e781c8-70fd-45e1-8a42-d84781ababd8,317,1,00:07:32.247,7,32,43,Carry,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,5.38641,,ab1340ea-7157-4019-86bc-3f06c41e0de2,,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,77.3,70.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,b23b5298-fe7a-4309-8b16-0f3c0acd7009,,,,,,,,,,,,,,f6f59979-dabd-4c1e-8ea7-94337b8e5723,91.7,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab1340ea-7157-4019-86bc-3f06c41e0de2,318,1,00:07:37.633,7,37,30,Pass,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,0.754495,,e463bc2d-8f18-43e2-a8bc-a2db29f885dc,,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,91.7,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16073.0,Aras Özbiliz,12.548306,-1.6585702,1.0,Ground Pass,90.6,61.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e463bc2d-8f18-43e2-a8bc-a2db29f885dc,319,1,00:07:38.387,7,38,42,Ball Receipt*,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,,,ab1340ea-7157-4019-86bc-3f06c41e0de2,,16073,Aras Özbiliz,19,Center Attacking Midfield,90.6,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdafa9e-5adb-4dcc-8a8a-a610880e46ad,320,1,00:07:38.387,7,38,43,Carry,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,2.151865,,c5af4b81-1371-47a5-8b32-5309e34607bd,,16073,Aras Özbiliz,19,Center Attacking Midfield,90.6,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e463bc2d-8f18-43e2-a8bc-a2db29f885dc,,,,,,,,,,,,,,,90.6,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5af4b81-1371-47a5-8b32-5309e34607bd,321,1,00:07:40.539,7,40,30,Pass,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,1.472239,,b4aefec8-aa7d-4f21-8842-4b30ecc7eec6,,16073,Aras Özbiliz,19,Center Attacking Midfield,90.6,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26685.0,Nicolás Ladislao Fedor Flores,23.444616,-0.53237283,1.0,Ground Pass,110.8,49.5,40.0,Right Foot,,,,,,,abb41ee1-f09a-4991-ba09-f11ffb818d60,True,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4aefec8-aa7d-4f21-8842-4b30ecc7eec6,322,1,00:07:42.012,7,42,42,Ball Receipt*,19,360,Rayo Vallecano,6,From Counter,360,Rayo Vallecano,,,c5af4b81-1371-47a5-8b32-5309e34607bd,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,110.8,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
