id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,counterpress,under_pressure,dribble,interception,off_camera,duel,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,ball_recovery,clearance,foul_committed,foul_won,substitution,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_outcome_id,pass_outcome_name,pass_type_id,pass_type_name,goalkeeper,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_body_part_id,pass_body_part_name,related_events_2,carry_end_location_0,carry_end_location_1,related_events,ball_recovery_recovery_failure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,related_events_3,foul_committed_card_id,foul_committed_card_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_cross,shot_first_time,goalkeeper_end_location_0,goalkeeper_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_aerial_won,pass_switch
6d90f242-bea7-4e3e-9542-a0070040f11b,642,1,00:17:48.412,17,48,17,Pressure,44,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.967373,,6a2ac159-1033-4092-acb0-9e516b15c433,3023,Yuri Berchiche Izeta,6,Left Back,63.7,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc96d079-dc74-49a7-87c2-2c53cf58ae92,643,1,00:17:50.916,17,50,17,Pressure,44,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,1.875284,,,3023,Yuri Berchiche Izeta,6,Left Back,51.4,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f2d074b-4124-4cba-8abf-c10f2652959f,644,1,00:17:53.044,17,53,38,Miscontrol,44,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,,11542,Javier Guerra Rodríguez,23,Center Forward,75.6,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0998d89-921e-45e6-b706-12ad004b4376,645,1,00:17:53.481,17,53,17,Pressure,44,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.819263,,05d626cf-1fbd-4121-ae2f-f09c254ee078,11542,Javier Guerra Rodríguez,23,Center Forward,77.7,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05d626cf-1fbd-4121-ae2f-f09c254ee078,646,1,00:17:54.087,17,54,2,Ball Recovery,44,360,Rayo Vallecano,7,From Goal Kick,210,Real Sociedad,0.0,,b0998d89-921e-45e6-b706-12ad004b4376,3023,Yuri Berchiche Izeta,6,Left Back,40.7,2.9,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092ef81-b5b0-45d9-85d3-9eb6579ddf8f,647,1,00:18:14.505,18,14,30,Pass,45,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.275059,,4476666d-2840-4a5c-840f-594b2e42e163,24138,Joaquín José Marín Ruiz,2,Right Back,86.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23761.0,Alhassane Bangoura,18.287973,-0.2542622,3.0,High Pass,103.7,75.4,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476666d-2840-4a5c-840f-594b2e42e163,648,1,00:18:15.780,18,15,42,Ball Receipt*,45,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,5092ef81-b5b0-45d9-85d3-9eb6579ddf8f,23761,Alhassane Bangoura,17,Right Wing,103.7,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8ec471f-39c6-46f8-bb23-f49b17ac4c40,649,1,00:18:15.780,18,15,43,Carry,45,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,3.202898,,4476666d-2840-4a5c-840f-594b2e42e163,23761,Alhassane Bangoura,17,Right Wing,103.7,75.4,,,,,True,,,,,,,,,,,,,,,,,,,,,b766da4d-ff04-42f6-93c8-baf290e967a3,,,,,,,,,,,,,,,,,,bcadac1f-da2b-4fae-94d1-7983b2280b00,112.1,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcadac1f-da2b-4fae-94d1-7983b2280b00,650,1,00:18:18.459,18,18,17,Pressure,45,360,Rayo Vallecano,4,From Throw In,210,Real Sociedad,0.347517,,d8ec471f-39c6-46f8-bb23-f49b17ac4c40,3023,Yuri Berchiche Izeta,6,Left Back,10.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b766da4d-ff04-42f6-93c8-baf290e967a3,651,1,00:18:18.983,18,18,3,Dispossessed,45,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,b7679806-b40c-49f6-b23f-57691ed4fcb4,23761,Alhassane Bangoura,17,Right Wing,112.1,76.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7679806-b40c-49f6-b23f-57691ed4fcb4,652,1,00:18:18.983,18,18,4,Duel,45,360,Rayo Vallecano,4,From Throw In,210,Real Sociedad,0.0,,b766da4d-ff04-42f6-93c8-baf290e967a3,3023,Yuri Berchiche Izeta,6,Left Back,8.0,3.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348e1382-84f5-4695-bfdd-e0bf66494538,653,1,00:18:24.988,18,24,30,Pass,46,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.869622,,999643e9-6fee-4286-bb4f-58fc61785e5d,24138,Joaquín José Marín Ruiz,2,Right Back,103.9,80.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,24.016037,-1.0997001,2.0,Low Pass,114.8,58.6,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999643e9-6fee-4286-bb4f-58fc61785e5d,654,1,00:18:25.858,18,25,42,Ball Receipt*,46,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,348e1382-84f5-4695-bfdd-e0bf66494538,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,114.8,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33422ab0-84c2-4ab7-8b36-064901ea8adf,655,1,00:18:27.215,18,27,17,Pressure,46,360,Rayo Vallecano,4,From Throw In,210,Real Sociedad,0.556555,,,6899,Rubén Pardo Gutiérrez,19,Center Attacking Midfield,2.9,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99b9814e-8cb7-4e70-96f4-cf9cde3d22e9,656,1,00:18:28.007,18,28,30,Pass,46,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.547994,,33cf8598-82a5-425a-98ca-502be9230b09,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,117.9,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,44de7f98-d4a4-42f5-8a22-9c206943bc20,23761.0,Alhassane Bangoura,10.151847,2.0300386,1.0,Ground Pass,113.4,67.7,9.0,Incomplete,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44de7f98-d4a4-42f5-8a22-9c206943bc20,657,1,00:18:29.555,18,29,42,Ball Receipt*,46,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,99b9814e-8cb7-4e70-96f4-cf9cde3d22e9,23761,Alhassane Bangoura,17,Right Wing,113.0,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c96e551-6dcd-4716-a273-3231388ef6b5,668,1,00:18:36.509,18,36,2,Ball Recovery,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,6914,Roberto Román Triguero,6,Left Back,63.6,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834b1c27-0123-4196-ada4-7528c38ccf62,669,1,00:18:36.509,18,36,43,Carry,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.324459,,270a2a6f-c632-447c-b100-e492a14b79d7,6914,Roberto Román Triguero,6,Left Back,63.6,33.0,,,,,True,,,,,,,,,,,,,,,,,,,,,6391e461-7957-4f44-b94d-0cc7850399cb,,,,,,,,,,,,,,,,,,7c96e551-6dcd-4716-a273-3231388ef6b5,65.1,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270a2a6f-c632-447c-b100-e492a14b79d7,670,1,00:18:37.672,18,37,17,Pressure,48,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,0.444971,,6391e461-7957-4f44-b94d-0cc7850399cb,8584,Jonathas Cristian de Jesus,23,Center Forward,50.4,44.1,,,,True,,,,,,,,,,,,,,,,,,,,,,834b1c27-0123-4196-ada4-7528c38ccf62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391e461-7957-4f44-b94d-0cc7850399cb,671,1,00:18:37.833,18,37,30,Pass,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.229572,,270a2a6f-c632-447c-b100-e492a14b79d7,6914,Roberto Román Triguero,6,Left Back,65.1,33.5,,,,,True,,,,,,,,,,,,,,,,,,,,,3f95c53d-3551-41f7-bdbf-332157be61d9,11539.0,Adrián Embarba Blázquez,25.67041,-1.1019223,1.0,Ground Pass,76.7,10.6,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f95c53d-3551-41f7-bdbf-332157be61d9,672,1,00:18:39.063,18,39,42,Ball Receipt*,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,6391e461-7957-4f44-b94d-0cc7850399cb,11539,Adrián Embarba Blázquez,21,Left Wing,76.7,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441f75f-0418-4f14-b2ef-f5803d3b26d0,673,1,00:18:39.063,18,39,43,Carry,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.900853,,3f95c53d-3551-41f7-bdbf-332157be61d9,11539,Adrián Embarba Blázquez,21,Left Wing,76.7,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,a6597a4e-490b-48cd-aed3-9aca04f19ca0,,,,,,,,,,,,,,,,,,,88.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6597a4e-490b-48cd-aed3-9aca04f19ca0,674,1,00:18:43.963,18,43,30,Pass,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.461078,,8dc3bff8-534b-48f9-815e-bd57738200a5,11539,Adrián Embarba Blázquez,21,Left Wing,88.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,9.931767,2.0074234,1.0,Ground Pass,84.3,14.1,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dc3bff8-534b-48f9-815e-bd57738200a5,675,1,00:18:44.425,18,44,42,Ball Receipt*,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a6597a4e-490b-48cd-aed3-9aca04f19ca0,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,84.3,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fdb7686-f586-45c6-b920-53f22539e3ce,676,1,00:18:44.425,18,44,43,Carry,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.177919,,72196547-33de-4cb4-a800-448bccb8661f,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,84.3,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,8dc3bff8-534b-48f9-815e-bd57738200a5,,,,,,,,,,,,,,,,,,,86.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72196547-33de-4cb4-a800-448bccb8661f,677,1,00:18:44.602,18,44,30,Pass,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.757555,,18d0b147-7c6d-4494-9e03-e4c63878fe0e,26848,Roberto Trashorras Gayoso,15,Left Center Midfield,86.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,11539.0,Adrián Embarba Blázquez,20.341583,-0.06395208,1.0,Ground Pass,106.3,13.5,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3610710-d36b-425e-9f29-1571cfa1fcd7,678,1,00:18:46.304,18,46,17,Pressure,48,360,Rayo Vallecano,1,Regular Play,210,Real Sociedad,0.444068,,18d0b147-7c6d-4494-9e03-e4c63878fe0e,8724,Carlos Martínez Díez,2,Right Back,15.3,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,9bb666b3-11fb-43ca-9d3e-3bc121aaa172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18d0b147-7c6d-4494-9e03-e4c63878fe0e,679,1,00:18:46.360,18,46,42,Ball Receipt*,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,72196547-33de-4cb4-a800-448bccb8661f,11539,Adrián Embarba Blázquez,21,Left Wing,106.3,13.5,,,,,True,,,,,,,,,,,,,,,,,,,,,b3610710-d36b-425e-9f29-1571cfa1fcd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bb666b3-11fb-43ca-9d3e-3bc121aaa172,680,1,00:18:46.360,18,46,43,Carry,48,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.687632,,18d0b147-7c6d-4494-9e03-e4c63878fe0e,11539,Adrián Embarba Blázquez,21,Left Wing,106.3,13.5,,,,,True,,,,,,,,,,,,,,,,,,,,,4a5c5d7d-ab1c-4ea6-b0d5-23888fb91c59,,,,,,,,,,,,,,,,,,6c9fd14e-51ef-4b22-80c2-e9dfa5fec964,107.6,15.3,,,,,,,b3610710-d36b-425e-9f29-1571cfa1fcd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
