id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,counterpress,ball_receipt,foul_won,shot,block,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,out,clearance,interception,foul_committed,dribble,ball_recovery,substitution,miscontrol,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,goalkeeper,duel_type_id,duel_type_name,related_events_1,pass_aerial_won,related_events_2,related_events_3,pass_recipient_id,pass_recipient_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,related_events,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,foul_won_defensive,pass_no_touch,location,pass_technique_id,pass_technique_name,pass_through_ball,player,position,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,clearance_left_foot,pass_cross,clearance_aerial_won,clearance_head,pass_assisted_shot_id,pass_shot_assist,pass_outswinging,shot_end_location_2,shot_key_pass_id,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,shot_freeze_frame_18_location_0,shot_freeze_frame_18_location_1,shot_freeze_frame_18_player_id,shot_freeze_frame_18_player_name,shot_freeze_frame_18_position_id,shot_freeze_frame_18_position_name,shot_freeze_frame_18_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,ball_recovery_recovery_failure,related_events_4,foul_committed_advantage,foul_won_advantage
c784b6ec-2f06-46e2-a441-271d4f119c92,1623,2,00:00:19.138,45,19,43,Carry,111,360,Rayo Vallecano,1,Regular Play,222,Villarreal,3.796392,,172ff289-75d3-4df5-96f6-85edd78adbdb,3324.0,Eric Bertrand Bailly,3.0,Right Center Back,12.0,56.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dc25a40-f6e2-43d1-bbc3-dc26c0fa9101,,961c8d80-0ff8-49b7-954d-83c2f017b3fb,,,,,,,,3.2,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961c8d80-0ff8-49b7-954d-83c2f017b3fb,1624,2,00:00:20.778,45,20,17,Pressure,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.168044,,5dc25a40-f6e2-43d1-bbc3-dc26c0fa9101,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,112.6,22.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c784b6ec-2f06-46e2-a441-271d4f119c92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dc25a40-f6e2-43d1-bbc3-dc26c0fa9101,1625,2,00:00:22.934,45,22,30,Pass,111,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.011414,,961c8d80-0ff8-49b7-954d-83c2f017b3fb,3324.0,Eric Bertrand Bailly,3.0,Right Center Back,3.2,67.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,2.720294,0.94200003,1.0,Ground Pass,4.8,69.7,,,9.0,Incomplete,,,,efb07b67-1d59-4f5c-b2b6-1d0bb8327781,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efb07b67-1d59-4f5c-b2b6-1d0bb8327781,1626,2,00:00:22.946,45,22,6,Block,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,5dc25a40-f6e2-43d1-bbc3-dc26c0fa9101,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,115.3,10.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c75a30d7-9bd1-47bc-a514-578549720fa9,1627,2,00:00:25.564,45,25,2,Ball Recovery,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,80.9,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32af4b51-44d8-49ff-84a7-40924e13a546,1628,2,00:00:25.564,45,25,43,Carry,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.253636,,6323235c-f22a-4d45-a488-53c649fe647e,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,80.9,19.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c75a30d7-9bd1-47bc-a514-578549720fa9,,d00bbd85-4eaa-4a6e-b40e-ed2b2073cc3e,,,,,,,,81.2,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d00bbd85-4eaa-4a6e-b40e-ed2b2073cc3e,1629,2,00:00:26.592,45,26,17,Pressure,111,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.331618,,32af4b51-44d8-49ff-84a7-40924e13a546,6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,38.9,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323235c-f22a-4d45-a488-53c649fe647e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323235c-f22a-4d45-a488-53c649fe647e,1630,2,00:00:26.817,45,26,30,Pass,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.029158,,d00bbd85-4eaa-4a6e-b40e-ed2b2073cc3e,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,81.2,18.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,11.415778,-1.6233793,1.0,Ground Pass,80.6,7.0,,,,,,,,ff564671-edde-4dde-b06b-cad5c3180de2,,,,6914.0,Roberto Román Triguero,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff564671-edde-4dde-b06b-cad5c3180de2,1631,2,00:00:27.846,45,27,42,Ball Receipt*,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,6323235c-f22a-4d45-a488-53c649fe647e,6914.0,Roberto Román Triguero,6.0,Left Back,80.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e509c818-66b5-41c4-b2a1-b9c231ad8455,1632,2,00:00:27.846,45,27,43,Carry,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.120553,,1ff3e4b6-31d9-44d2-9a9c-e392bdea4775,6914.0,Roberto Román Triguero,6.0,Left Back,80.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff564671-edde-4dde-b06b-cad5c3180de2,,,,,,,,,,80.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ff3e4b6-31d9-44d2-9a9c-e392bdea4775,1633,2,00:00:28.967,45,28,30,Pass,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.734382,,92672f46-abe8-4a95-baa1-96e60b584f28,6914.0,Roberto Román Triguero,6.0,Left Back,80.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1965685,1.7085326,1.0,Ground Pass,79.2,17.1,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92672f46-abe8-4a95-baa1-96e60b584f28,1634,2,00:00:29.701,45,29,42,Ball Receipt*,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,1ff3e4b6-31d9-44d2-9a9c-e392bdea4775,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,79.2,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7d33f74-e75c-4641-8be5-8c40b2642b4e,1635,2,00:00:29.701,45,29,30,Pass,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.247192,,ebcfb379-13d1-4c35-ab89-3075013dbe98,6852.0,Jozabed Sánchez Ruiz,9.0,Right Defensive Midfield,79.2,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,19.420094,-0.6465907,1.0,Ground Pass,94.7,5.4,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebcfb379-13d1-4c35-ab89-3075013dbe98,1636,2,00:00:30.948,45,30,42,Ball Receipt*,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,e7d33f74-e75c-4641-8be5-8c40b2642b4e,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,94.7,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f5bd349-9b78-4134-aac1-a82fe3e7e77d,1637,2,00:00:30.948,45,30,30,Pass,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.9229,,7d881086-ac36-432f-bf8c-bb0de0115bbc,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,94.7,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,13.689412,1.364805,1.0,Ground Pass,97.5,18.8,,,,,,,,,,,,11539.0,Adrián Embarba Blázquez,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d881086-ac36-432f-bf8c-bb0de0115bbc,1638,2,00:00:31.871,45,31,42,Ball Receipt*,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,9f5bd349-9b78-4134-aac1-a82fe3e7e77d,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,97.5,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dd20cd6-65ab-4e1a-ad77-0a619d2088bf,1639,2,00:00:31.871,45,31,30,Pass,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.010342,,24ea3b81-5954-47ca-9b7a-4d9ef86ff30f,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,97.5,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1400175,-0.9254999,1.0,Ground Pass,104.2,9.9,,,9.0,Incomplete,,,,54ba6e9f-3d43-42e4-bff4-bd2aa4a14494,,,,4711.0,Pablo Hernández Domínguez,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54ba6e9f-3d43-42e4-bff4-bd2aa4a14494,1640,2,00:00:32.882,45,32,42,Ball Receipt*,111,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,8dd20cd6-65ab-4e1a-ad77-0a619d2088bf,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,104.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b72f1da-c93f-4ea7-901f-5c31fadcfbcb,1653,2,00:00:44.038,45,44,2,Ball Recovery,113,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,f14a00da-48c2-44f4-8b68-388a36ad1f37,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,14.4,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcaace85-7ee0-4375-83bc-dc05e2d4e87e,1654,2,00:00:44.038,45,44,43,Carry,113,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.069632,,0b72f1da-c93f-4ea7-901f-5c31fadcfbcb,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,14.4,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5b9a590-7cd5-4f8d-bca7-a80625533f70,,,,,,,,,,15.0,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5b9a590-7cd5-4f8d-bca7-a80625533f70,1655,2,00:00:47.108,45,47,30,Pass,113,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.872532,,a1c25214-8568-4803-84dd-c8e9a6758522,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,15.0,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,35.72618,-0.996768,1.0,Ground Pass,34.4,8.7,,,,,,,,,,,,26222.0,José Eduardo Rosa Vale de Castro,,,,,,,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
