id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,counterpress,under_pressure,dribble,interception,off_camera,duel,shot,goalkeeper,out,ball_recovery,clearance,foul_committed,foul_won,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,related_events_2,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,related_events_3,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_outswinging,pass_technique_id,pass_technique_name,shot_aerial_won,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_cross,clearance_head,clearance_right_foot,pass_switch,shot_first_time,ball_recovery_recovery_failure,clearance_aerial_won,dribble_overrun,foul_won_defensive,player,position
981380d7-100f-49a7-a1ff-781691dfdbc3,1947,2,00:18:46.731,63,46,30,Pass,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.342241,,5e8c4c3e-53a4-42ea-939a-514e004db311,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,61.0,40.1,11542.0,Javier Guerra Rodríguez,2.1931713,1.9936502,1.0,Ground Pass,60.1,42.1,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e8c4c3e-53a4-42ea-939a-514e004db311,1948,2,00:18:47.074,63,47,42,Ball Receipt*,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,981380d7-100f-49a7-a1ff-781691dfdbc3,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,60.1,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4ea09f5-a720-40f0-bc7a-44ac7d0de2bd,1949,2,00:18:47.074,63,47,43,Carry,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.345018,,5e8c4c3e-53a4-42ea-939a-514e004db311,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,60.1,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe1581bc-53c7-4c5b-9a54-798319f20ef8,60.1,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe1581bc-53c7-4c5b-9a54-798319f20ef8,1950,2,00:18:47.419,63,47,30,Pass,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.732771,,7bc43ee9-96c1-400e-aaec-de1f20328884,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,60.1,42.1,26607.0,José Raúl Baena Urdiales,9.527329,-2.7766795,1.0,Ground Pass,51.2,38.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bc43ee9-96c1-400e-aaec-de1f20328884,1951,2,00:18:48.151,63,48,42,Ball Receipt*,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,fe1581bc-53c7-4c5b-9a54-798319f20ef8,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,51.2,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9907728-bfcc-4633-a762-280bebe5ad43,1952,2,00:18:48.151,63,48,43,Carry,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,5.067762,,7bc43ee9-96c1-400e-aaec-de1f20328884,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,51.2,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b61ce20b-aebd-4f0b-a161-74f10c7a3956,51.2,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b61ce20b-aebd-4f0b-a161-74f10c7a3956,1953,2,00:18:53.219,63,53,30,Pass,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.964382,,e2825c6d-ee62-42f7-9c7a-46d2e1d06fbc,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,51.2,36.7,26222.0,José Eduardo Rosa Vale de Castro,21.524405,-1.936636,1.0,Ground Pass,43.5,16.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2825c6d-ee62-42f7-9c7a-46d2e1d06fbc,1954,2,00:18:55.184,63,55,42,Ball Receipt*,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,b61ce20b-aebd-4f0b-a161-74f10c7a3956,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,43.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230caa46-abb1-4a40-bfb2-0cc61f9b8927,1955,2,00:18:55.184,63,55,43,Carry,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.63627,,af5ff32e-7862-4773-9579-224d7aee326f,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,43.5,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2825c6d-ee62-42f7-9c7a-46d2e1d06fbc,44.1,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af5ff32e-7862-4773-9579-224d7aee326f,1956,2,00:18:56.820,63,56,30,Pass,144,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.253696,,b0233292-6116-4608-b19d-96e0ff6d98e6,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,44.1,13.6,11539.0,Adrián Embarba Blázquez,36.142494,-0.362009,3.0,High Pass,77.9,0.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
