id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,off_camera,dribble,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,counterpress,duel,clearance,out,interception,ball_recovery,miscontrol,foul_committed,foul_won,block,substitution,injury_stoppage,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,related_events_2,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,goalkeeper_body_part_id,goalkeeper_body_part_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_switch
d0d33a7f-a1fc-49b6-a5cf-39e477596ffc,379,1,00:08:07.558,8,7,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.662187,,024d033a-f84c-4e91-82ef-789232f3f4c8,24138,Joaquín José Marín Ruiz,2,Right Back,34.8,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,58ad3e64-8fed-4309-ae94-fb726e12c293,,,,,,,,,,,,,,34.8,64.5,,,,,,,,,,,,,,,,,,
58ad3e64-8fed-4309-ae94-fb726e12c293,380,1,00:08:08.221,8,8,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.13338,,c610866e-a323-495d-84e6-73a596d5c151,24138,Joaquín José Marín Ruiz,2,Right Back,34.8,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,12.461541,1.4096054,1.0,Ground Pass,36.8,76.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
c610866e-a323-495d-84e6-73a596d5c151,381,1,00:08:09.354,8,9,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,58ad3e64-8fed-4309-ae94-fb726e12c293,4711,Pablo Hernández Domínguez,12,Right Midfield,36.8,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd14b5b-759d-4497-903b-f1d54444f21b,382,1,00:08:09.354,8,9,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.218569,,44de3372-e53a-469b-9180-053c16569139,4711,Pablo Hernández Domínguez,12,Right Midfield,36.8,76.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,c610866e-a323-495d-84e6-73a596d5c151,,,,,,,,,,,,,,50.4,77.1,ce40348c-310d-4c57-9a5c-55b59c0f1a98,,,,,,,,,,,,,,,,,
ce40348c-310d-4c57-9a5c-55b59c0f1a98,383,1,00:08:10.031,8,10,17,Pressure,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,1.937391,,44de3372-e53a-469b-9180-053c16569139,6737,Alfonso Pedraza Sag,16,Left Midfield,78.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cd14b5b-759d-4497-903b-f1d54444f21b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44de3372-e53a-469b-9180-053c16569139,384,1,00:08:11.573,8,11,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.103825,,321e0dc8-2002-4fb4-b5d2-ec270e26be09,4711,Pablo Hernández Domínguez,12,Right Midfield,50.4,77.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,ce40348c-310d-4c57-9a5c-55b59c0f1a98,11542.0,Javier Guerra Rodríguez,15.500322,-1.5772479,1.0,Ground Pass,50.3,61.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
321e0dc8-2002-4fb4-b5d2-ec270e26be09,385,1,00:08:12.676,8,12,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,44de3372-e53a-469b-9180-053c16569139,11542,Javier Guerra Rodríguez,22,Right Center Forward,50.3,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe888994-2fdf-472e-8a7c-70c62db0587d,386,1,00:08:12.676,8,12,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.065564,,321e0dc8-2002-4fb4-b5d2-ec270e26be09,11542,Javier Guerra Rodríguez,22,Right Center Forward,50.3,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c3ef391-a183-4354-a993-5f41c051fbc3,,,,,,,,,,,,,,50.3,61.6,,,,,,,,,,,,,,,,,,
8c3ef391-a183-4354-a993-5f41c051fbc3,387,1,00:08:12.742,8,12,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.87005,,fcb55f79-a8b5-44fa-a184-b3408631c6e5,11542,Javier Guerra Rodríguez,22,Right Center Forward,50.3,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6713.0,Diego Javier Llorente Ríos,9.339165,1.7975951,2.0,Low Pass,48.2,70.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
fcb55f79-a8b5-44fa-a184-b3408631c6e5,388,1,00:08:13.612,8,13,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,8c3ef391-a183-4354-a993-5f41c051fbc3,6713,Diego Javier Llorente Ríos,9,Right Defensive Midfield,48.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef52a8cc-3fb8-40ee-ac05-4db6180ff674,389,1,00:08:13.612,8,13,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.026364,,73be5855-a58f-4e13-bed1-e13c099de1b3,6713,Diego Javier Llorente Ríos,9,Right Defensive Midfield,48.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcb55f79-a8b5-44fa-a184-b3408631c6e5,,,,,,,,,,,,,,48.2,70.7,,,,,,,,,,,,,,,,,,
73be5855-a58f-4e13-bed1-e13c099de1b3,390,1,00:08:14.638,8,14,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.556834,,52907914-a4d6-4491-a8f3-2bc1226e2565,6713,Diego Javier Llorente Ríos,9,Right Defensive Midfield,48.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26222.0,José Eduardo Rosa Vale de Castro,26.043234,-2.440463,1.0,Ground Pass,28.3,53.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
52907914-a4d6-4491-a8f3-2bc1226e2565,391,1,00:08:16.195,8,16,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,73be5855-a58f-4e13-bed1-e13c099de1b3,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,28.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a26beee4-e08b-441e-8dfa-805482dca8f8,392,1,00:08:16.195,8,16,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.141915,,22af9c59-18f0-4295-94b6-4413682bb373,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,28.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,52907914-a4d6-4491-a8f3-2bc1226e2565,,,,,,,,,,,,,,28.4,51.0,,,,,,,,,,,,,,,,,,
22af9c59-18f0-4295-94b6-4413682bb373,393,1,00:08:19.337,8,19,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.832793,,f792da9a-305c-44e5-9910-93c36f64ad4d,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,28.4,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18404.0,José Ángel Crespo Rincón,34.967556,-1.3750833,1.0,Ground Pass,35.2,16.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
f792da9a-305c-44e5-9910-93c36f64ad4d,394,1,00:08:22.170,8,22,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,22af9c59-18f0-4295-94b6-4413682bb373,18404,José Ángel Crespo Rincón,5,Left Center Back,35.2,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bbbb743-60b8-4bbb-92c6-4a2c392ffdff,395,1,00:08:22.170,8,22,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.0880361,,126e0f3d-24ce-469d-935c-ffa178bac6d2,18404,José Ángel Crespo Rincón,5,Left Center Back,35.2,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,f792da9a-305c-44e5-9910-93c36f64ad4d,,,,,,,,,,,,,,35.2,16.7,,,,,,,,,,,,,,,,,,
126e0f3d-24ce-469d-935c-ffa178bac6d2,396,1,00:08:23.258,8,23,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.98333,,0f57ae0e-ab46-4f81-9684-66953f7d0e25,18404,José Ángel Crespo Rincón,5,Left Center Back,35.2,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,17.700283,1.9712371,1.0,Ground Pass,28.3,33.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
0f57ae0e-ab46-4f81-9684-66953f7d0e25,397,1,00:08:24.241,8,24,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,126e0f3d-24ce-469d-935c-ffa178bac6d2,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,28.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a69fa8bf-12b8-47e7-97f3-3b8ae3e8155b,398,1,00:08:24.241,8,24,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.619093,,0f57ae0e-ab46-4f81-9684-66953f7d0e25,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,28.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,b12a7ec4-951e-4db5-890c-34320093ba3c,,,,,,,,,,,,,,32.6,40.4,,,,,,,,,,,,,,,,,,
b12a7ec4-951e-4db5-890c-34320093ba3c,399,1,00:08:25.860,8,25,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.783758,,b0104ce8-b0c2-49fa-b716-70a3e3990774,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,32.6,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26222.0,José Eduardo Rosa Vale de Castro,25.87122,1.1486474,1.0,Ground Pass,43.2,64.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
b0104ce8-b0c2-49fa-b716-70a3e3990774,400,1,00:08:27.644,8,27,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b12a7ec4-951e-4db5-890c-34320093ba3c,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,43.2,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc1fc49f-cb18-4f33-9221-f5092ddc6e59,401,1,00:08:27.644,8,27,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.163808,,0a623d6f-5d74-4ee1-a4e2-b9357854a8c4,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,43.2,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0104ce8-b0c2-49fa-b716-70a3e3990774,,,,,,,,,,,,,,49.2,64.7,,,,,,,,,,,,,,,,,,
0a623d6f-5d74-4ee1-a4e2-b9357854a8c4,402,1,00:08:28.808,8,28,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.847846,,57364370-e4ab-46e7-982a-e10aedb9e045,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,49.2,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,20.235613,0.7504474,1.0,Ground Pass,64.0,78.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
57364370-e4ab-46e7-982a-e10aedb9e045,403,1,00:08:29.656,8,29,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,0a623d6f-5d74-4ee1-a4e2-b9357854a8c4,24138,Joaquín José Marín Ruiz,2,Right Back,64.0,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c511e4f1-735d-42db-8140-6e3fc0246631,404,1,00:08:29.656,8,29,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.090698,,57364370-e4ab-46e7-982a-e10aedb9e045,24138,Joaquín José Marín Ruiz,2,Right Back,64.0,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9b14a76-04ae-4507-a102-17555a86f389,,,,,,,,,,,,,,64.0,78.2,,,,,,,,,,,,,,,,,,
d9b14a76-04ae-4507-a102-17555a86f389,405,1,00:08:30.746,8,30,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.59074,,54492b72-daeb-4bd8-8f6f-e742621994d1,24138,Joaquín José Marín Ruiz,2,Right Back,64.0,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,7.236712,-0.19468553,1.0,Ground Pass,71.1,76.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
54492b72-daeb-4bd8-8f6f-e742621994d1,406,1,00:08:31.337,8,31,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,d9b14a76-04ae-4507-a102-17555a86f389,4711,Pablo Hernández Domínguez,12,Right Midfield,71.1,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6742d6d-0c5b-40ac-b37c-667616add19c,407,1,00:08:31.337,8,31,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.17019,,54492b72-daeb-4bd8-8f6f-e742621994d1,4711,Pablo Hernández Domínguez,12,Right Midfield,71.1,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,91ea68bc-bc79-4fa1-86eb-1de33a9743f3,,,,,,,,,,,,,,71.1,76.8,,,,,,,,,,,,,,,,,,
91ea68bc-bc79-4fa1-86eb-1de33a9743f3,408,1,00:08:31.507,8,31,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.495535,,76aaf59d-078d-4276-8a09-34f90be27bcc,4711,Pablo Hernández Domínguez,12,Right Midfield,71.1,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,15.008331,-1.691019,1.0,Ground Pass,69.3,61.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,
76aaf59d-078d-4276-8a09-34f90be27bcc,409,1,00:08:33.003,8,33,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,91ea68bc-bc79-4fa1-86eb-1de33a9743f3,24138,Joaquín José Marín Ruiz,2,Right Back,69.3,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779e1cdf-0aa8-404f-85f8-7c9f55f9d10a,410,1,00:08:33.003,8,33,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.867469,,2dd98d6b-77d2-4100-88f9-e0e0645c79d9,24138,Joaquín José Marín Ruiz,2,Right Back,69.3,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,76aaf59d-078d-4276-8a09-34f90be27bcc,,,,,,,,,,,,,,71.6,59.8,,,,,,,,,,,,,,,,,,
2dd98d6b-77d2-4100-88f9-e0e0645c79d9,411,1,00:08:33.870,8,33,38,Miscontrol,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,24138,Joaquín José Marín Ruiz,2,Right Back,71.6,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27421a93-4abe-4e7c-8d11-b5a5d26cf148,412,1,00:08:35.336,8,35,2,Ball Recovery,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.0,,,6737,Alfonso Pedraza Sag,16,Left Midfield,43.8,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e044e1-71d2-48b4-85c7-a9afffc4fd7d,413,1,00:08:35.336,8,35,43,Carry,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,1.657856,,26e28aac-bf99-4c19-91c0-3eeda2e6ead4,6737,Alfonso Pedraza Sag,16,Left Midfield,43.8,19.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,27421a93-4abe-4e7c-8d11-b5a5d26cf148,,,,,,,,,,,,,,52.7,26.2,cbe4675d-28d3-4d68-87d9-7219c15dd16a,,,,,,,,,,,,,,,,,
26e28aac-bf99-4c19-91c0-3eeda2e6ead4,414,1,00:08:36.372,8,36,17,Pressure,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.738565,,33e044e1-71d2-48b4-85c7-a9afffc4fd7d,24138,Joaquín José Marín Ruiz,2,Right Back,70.2,57.4,,,,,,,,,,,,,,,,True,,,,,,,,,,,,cbe4675d-28d3-4d68-87d9-7219c15dd16a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbe4675d-28d3-4d68-87d9-7219c15dd16a,415,1,00:08:36.994,8,36,30,Pass,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.913762,,26e28aac-bf99-4c19-91c0-3eeda2e6ead4,6737,Alfonso Pedraza Sag,16,Left Midfield,52.7,26.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a93c9ff1-4703-4a65-8447-db320ee9d09c,6735.0,Adrián López Álvarez,10.83005,1.0699757,1.0,Ground Pass,57.9,35.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,
a93c9ff1-4703-4a65-8447-db320ee9d09c,416,1,00:08:37.908,8,37,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,,,cbe4675d-28d3-4d68-87d9-7219c15dd16a,6735,Adrián López Álvarez,24,Left Center Forward,57.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc0d6029-7557-4586-ac06-412749198152,417,1,00:08:37.908,8,37,43,Carry,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.007271,,a93c9ff1-4703-4a65-8447-db320ee9d09c,6735,Adrián López Álvarez,24,Left Center Forward,57.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc0c168d-e710-40b5-afa3-de0dce077a6e,,,,,,,,,,,,,,57.9,35.7,,,,,,,,,,,,,,,,,,
dc0c168d-e710-40b5-afa3-de0dce077a6e,418,1,00:08:37.915,8,37,30,Pass,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.447928,,b167788f-de8a-4a10-a140-a77369ec8426,6735,Adrián López Álvarez,24,Left Center Forward,57.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1eaed94-101d-4c7a-a491-f8bfd9a75e72,6737.0,Alfonso Pedraza Sag,5.5362444,-0.2931869,1.0,Ground Pass,63.2,34.1,40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,
c1eaed94-101d-4c7a-a491-f8bfd9a75e72,419,1,00:08:38.363,8,38,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,,,dc0c168d-e710-40b5-afa3-de0dce077a6e,6737,Alfonso Pedraza Sag,16,Left Midfield,62.7,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,
b167788f-de8a-4a10-a140-a77369ec8426,420,1,00:08:38.363,8,38,10,Interception,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,dc0c168d-e710-40b5-afa3-de0dce077a6e,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,56.9,46.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,
14e3a11a-4fc8-4e5c-80dc-0ce2a74382f1,421,1,00:08:38.363,8,38,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.824792,,876973b8-fa68-4bff-bf87-e5b4fdcaecfc,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,56.9,46.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,9a7815c1-aa4b-4a4a-94ca-00c0da39694e,,,,,,,,,,,,,,60.5,45.3,b167788f-de8a-4a10-a140-a77369ec8426,,,,,,,,,,,,,,,,,
9a7815c1-aa4b-4a4a-94ca-00c0da39694e,422,1,00:08:39.014,8,39,17,Pressure,27,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.393465,,14e3a11a-4fc8-4e5c-80dc-0ce2a74382f1,6735,Adrián López Álvarez,24,Left Center Forward,59.1,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,876973b8-fa68-4bff-bf87-e5b4fdcaecfc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876973b8-fa68-4bff-bf87-e5b4fdcaecfc,423,1,00:08:39.188,8,39,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.469632,,45f5972a-9a7d-4e3e-b572-b38af9eaaa46,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,60.5,45.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,9a7815c1-aa4b-4a4a-94ca-00c0da39694e,11542.0,Javier Guerra Rodríguez,3.5,0.0,1.0,Ground Pass,64.0,45.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,
45f5972a-9a7d-4e3e-b572-b38af9eaaa46,424,1,00:08:39.657,8,39,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,876973b8-fa68-4bff-bf87-e5b4fdcaecfc,11542,Javier Guerra Rodríguez,22,Right Center Forward,64.0,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e579779a-d18b-4017-95a9-eeac25beba33,425,1,00:08:39.657,8,39,43,Carry,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.5625091,,243d4f35-3196-4947-9726-1747f13a4ebe,11542,Javier Guerra Rodríguez,22,Right Center Forward,64.0,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,45f5972a-9a7d-4e3e-b572-b38af9eaaa46,,,,,,,,,,,,,,67.9,44.2,,,,,,,,,,,,,,,,,,
243d4f35-3196-4947-9726-1747f13a4ebe,426,1,00:08:41.220,8,41,30,Pass,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.594119,,e5265f17-6a7e-42f8-9fe4-25cf86790e00,11542,Javier Guerra Rodríguez,22,Right Center Forward,67.9,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,e696d707-3af3-4234-80bf-060544c7b0c0,26685.0,Nicolás Ladislao Fedor Flores,27.543602,-0.96869594,1.0,Ground Pass,83.5,21.5,40.0,Right Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,
e5265f17-6a7e-42f8-9fe4-25cf86790e00,427,1,00:08:42.814,8,42,42,Ball Receipt*,27,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,243d4f35-3196-4947-9726-1747f13a4ebe,26685,Nicolás Ladislao Fedor Flores,24,Left Center Forward,89.9,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,
a2f53866-6c95-4f7a-bef6-10107f592482,451,1,00:09:04.138,9,4,2,Ball Recovery,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,cfe54e2e-3212-4546-a439-d46582b2eece,7900,Tiago Manuel Dias Correia,16,Left Midfield,21.3,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651c32a-3893-4579-bd7a-ab570a22d95c,452,1,00:09:04.138,9,4,43,Carry,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.141175,,18e3ee25-6907-441d-8fbe-399c58c02c32,7900,Tiago Manuel Dias Correia,16,Left Midfield,21.3,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2f53866-6c95-4f7a-bef6-10107f592482,,,,,,,,,,,,,,29.5,14.1,,,,,,,,,,,,,,,,,,
18e3ee25-6907-441d-8fbe-399c58c02c32,453,1,00:09:06.280,9,6,30,Pass,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.552268,,c3ea6b34-5288-4aa4-8801-54396d7de66d,7900,Tiago Manuel Dias Correia,16,Left Midfield,29.5,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26685.0,Nicolás Ladislao Fedor Flores,42.034508,-0.23286155,1.0,Ground Pass,70.4,4.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,
62d93815-a832-4a73-bf15-47106e00761d,454,1,00:09:08.214,9,8,17,Pressure,29,360,Rayo Vallecano,1,Regular Play,222,Villarreal,0.631201,,7cb639b8-7a5a-45f3-bdb6-a30f54fb6b1f,3324,Eric Bertrand Bailly,3,Right Center Back,49.6,75.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,c3ea6b34-5288-4aa4-8801-54396d7de66d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3ea6b34-5288-4aa4-8801-54396d7de66d,455,1,00:09:08.832,9,8,42,Ball Receipt*,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,18e3ee25-6907-441d-8fbe-399c58c02c32,26685,Nicolás Ladislao Fedor Flores,24,Left Center Forward,70.4,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,62d93815-a832-4a73-bf15-47106e00761d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cb639b8-7a5a-45f3-bdb6-a30f54fb6b1f,456,1,00:09:08.832,9,8,43,Carry,29,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0652,,62d93815-a832-4a73-bf15-47106e00761d,26685,Nicolás Ladislao Fedor Flores,24,Left Center Forward,70.4,4.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,c3ea6b34-5288-4aa4-8801-54396d7de66d,,,,,,,,,,,,,,70.5,4.9,e2bf656a-5f85-4fe4-8195-3a8bbefc0797,,,,,,,,,,,,,,,,,
