id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,foul_committed,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_receipt,counterpress,foul_won,block,clearance,out,duel,interception,ball_recovery,substitution,miscontrol,injury_stoppage,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events_2,pass_cross,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_switch,pass_outswinging,pass_technique_id,pass_technique_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,interception_outcome_id,interception_outcome_name,pass_through_ball,foul_committed_card_id,foul_committed_card_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,dribble_overrun,related_events_3,foul_committed_offensive,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,pass_aerial_won,injury_stoppage_in_chain
70261e33-c9f4-4f20-babe-72101e0884fe,2796,2,00:33:45.855,78,45,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,54509d41-549d-4cf0-8bef-a6ecc05fd2e9,,6914.0,Roberto Román Triguero,6.0,Left Back,69.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a444cc7-b743-4168-9460-c9c1dbc0a137,2797,2,00:33:45.855,78,45,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.072469,,233f8d43-880e-457b-8dd0-2e069b5cd5d1,,6914.0,Roberto Román Triguero,6.0,Left Back,69.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70261e33-c9f4-4f20-babe-72101e0884fe,72.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233f8d43-880e-457b-8dd0-2e069b5cd5d1,2798,2,00:33:45.928,78,45,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.599565,,0e5f1d74-7deb-452e-89f3-d919f5c36e8c,,6914.0,Roberto Román Triguero,6.0,Left Back,72.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,Tiago Manuel Dias Correia,15.592947,-0.10924079,1.0,Ground Pass,88.1,4.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5f1d74-7deb-452e-89f3-d919f5c36e8c,2799,2,00:33:47.527,78,47,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,233f8d43-880e-457b-8dd0-2e069b5cd5d1,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,88.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605c9be-b909-4f27-86ac-cdd67f4c0918,2800,2,00:33:47.527,78,47,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.565946,,0e5f1d74-7deb-452e-89f3-d919f5c36e8c,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,88.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81fbdb62-24f5-4882-bbc0-89f8e1213069,88.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81fbdb62-24f5-4882-bbc0-89f8e1213069,2801,2,00:33:49.093,78,49,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.804507,,0ca36e6d-40c7-4c67-99d1-ea99326f91da,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,88.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,6914.0,Roberto Román Triguero,24.87127,2.7842338,1.0,Ground Pass,64.7,12.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca36e6d-40c7-4c67-99d1-ea99326f91da,2802,2,00:33:50.898,78,50,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,81fbdb62-24f5-4882-bbc0-89f8e1213069,,6914.0,Roberto Román Triguero,6.0,Left Back,64.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462ab5f9-28c4-4b94-91ef-fd793d9f1938,2803,2,00:33:50.898,78,50,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.04,,0ca36e6d-40c7-4c67-99d1-ea99326f91da,,6914.0,Roberto Román Triguero,6.0,Left Back,64.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315b7715-7306-4f35-bf55-0e0002311427,64.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315b7715-7306-4f35-bf55-0e0002311427,2804,2,00:33:50.938,78,50,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.730268,,ad8172c7-c215-4409-a9c3-157245a6715e,,6914.0,Roberto Román Triguero,6.0,Left Back,64.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,11.3,0.0,1.0,Ground Pass,76.0,12.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad8172c7-c215-4409-a9c3-157245a6715e,2805,2,00:33:51.668,78,51,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,315b7715-7306-4f35-bf55-0e0002311427,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,76.0,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dcfd2b4-f57a-44dc-9670-673d3d53f718,2806,2,00:33:51.668,78,51,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.830548,,ad8172c7-c215-4409-a9c3-157245a6715e,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,76.0,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e264aa3d-d228-4ab2-803f-8d91dcc568ed,74.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e264aa3d-d228-4ab2-803f-8d91dcc568ed,2807,2,00:33:52.499,78,52,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.677874,,f55a7f70-e9ed-470a-ac30-06ea151e0c25,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,74.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,Tiago Manuel Dias Correia,11.90126,-1.1372149,1.0,Ground Pass,79.7,2.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f55a7f70-e9ed-470a-ac30-06ea151e0c25,2808,2,00:33:54.176,78,54,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,e264aa3d-d228-4ab2-803f-8d91dcc568ed,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,79.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b13197e-96c1-45d9-8b56-c48929a8eca4,2809,2,00:33:54.176,78,54,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.040000003,,c6a2fbde-d728-48e5-bd87-cbccc4f29151,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,79.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f55a7f70-e9ed-470a-ac30-06ea151e0c25,79.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6a2fbde-d728-48e5-bd87-cbccc4f29151,2810,2,00:33:54.216,78,54,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.085263,,9b57474e-90d1-4c97-a4b9-295d1ef7246c,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,79.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,10.375452,2.6822553,1.0,Ground Pass,70.4,6.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b57474e-90d1-4c97-a4b9-295d1ef7246c,2811,2,00:33:55.302,78,55,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,c6a2fbde-d728-48e5-bd87-cbccc4f29151,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,70.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d29d3eae-8dcc-4bf7-ada6-59b3f548e50f,2812,2,00:33:55.302,78,55,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.783308,,9b57474e-90d1-4c97-a4b9-295d1ef7246c,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,70.4,6.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3b3764d-d967-4c9b-8cc0-1fb9bdf1aef0,71.4,3.2,,,,,,,d15e1a2a-05ea-4f64-8802-c7d8588f9c98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3b3764d-d967-4c9b-8cc0-1fb9bdf1aef0,2813,2,00:33:55.605,78,55,17,Pressure,192,360,Rayo Vallecano,1,Regular Play,208,Las Palmas,0.720921,,d15e1a2a-05ea-4f64-8802-c7d8588f9c98,,10755.0,Jonathan Viera Ramos,11.0,Left Defensive Midfield,49.7,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d29d3eae-8dcc-4bf7-ada6-59b3f548e50f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d15e1a2a-05ea-4f64-8802-c7d8588f9c98,2814,2,00:33:56.085,78,56,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.312761,,a3b3764d-d967-4c9b-8cc0-1fb9bdf1aef0,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,71.4,3.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,11543.0,José Antonio Dorado Ramírez,17.734148,3.0795255,1.0,Ground Pass,53.7,4.3,40.0,Right Foot,,,,a42a744f-b2af-4a3f-9b85-4a6a6349cc93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a42a744f-b2af-4a3f-9b85-4a6a6349cc93,2815,2,00:33:57.398,78,57,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,d15e1a2a-05ea-4f64-8802-c7d8588f9c98,,11543.0,José Antonio Dorado Ramírez,5.0,Left Center Back,53.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42e3d875-88cd-4a49-aefd-af1b2a820271,2816,2,00:33:57.398,78,57,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.04,,a42a744f-b2af-4a3f-9b85-4a6a6349cc93,,11543.0,José Antonio Dorado Ramírez,5.0,Left Center Back,53.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea767bb6-1038-432a-be90-5421af0e0491,54.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea767bb6-1038-432a-be90-5421af0e0491,2817,2,00:33:57.438,78,57,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.861,,9c2ef732-cd3e-44b5-bc35-c890a3c4f128,,11543.0,José Antonio Dorado Ramírez,5.0,Left Center Back,54.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,9.929753,0.971621,1.0,Ground Pass,59.7,13.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c2ef732-cd3e-44b5-bc35-c890a3c4f128,2818,2,00:33:58.299,78,58,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,ea767bb6-1038-432a-be90-5421af0e0491,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,59.7,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68a47f89-8cc0-49d2-b09e-9095b1b914ac,2819,2,00:33:58.299,78,58,43,Carry,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.751302,,9c2ef732-cd3e-44b5-bc35-c890a3c4f128,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,59.7,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f51a237b-5a3c-4176-be88-25cebca84584,59.7,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f51a237b-5a3c-4176-be88-25cebca84584,2820,2,00:33:59.050,78,59,30,Pass,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.494174,,f38cfcd0-8335-4bab-b5d3-8cabb25b8f5f,,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,59.7,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,10.071743,-1.6902252,1.0,Ground Pass,58.5,3.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f38cfcd0-8335-4bab-b5d3-8cabb25b8f5f,2821,2,00:34:00.544,79,0,42,Ball Receipt*,192,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,f51a237b-5a3c-4176-be88-25cebca84584,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,58.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
