id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,related_events_2,related_events_3,foul_committed_advantage,foul_won_advantage,player,position,location
de76ebb6-e98b-4f30-84df-78374a7f6f53,3415,2,00:45:17.623,90,17,4,Duel,204,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,0.0,,9c6e52fe-3afe-4f85-84c9-ee38cbb877df,3063.0,Danilo Luiz da Silva,6.0,Left Back,40.4,7.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,14.0,Lost Out,,,,,,,,
19043acc-d439-4fb8-9d04-ca1cebf8f1f7,3416,2,00:45:24.588,90,24,30,Pass,205,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.651974,,e02fc345-29dd-427d-a6b9-1cc71f217c38,7900.0,Tiago Manuel Dias Correia,2.0,Right Back,81.4,80.0,24782.0,Jonhatan Montiel Caballero,14.199296,-1.3651136,2.0,Low Pass,84.3,66.1,67.0,Throw-in,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e02fc345-29dd-427d-a6b9-1cc71f217c38,3417,2,00:45:26.240,90,26,42,Ball Receipt*,205,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,19043acc-d439-4fb8-9d04-ca1cebf8f1f7,24782.0,Jonhatan Montiel Caballero,17.0,Right Wing,84.3,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f3a2ef5-f948-4cd1-910e-e49fb1e97ca9,3418,2,00:45:27.385,90,27,17,Pressure,205,360,Rayo Vallecano,4,From Throw In,220,Real Madrid,0.65535,,,3063.0,Danilo Luiz da Silva,6.0,Left Back,36.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04972634-63cb-406a-8c34-15d5a2cbd7aa,3419,2,00:45:28.080,90,28,14,Dribble,205,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,130f16e1-c167-4fb0-8ed7-b52d21845ed6,24782.0,Jonhatan Montiel Caballero,17.0,Right Wing,82.0,73.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,
da59bbde-0e85-45eb-9f1d-1756fc6d8b08,3495,2,00:46:33.304,91,33,2,Ball Recovery,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,94babaed-6f09-40d8-b12f-5026367a17b3,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,18.9,36.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e195b29-86e1-481e-ab81-9c94799d0d64,3496,2,00:46:33.304,91,33,43,Carry,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.270955,,1c070eae-19e3-4dfd-be5c-a21d30d18eba,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,18.9,36.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,94babaed-6f09-40d8-b12f-5026367a17b3,21.2,38.4,,,,,,,,da59bbde-0e85-45eb-9f1d-1756fc6d8b08,,,,,,
1c070eae-19e3-4dfd-be5c-a21d30d18eba,3497,2,00:46:34.575,91,34,30,Pass,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.715536,,2a48b881-13e3-4609-b988-75fbe3478816,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,21.2,38.4,6852.0,Jozabed Sánchez Ruiz,10.610373,-0.8120585,1.0,Ground Pass,28.5,30.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc9182c9-7059-4bbb-ba37-6b617e0fd495,3498,2,00:46:35.271,91,35,17,Pressure,208,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.526711,,2a48b881-13e3-4609-b988-75fbe3478816,5200.0,Lucas Vázquez Iglesias,17.0,Right Wing,91.6,53.9,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,a1a633ad-0648-415b-a245-43177a9a8e32,,,,,,,,,,,,,,,,
2a48b881-13e3-4609-b988-75fbe3478816,3499,2,00:46:35.291,91,35,42,Ball Receipt*,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,1c070eae-19e3-4dfd-be5c-a21d30d18eba,6852.0,Jozabed Sánchez Ruiz,21.0,Left Wing,28.5,30.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,cc9182c9-7059-4bbb-ba37-6b617e0fd495,,,,,,,,,,,,,,,,
a1a633ad-0648-415b-a245-43177a9a8e32,3500,2,00:46:35.291,91,35,43,Carry,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.852559,,2a48b881-13e3-4609-b988-75fbe3478816,6852.0,Jozabed Sánchez Ruiz,21.0,Left Wing,28.5,30.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,57094c38-c8a0-453e-b61d-f5a901540793,29.7,25.1,,,,,,,,cc9182c9-7059-4bbb-ba37-6b617e0fd495,f12e36c8-0e3b-466a-9429-fa153dcef668,,,,,
57094c38-c8a0-453e-b61d-f5a901540793,3501,2,00:46:36.143,91,36,22,Foul Committed,208,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.0,,a1a633ad-0648-415b-a245-43177a9a8e32,5200.0,Lucas Vázquez Iglesias,17.0,Right Wing,90.4,55.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,f12e36c8-0e3b-466a-9429-fa153dcef668,,,,,,,,,,,,True,,,,
f12e36c8-0e3b-466a-9429-fa153dcef668,3502,2,00:46:36.143,91,36,21,Foul Won,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,57094c38-c8a0-453e-b61d-f5a901540793,6852.0,Jozabed Sánchez Ruiz,21.0,Left Wing,29.7,25.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1d875a7c-3176-4f77-8c5a-3ef0ad1a04dc,3503,2,00:46:38.680,91,38,30,Pass,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.011679,,eaaacb2e-4470-47bb-9876-785dce849ddb,6852.0,Jozabed Sánchez Ruiz,21.0,Left Wing,30.1,20.9,26848.0,Roberto Trashorras Gayoso,10.737783,-1.0112098,1.0,Ground Pass,35.8,11.8,,,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaaacb2e-4470-47bb-9876-785dce849ddb,3504,2,00:46:39.692,91,39,42,Ball Receipt*,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,1d875a7c-3176-4f77-8c5a-3ef0ad1a04dc,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,35.8,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcaf9ad8-35f4-42a1-8385-8116e872f6fa,3505,2,00:46:44.291,91,44,17,Pressure,208,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,1.162784,,81cb39b4-b470-4a3c-be69-a02f24594773,20215.0,Álvaro Arbeloa Coca,2.0,Right Back,82.9,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81cb39b4-b470-4a3c-be69-a02f24594773,3506,2,00:46:45.252,91,45,30,Pass,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.08328,,1baf10dc-93b9-41dc-95a8-64d43a098057,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,35.8,3.2,11298.0,José Ignacio Martínez García,16.137533,3.0733757,2.0,Low Pass,19.7,4.3,,,40.0,Right Foot,,True,,,True,,,,,,,,,,,,,,,,fcaf9ad8-35f4-42a1-8385-8116e872f6fa,,,,,,,,,,,,,,,,
1baf10dc-93b9-41dc-95a8-64d43a098057,3507,2,00:46:49.335,91,49,42,Ball Receipt*,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,81cb39b4-b470-4a3c-be69-a02f24594773,11298.0,José Ignacio Martínez García,6.0,Left Back,19.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3d88236-db5a-421f-82f1-9e89c5885fdf,3508,2,00:46:55.077,91,55,34,Half End,208,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.0,,7d1455d6-7460-4a21-a7c8-91d2ed567c6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d1455d6-7460-4a21-a7c8-91d2ed567c6d,3509,2,00:46:55.077,91,55,34,Half End,208,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,a3d88236-db5a-421f-82f1-9e89c5885fdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
