id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,related_events_2,related_events_3,foul_committed_advantage,foul_won_advantage,player,position,location
78ae03a3-ac57-44f4-bd47-527cdea6748f,3405,2,00:45:07.704,90,7,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.343689,,bdcfc058-7350-4797-ba36-4e7230a2efa5,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,60.0,40.0,24782.0,Jonhatan Montiel Caballero,2.4186773,-1.6951513,1.0,Ground Pass,59.7,37.6,65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdcfc058-7350-4797-ba36-4e7230a2efa5,3406,2,00:45:08.048,90,8,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,78ae03a3-ac57-44f4-bd47-527cdea6748f,24782.0,Jonhatan Montiel Caballero,17.0,Right Wing,59.7,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d7cdf66-533e-4c35-b479-538e31a85922,3407,2,00:45:08.048,90,8,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,3.662382,,71e59704-e4c4-4e8d-9067-90640843de1d,24782.0,Jonhatan Montiel Caballero,17.0,Right Wing,59.7,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdcfc058-7350-4797-ba36-4e7230a2efa5,55.6,40.7,,,,,,,,,,,,,,
71e59704-e4c4-4e8d-9067-90640843de1d,3408,2,00:45:11.710,90,11,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.722769,,c056e2a5-246f-4f61-be59-329c91f9bbb0,24782.0,Jonhatan Montiel Caballero,17.0,Right Wing,55.6,40.7,26848.0,Roberto Trashorras Gayoso,8.823265,2.8305943,1.0,Ground Pass,47.2,43.4,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c056e2a5-246f-4f61-be59-329c91f9bbb0,3409,2,00:45:12.433,90,12,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,71e59704-e4c4-4e8d-9067-90640843de1d,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,47.2,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f95c360-b20c-466c-aec3-5092a42fc032,3410,2,00:45:12.433,90,12,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.777307,,66edd65d-9edc-4017-b30a-380ed645c864,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,47.2,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c056e2a5-246f-4f61-be59-329c91f9bbb0,48.7,51.8,,,,,,,,,,,,,,
66edd65d-9edc-4017-b30a-380ed645c864,3411,2,00:45:13.210,90,13,30,Pass,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.032655,,651f1eac-d196-4d25-920c-c450f3b04d87,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,48.7,51.8,7900.0,Tiago Manuel Dias Correia,21.363754,1.1616021,1.0,Ground Pass,57.2,71.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651f1eac-d196-4d25-920c-c450f3b04d87,3412,2,00:45:15.243,90,15,42,Ball Receipt*,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,66edd65d-9edc-4017-b30a-380ed645c864,7900.0,Tiago Manuel Dias Correia,2.0,Right Back,57.2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a0357e-7340-46fd-9ef8-0abc888231ac,3413,2,00:45:15.243,90,15,43,Carry,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.379864,,651f1eac-d196-4d25-920c-c450f3b04d87,7900.0,Tiago Manuel Dias Correia,2.0,Right Back,57.2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c6e52fe-3afe-4f85-84c9-ee38cbb877df,79.7,72.6,,,,,,,,,,,,,,
9c6e52fe-3afe-4f85-84c9-ee38cbb877df,3414,2,00:45:17.623,90,17,14,Dribble,204,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,de76ebb6-e98b-4f30-84df-78374a7f6f53,7900.0,Tiago Manuel Dias Correia,2.0,Right Back,79.7,72.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,
