id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,ball_receipt,under_pressure,duel,carry,clearance,counterpress,dribble,shot,goalkeeper,interception,out,ball_recovery,foul_committed,foul_won,substitution,miscontrol,50_50,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,ball_recovery_recovery_failure,pass_aerial_won,foul_won_defensive,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,related_events_3,pass_through_ball,pass_technique_id,pass_technique_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_cross,clearance_left_foot,pass_switch,pass_inswinging,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,clearance_aerial_won,miscontrol_aerial_won,related_events_4,50_50_outcome_id,50_50_outcome_name
8bd77fe7-85ca-4a44-a7e0-b14eef6d1aeb,1758,2,00:08:05.022,53,5,17,Pressure,110,360,Rayo Vallecano,4,From Throw In,1049,Granada,0.458834,,30272b2e-63fa-4dae-b01e-508b097eb5a5,,3160,Rene Krhin,11,Left Defensive Midfield,26.8,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38f6367a-10c4-4956-a8f3-d1020c5a6e67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30272b2e-63fa-4dae-b01e-508b097eb5a5,1759,2,00:08:05.211,53,5,42,Ball Receipt*,110,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,3970b1df-39cc-40e3-9e9b-71793fe9109a,,26848,Roberto Trashorras Gayoso,13,Right Center Midfield,92.6,15.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,8bd77fe7-85ca-4a44-a7e0-b14eef6d1aeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38f6367a-10c4-4956-a8f3-d1020c5a6e67,1760,2,00:08:05.211,53,5,43,Carry,110,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.32971,,1cb21775-497d-4782-a0f8-dad0d2f0f341,,26848,Roberto Trashorras Gayoso,13,Right Center Midfield,92.6,15.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,30272b2e-63fa-4dae-b01e-508b097eb5a5,91.4,16.3,8bd77fe7-85ca-4a44-a7e0-b14eef6d1aeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cb21775-497d-4782-a0f8-dad0d2f0f341,1761,2,00:08:05.541,53,5,30,Pass,110,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.373373,,05d566b9-d039-4712-adcb-a5221d814253,,26848,Roberto Trashorras Gayoso,13,Right Center Midfield,91.4,16.3,11539.0,Adrián Embarba Blázquez,11.289819,-0.5708053,2.0,Low Pass,100.9,10.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,d9783d5b-7fc8-4f9c-b387-920531cbf8ec,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05d566b9-d039-4712-adcb-a5221d814253,1762,2,00:08:06.914,53,6,42,Ball Receipt*,110,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,1cb21775-497d-4782-a0f8-dad0d2f0f341,,11539,Adrián Embarba Blázquez,17,Right Wing,101.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9783d5b-7fc8-4f9c-b387-920531cbf8ec,1763,2,00:08:06.914,53,6,10,Interception,110,360,Rayo Vallecano,4,From Throw In,1049,Granada,0.0,,1cb21775-497d-4782-a0f8-dad0d2f0f341,,20064,Hugo Miguel Almeida Costa Lopes,2,Right Back,19.2,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e11868bc-0696-4c4e-a873-ad24eae8f3b4,1764,2,00:08:08.445,53,8,2,Ball Recovery,110,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,,,26848,Roberto Trashorras Gayoso,13,Right Center Midfield,93.9,6.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19794936-2479-4764-9789-094b62d505c3,1783,2,00:08:43.736,53,43,30,Pass,112,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.38578,,1e552d7d-09d1-4c71-af1b-9516b879a133,,10727,Răzvan Dincă Raț,6,Left Back,52.2,0.1,4711.0,Pablo Hernández Domínguez,30.656973,0.2505166,3.0,High Pass,81.9,7.7,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,a8a44275-d60c-49e2-8df0-69f12663e1a8,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8a44275-d60c-49e2-8df0-69f12663e1a8,1784,2,00:08:46.122,53,46,42,Ball Receipt*,112,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,19794936-2479-4764-9789-094b62d505c3,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,84.7,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1faada5-715d-4b1e-a020-445b19706cbc,1820,2,00:10:15.869,55,15,30,Pass,114,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,3.78084,,35e2219b-0438-453b-8590-3116fc54805f,,26070,Antonio Rodríguez Martínez,1,Goalkeeper,7.0,36.1,11542.0,Javier Guerra Rodríguez,66.89589,-0.1727671,3.0,High Pass,72.9,24.6,63.0,Goal Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35e2219b-0438-453b-8590-3116fc54805f,1821,2,00:10:19.650,55,19,42,Ball Receipt*,114,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,a1faada5-715d-4b1e-a020-445b19706cbc,,11542,Javier Guerra Rodríguez,23,Center Forward,72.9,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bcbf0b4-5445-433c-bd0e-3b54e9d5e116,1822,2,00:10:19.650,55,19,4,Duel,114,360,Rayo Vallecano,7,From Goal Kick,1049,Granada,0.0,,04191c86-9514-4e93-a272-36c58bf75419,,3160,Rene Krhin,11,Left Defensive Midfield,48.2,55.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04191c86-9514-4e93-a272-36c58bf75419,1823,2,00:10:19.650,55,19,30,Pass,114,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.088753,,3b8f13ef-25cd-41ac-8149-c0972bc93790,,11542,Javier Guerra Rodríguez,23,Center Forward,71.9,24.6,,,1.8027756,-0.98279375,2.0,Low Pass,72.9,23.1,,,,,,True,,,,,,,,,,,,,,,,,9bcbf0b4-5445-433c-bd0e-3b54e9d5e116,,,,,,,,,,9.0,Incomplete,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b8f13ef-25cd-41ac-8149-c0972bc93790,1824,2,00:10:19.739,55,19,6,Block,114,360,Rayo Vallecano,7,From Goal Kick,1049,Granada,0.0,,04191c86-9514-4e93-a272-36c58bf75419,,3160,Rene Krhin,11,Left Defensive Midfield,47.2,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37098de5-e573-4a4d-8e83-ed33470e8f38,1825,2,00:10:21.467,55,21,4,Duel,114,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,78f98ec8-124b-490b-a79e-9b9a9999d3ce,,26848,Roberto Trashorras Gayoso,13,Right Center Midfield,75.8,29.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
