id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,related_events,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events_3,pass_switch,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_won_defensive
ed97206a-d9e9-409b-8857-8851310d1e7b,1059,1,00:32:54.216,32,54,43,Carry,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.096962,,f69d98cc-ddfe-494c-a016-92a281973a45,27144,Antonio Amaya Carazo,3,Right Center Back,28.8,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa0e27fd-4778-4f4a-a26a-7b1673cdbde8,,28.8,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa0e27fd-4778-4f4a-a26a-7b1673cdbde8,1060,1,00:32:55.313,32,55,30,Pass,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.254044,,2c89ca1f-f169-48b0-9ee4-11f728c1af74,27144,Antonio Amaya Carazo,3,Right Center Back,28.8,77.0,6852.0,Jozabed Sánchez Ruiz,8.736704,-1.4791002,1.0,Ground Pass,29.6,68.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7f5baae-85c1-4b17-b386-f0025a5e97f5,1061,1,00:32:56.490,32,56,17,Pressure,70,360,Rayo Vallecano,4,From Throw In,220,Real Madrid,0.568155,,2c89ca1f-f169-48b0-9ee4-11f728c1af74,5695,James David Rodríguez Rubio,13,Right Center Midfield,86.3,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c9284ef-0508-48f3-99ce-43b44bf9df75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c89ca1f-f169-48b0-9ee4-11f728c1af74,1062,1,00:32:56.567,32,56,42,Ball Receipt*,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,a7f5baae-85c1-4b17-b386-f0025a5e97f5,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,29.6,68.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,fa0e27fd-4778-4f4a-a26a-7b1673cdbde8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c9284ef-0508-48f3-99ce-43b44bf9df75,1063,1,00:32:56.567,32,56,43,Carry,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.524909,,2c89ca1f-f169-48b0-9ee4-11f728c1af74,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,29.6,68.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,a7f5baae-85c1-4b17-b386-f0025a5e97f5,f71b06e1-9894-4024-9ebd-0dd936ccfec0,30.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f71b06e1-9894-4024-9ebd-0dd936ccfec0,1064,1,00:32:57.092,32,57,30,Pass,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.071758,,9ff0b432-ead5-4d1c-8d85-8d18cece8feb,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,30.5,69.6,24138.0,Joaquín José Marín Ruiz,8.300602,1.9535398,1.0,Ground Pass,27.4,77.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ff0b432-ead5-4d1c-8d85-8d18cece8feb,1065,1,00:32:58.164,32,58,42,Ball Receipt*,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,f71b06e1-9894-4024-9ebd-0dd936ccfec0,24138,Joaquín José Marín Ruiz,2,Right Back,27.4,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916e17e0-8380-4f72-aed5-af23a635d4d3,1066,1,00:32:58.164,32,58,43,Carry,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.616035,,8a14b5e7-8b3d-4efe-a8c2-21712fafec35,24138,Joaquín José Marín Ruiz,2,Right Back,27.4,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ff0b432-ead5-4d1c-8d85-8d18cece8feb,,27.4,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a14b5e7-8b3d-4efe-a8c2-21712fafec35,1067,1,00:32:58.780,32,58,30,Pass,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.73746,,75cefd66-a088-45a8-8637-7eca00b23c11,24138,Joaquín José Marín Ruiz,2,Right Back,27.4,77.4,6852.0,Jozabed Sánchez Ruiz,11.175867,-0.76008713,1.0,Ground Pass,35.5,69.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75cefd66-a088-45a8-8637-7eca00b23c11,1068,1,00:32:59.517,32,59,42,Ball Receipt*,70,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,8a14b5e7-8b3d-4efe-a8c2-21712fafec35,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,35.5,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
