id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,out,dribble,ball_recovery,foul_committed,foul_won,substitution,block,miscontrol,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_switch,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,related_events_2,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_3,carry_end_location_0,carry_end_location_1,foul_committed_card_id,foul_committed_card_name,pass_type_id,pass_type_name,pass_technique_id,pass_technique_name,pass_outswinging,pass_outcome_id,pass_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,related_events,related_events_4,pass_cross,foul_committed_advantage,foul_won_advantage,interception_outcome_id,interception_outcome_name,clearance_right_foot,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,dribble_overrun,shot_one_on_one
325ead13-4c2e-4c79-95c1-571c83db3817,2031,2,00:16:29.365,61,29,23,Goal Keeper,128,360,Rayo Vallecano,2,From Corner,223,Málaga,0.0,,535ea9ab-c8fb-41d1-a622-c6565065aabf,,5577,Francisco Guillermo Ochoa Magaña,1,Goalkeeper,1.7,40.0,,,,,,,,,,55.0,No Touch,45.0,Diving,44.0,Set,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a5922bf-469a-4f0a-9ab3-6b98fb87818b,2115,2,00:19:32.033,64,32,30,Pass,134,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.923355,,b4b9c85f-805a-4643-8e37-bb4359428ec4,True,24255,Juan Carlos Martín Corral,1,Goalkeeper,9.0,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,11539.0,Adrián Embarba Blázquez,73.8864,-0.5849996,3.0,High Pass,70.6,1.9,True,68.0,Drop Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4b9c85f-805a-4643-8e37-bb4359428ec4,2116,2,00:19:33.956,64,33,42,Ball Receipt*,134,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,8a5922bf-469a-4f0a-9ab3-6b98fb87818b,,11539,Adrián Embarba Blázquez,16,Left Midfield,70.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81e508f9-c452-48dc-8894-e5b7de98f588,2117,2,00:19:35.619,64,35,17,Pressure,134,360,Rayo Vallecano,8,From Keeper,223,Málaga,1.107249,,6d9d224c-0a99-496e-90d9-9624c0483a5c,,6563,Juan Pablo Añor Acosta,12,Right Midfield,31.4,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01cd9704-4ecc-4636-82d0-7531cf201708,2118,2,00:19:35.821,64,35,17,Pressure,134,360,Rayo Vallecano,8,From Keeper,223,Málaga,0.597841,,6d9d224c-0a99-496e-90d9-9624c0483a5c,,6580,José Luis García del Pozo,9,Right Defensive Midfield,33.2,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d9d224c-0a99-496e-90d9-9624c0483a5c,2119,2,00:19:36.419,64,36,14,Dribble,134,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.0,,01cd9704-4ecc-4636-82d0-7531cf201708,,11539,Adrián Embarba Blázquez,16,Left Midfield,85.0,4.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81e508f9-c452-48dc-8894-e5b7de98f588,c4c3d7ca-2b77-4feb-a298-9e901523cd83,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d32900d-afaf-4c3c-8f7c-1df4970f67fb,2201,2,00:20:46.042,65,46,4,Duel,138,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,9113211f-cdfb-48ef-98de-f916a1fb8a3a,,24138,Joaquín José Marín Ruiz,2,Right Back,23.9,53.6,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88d0db6d-3dad-48ac-842e-2cdb47639593,2202,2,00:20:48.645,65,48,17,Pressure,138,360,Rayo Vallecano,1,Regular Play,223,Málaga,0.337341,,163b952c-53f0-4ac7-8d17-25e69babb8df,,6580,José Luis García del Pozo,9,Right Defensive Midfield,88.0,15.7,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546c5fba-ce8e-4bdd-9db0-dd5aff1ca445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163b952c-53f0-4ac7-8d17-25e69babb8df,2203,2,00:20:48.819,65,48,2,Ball Recovery,138,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,88d0db6d-3dad-48ac-842e-2cdb47639593,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,31.4,64.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546c5fba-ce8e-4bdd-9db0-dd5aff1ca445,2204,2,00:20:48.819,65,48,43,Carry,138,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.477195,,163b952c-53f0-4ac7-8d17-25e69babb8df,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,31.4,64.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a12fe90-6e5a-41c5-b4ff-82316cd3f420,88d0db6d-3dad-48ac-842e-2cdb47639593,,,,,,,d07c284a-4246-4017-946c-424c45bf4432,31.4,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
