id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_outcome_id,pass_outcome_name,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,foul_won_defensive,pass_recipient_id,pass_recipient_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events_3,pass_cross,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_switch,ball_recovery_recovery_failure,pass_cut_back,clearance_left_foot,player,position,location
850d4833-dc03-4b9d-aa71-dd44cd91d66e,3466,2,00:40:44.545,85,44,23,Goal Keeper,202,360,Rayo Vallecano,4,From Throw In,217,Barcelona,0.0,,9cc64239-c763-4adf-9aff-bc6a1f180f3c,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,1.2,41.3,,,,,,,,,,,44.0,Set,46.0,Standing,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7a2c547-01c5-4fea-82f0-c733130b571b,3506,2,00:41:47.089,86,47,4,Duel,204,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,d08d3ff2-5deb-4d04-9cab-73e61ae84342,23761.0,Alhassane Bangoura,17.0,Right Wing,63.2,72.4,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510ea4ef-f7cd-4274-a075-65a1fa74de1e,3507,2,00:41:48.523,86,48,17,Pressure,204,360,Rayo Vallecano,1,Regular Play,217,Barcelona,0.247504,,1e73ad36-a110-4255-aaa6-fa9ec31bfbce,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,60.6,14.7,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e73ad36-a110-4255-aaa6-fa9ec31bfbce,3508,2,00:41:48.725,86,48,30,Pass,204,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.08,,510ea4ef-f7cd-4274-a075-65a1fa74de1e,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,58.0,65.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.360147,2.8430936,1.0,Ground Pass,56.7,65.6,77.0,Unknown,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8b83c97-28e3-441e-bd8e-a0c8748d916e,3509,2,00:41:48.805,86,48,22,Foul Committed,204,360,Rayo Vallecano,1,Regular Play,217,Barcelona,0.0,,6e4a1c93-2b02-4e57-9746-6117855496d9,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,63.4,14.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e4a1c93-2b02-4e57-9746-6117855496d9,3510,2,00:41:48.805,86,48,21,Foul Won,204,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,f8b83c97-28e3-441e-bd8e-a0c8748d916e,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,56.7,65.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44132f73-e927-4649-a141-92fef503397d,3511,2,00:42:07.202,87,7,30,Pass,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.088749,,312bcff8-8035-4515-8073-3be4c4f6f993,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,53.1,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.273853,-0.6097135,1.0,Ground Pass,73.0,52.1,,,40.0,Right Foot,62.0,Free Kick,,9246.0,Patrick Ebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312bcff8-8035-4515-8073-3be4c4f6f993,3512,2,00:42:08.291,87,8,42,Ball Receipt*,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,44132f73-e927-4649-a141-92fef503397d,9246.0,Patrick Ebert,19.0,Center Attacking Midfield,73.0,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ec2d90c-67d6-4c7e-9a36-8e63868126cb,3513,2,00:42:08.291,87,8,43,Carry,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.124599,,312bcff8-8035-4515-8073-3be4c4f6f993,9246.0,Patrick Ebert,19.0,Center Attacking Midfield,73.0,52.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58bd220d-c285-4873-bfaf-f255fc5110bf,8d73d026-174c-43bd-a960-16b266f1fcf5,70.4,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d73d026-174c-43bd-a960-16b266f1fcf5,3514,2,00:42:08.576,87,8,17,Pressure,205,360,Rayo Vallecano,3,From Free Kick,217,Barcelona,0.8824,,1ec2d90c-67d6-4c7e-9a36-8e63868126cb,5470.0,Ivan Rakitić,13.0,Right Center Midfield,49.0,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58bd220d-c285-4873-bfaf-f255fc5110bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
