id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_outcome_id,pass_outcome_name,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,foul_won_defensive,pass_recipient_id,pass_recipient_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events_3,pass_cross,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_switch,ball_recovery_recovery_failure,pass_cut_back,clearance_left_foot,player,position,location
58bd220d-c285-4873-bfaf-f255fc5110bf,3515,2,00:42:09.416,87,9,30,Pass,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.564388,,3b74f9be-6a0c-4da4-9c30-ea50a2141655,9246.0,Patrick Ebert,19.0,Center Attacking Midfield,70.4,53.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0248456,2.567288,1.0,Ground Pass,68.7,54.9,,,40.0,Right Foot,,,,6852.0,Jozabed Sánchez Ruiz,8d73d026-174c-43bd-a960-16b266f1fcf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b74f9be-6a0c-4da4-9c30-ea50a2141655,3516,2,00:42:09.498,87,9,42,Ball Receipt*,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,58bd220d-c285-4873-bfaf-f255fc5110bf,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,68.7,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8779e091-8a3a-434b-8a96-46d9ad49169d,3517,2,00:42:09.498,87,9,3,Dispossessed,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,ebe8c6f3-4f11-4ca4-a6e5-f7ad1b95d00e,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,65.7,56.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebe8c6f3-4f11-4ca4-a6e5-f7ad1b95d00e,3518,2,00:42:09.498,87,9,4,Duel,205,360,Rayo Vallecano,3,From Free Kick,217,Barcelona,0.0,,8779e091-8a3a-434b-8a96-46d9ad49169d,5470.0,Ivan Rakitić,13.0,Right Center Midfield,54.4,23.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626cac23-abb9-4767-ad4c-a8decf3621e6,3519,2,00:42:09.689,87,9,17,Pressure,205,360,Rayo Vallecano,3,From Free Kick,217,Barcelona,0.279998,,1f999a08-7cb9-4298-ab03-34d3f29f6733,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,53.1,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8c164b9-c6ec-4fa3-8cd7-24e917e2e090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8c164b9-c6ec-4fa3-8cd7-24e917e2e090,3520,2,00:42:09.887,87,9,2,Ball Recovery,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,626cac23-abb9-4767-ad4c-a8decf3621e6,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,68.1,55.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f999a08-7cb9-4298-ab03-34d3f29f6733,3521,2,00:42:09.887,87,9,43,Carry,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.122709,,626cac23-abb9-4767-ad4c-a8decf3621e6,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,68.1,55.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d4e864c-fe72-4295-b95c-56b2ffa05df7,a8c164b9-c6ec-4fa3-8cd7-24e917e2e090,70.6,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d4e864c-fe72-4295-b95c-56b2ffa05df7,3522,2,00:42:10.009,87,10,3,Dispossessed,205,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,c9a1581b-20de-4392-abea-a7522f1d557f,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,70.6,56.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cff40e7-3173-4d33-ae85-7f6f1a1ebd2b,3543,2,00:42:22.851,87,22,2,Ball Recovery,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,31a924fa-2dd2-4caa-8452-21700ed6c94b,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,84.6,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6aa2efd3-24dd-4cac-b807-b41593ea4a00,3544,2,00:42:22.851,87,22,43,Carry,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,5.924097,,4cff40e7-3173-4d33-ae85-7f6f1a1ebd2b,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,84.6,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b360121a-dec8-4dab-9517-9110969d516a,,91.6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b360121a-dec8-4dab-9517-9110969d516a,3545,2,00:42:28.775,87,28,30,Pass,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.890497,,b220e7b7-c8cc-4b9b-84ed-ca435955b5b8,6852.0,Jozabed Sánchez Ruiz,11.0,Left Defensive Midfield,91.6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.74514,1.225877,1.0,Ground Pass,97.6,69.7,,,40.0,Right Foot,,,,9246.0,Patrick Ebert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b220e7b7-c8cc-4b9b-84ed-ca435955b5b8,3546,2,00:42:30.665,87,30,42,Ball Receipt*,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b360121a-dec8-4dab-9517-9110969d516a,9246.0,Patrick Ebert,19.0,Center Attacking Midfield,97.6,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0da7c03-e5bd-4ea3-b513-82cebf80aa42,3547,2,00:42:30.665,87,30,30,Pass,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.842153,,6360b17d-de1e-43aa-8bb0-b143c32b3879,9246.0,Patrick Ebert,19.0,Center Attacking Midfield,97.6,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1268835,-2.1375256,1.0,Ground Pass,92.7,62.0,,,40.0,Right Foot,,,,26848.0,Roberto Trashorras Gayoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360b17d-de1e-43aa-8bb0-b143c32b3879,3548,2,00:42:31.508,87,31,42,Ball Receipt*,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a0da7c03-e5bd-4ea3-b513-82cebf80aa42,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,92.7,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e09249cf-b345-43df-85ee-6db58f45e234,3549,2,00:42:31.508,87,31,43,Carry,207,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.231289,,6360b17d-de1e-43aa-8bb0-b143c32b3879,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,92.7,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfaa4ace-37b5-4b3c-990d-969a344c4b25,,98.0,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
