id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,off_camera,player,position,location,pass,carry,under_pressure,dribble,duel,ball_recovery,ball_receipt,clearance,out,foul_won,foul_committed,counterpress,interception,shot,goalkeeper,substitution,miscontrol,bad_behaviour,player_off,tactics,related_events_0,related_events_1,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location_0,carry_end_location_1,related_events_2,pass_switch,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,pass_aerial_won,foul_committed_offensive,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,related_events_3
562a0ff6-90f2-442b-b134-c65089ef5c54,49,1,00:00:34.788,0,34,30,Pass,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.935681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa7cc3ea-54a3-4324-b652-7be8d8f3427b,,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,9.3,42.0,26685.0,Nicolás Ladislao Fedor Flores,54.320713,0.027617285,3.0,High Pass,63.6,43.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,
af6b5c5c-21b9-46bd-ba0d-eb770db0f630,50,1,00:00:37.506,0,37,17,Pressure,3,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.331378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91ea0a75-e0b3-418a-b433-5c8e7abe97a9,aa7cc3ea-54a3-4324-b652-7be8d8f3427b,3253.0,Adil Rami,3.0,Right Center Back,55.3,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa7cc3ea-54a3-4324-b652-7be8d8f3427b,51,1,00:00:37.723,0,37,42,Ball Receipt*,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,562a0ff6-90f2-442b-b134-c65089ef5c54,af6b5c5c-21b9-46bd-ba0d-eb770db0f630,26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,63.6,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91ea0a75-e0b3-418a-b433-5c8e7abe97a9,52,1,00:00:37.723,0,37,43,Carry,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,5defc34a-b138-408e-8b63-7ebbcf47494e,aa7cc3ea-54a3-4324-b652-7be8d8f3427b,26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,63.6,43.5,,,,,,,,,,,,,63.7,43.1,af6b5c5c-21b9-46bd-ba0d-eb770db0f630,,,,,,,,,,,,,,,,,,,,,,
5defc34a-b138-408e-8b63-7ebbcf47494e,53,1,00:00:37.883,0,37,30,Pass,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.39334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9032d6f-a9cb-4c99-8eff-1579ce6c7b17,,26685.0,Nicolás Ladislao Fedor Flores,23.0,Center Forward,63.7,43.1,6852.0,Jozabed Sánchez Ruiz,10.040419,1.6605545,2.0,Low Pass,62.8,53.1,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,
36f66b77-a8ed-40a8-a080-2d7a34fb6eb0,54,1,00:00:39.022,0,39,17,Pressure,3,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.334312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c8e2b41-e66d-4d5c-926a-0cdb7fd27dd5,a9032d6f-a9cb-4c99-8eff-1579ce6c7b17,7154.0,Sebastián Carlos Cristóforo Pepe,9.0,Right Defensive Midfield,57.0,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9032d6f-a9cb-4c99-8eff-1579ce6c7b17,55,1,00:00:39.277,0,39,42,Ball Receipt*,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,36f66b77-a8ed-40a8-a080-2d7a34fb6eb0,5defc34a-b138-408e-8b63-7ebbcf47494e,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,62.8,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c8e2b41-e66d-4d5c-926a-0cdb7fd27dd5,56,1,00:00:39.277,0,39,43,Carry,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,36f66b77-a8ed-40a8-a080-2d7a34fb6eb0,56fa3387-cc8d-4e14-b26b-57822a5d5c02,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,62.8,53.1,,,,,,,,,,,,,64.0,53.1,a9032d6f-a9cb-4c99-8eff-1579ce6c7b17,,,,,,,,,,,,,,,,,,,,,,
56fa3387-cc8d-4e14-b26b-57822a5d5c02,57,1,00:00:39.357,0,39,30,Pass,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.774092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31278d4e-9272-4236-a399-157a6f26d3ed,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,64.0,53.1,7900.0,Tiago Manuel Dias Correia,41.626553,-1.4115717,2.0,Low Pass,70.6,12.0,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,
31278d4e-9272-4236-a399-157a6f26d3ed,58,1,00:00:41.131,0,41,42,Ball Receipt*,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56fa3387-cc8d-4e14-b26b-57822a5d5c02,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,70.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60b2a761-ac25-4c12-bf70-778f4de9db13,59,1,00:00:41.131,0,41,43,Carry,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.699972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31278d4e-9272-4236-a399-157a6f26d3ed,7d2a8781-ff5a-45f3-9428-9d21315fc0f8,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,70.6,12.0,,,,,,,,,,,,,97.9,12.4,,,,,,,,,,,,,,,,,,,,,,,
