id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,goalkeeper,dribble,duel,counterpress,out,interception,clearance,ball_recovery,foul_committed,foul_won,off_camera,shot,substitution,block,miscontrol,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_aerial_won,related_events_3,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_technique_id,pass_technique_name,pass_outswinging,pass_cross,clearance_right_foot,clearance_head,pass_switch,pass_inswinging,miscontrol_aerial_won,related_events_4,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
3b525e7f-2f30-4715-b26c-3de90638945f,1907,2,00:13:26.865,58,26,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.199999,,905a606b-12e4-43b1-912b-829a9118e72f,9246.0,Patrick Ebert,21.0,Left Wing,61.0,40.1,6852.0,Jozabed Sánchez Ruiz,3.130495,2.0344439,1.0,Ground Pass,59.6,42.9,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905a606b-12e4-43b1-912b-829a9118e72f,1908,2,00:13:28.065,58,28,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,3b525e7f-2f30-4715-b26c-3de90638945f,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,59.6,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc004c9c-d225-460f-92c0-dbb146d799f1,1909,2,00:13:28.865,58,28,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,4.764265,,95008953-7296-480e-a306-c7457626c1a1,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,57.2,43.8,11542.0,Javier Guerra Rodríguez,32.307583,1.5491279,1.0,Ground Pass,57.9,76.1,40.0,Right Foot,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95008953-7296-480e-a306-c7457626c1a1,1910,2,00:13:33.629,58,33,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,bc004c9c-d225-460f-92c0-dbb146d799f1,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,57.9,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f93d2194-c7a7-4343-adb3-ca4fd430e6c4,1911,2,00:13:34.600,58,34,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.023817,,9fa8ec37-ba79-404b-9aae-fb105cdec3a9,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,54.1,75.1,6914.0,Roberto Román Triguero,10.692053,3.0102773,1.0,Ground Pass,43.5,76.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fa8ec37-ba79-404b-9aae-fb105cdec3a9,1912,2,00:13:36.624,58,36,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,f93d2194-c7a7-4343-adb3-ca4fd430e6c4,6914.0,Roberto Román Triguero,2.0,Right Back,43.5,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066e01f-e9c8-46bd-92f8-6fb6dbb437dc,1913,2,00:13:36.624,58,36,43,Carry,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.079998,,814d6f6c-b19d-4342-ab00-5876bd232a90,6914.0,Roberto Román Triguero,2.0,Right Back,43.5,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fa8ec37-ba79-404b-9aae-fb105cdec3a9,41.1,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814d6f6c-b19d-4342-ab00-5876bd232a90,1914,2,00:13:37.704,58,37,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.010163,,030ef5ec-b09e-48aa-8173-5f84ffc1cd9e,6914.0,Roberto Román Triguero,2.0,Right Back,41.1,69.9,6713.0,Diego Javier Llorente Ríos,17.486567,-2.6856174,1.0,Ground Pass,25.4,62.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030ef5ec-b09e-48aa-8173-5f84ffc1cd9e,1915,2,00:13:38.714,58,38,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,814d6f6c-b19d-4342-ab00-5876bd232a90,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,25.4,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a57267da-06ed-4bc7-ba78-e9e48634e465,1916,2,00:13:38.714,58,38,43,Carry,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.839998,,030ef5ec-b09e-48aa-8173-5f84ffc1cd9e,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,25.4,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97a90788-4999-4785-91df-35dbc47fa8c6,24.3,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a90788-4999-4785-91df-35dbc47fa8c6,1917,2,00:13:39.554,58,39,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.964252,,9a00057d-e72d-4e71-ad12-66e71aad1fc6,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,24.3,56.0,24255.0,Juan Carlos Martín Corral,21.440617,-2.5419476,1.0,Ground Pass,6.6,43.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a00057d-e72d-4e71-ad12-66e71aad1fc6,1918,2,00:13:41.519,58,41,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,97a90788-4999-4785-91df-35dbc47fa8c6,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,6.6,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667d3cda-3ade-4460-be87-8614a8596ef9,1919,2,00:13:41.519,58,41,43,Carry,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.479996,,9a00057d-e72d-4e71-ad12-66e71aad1fc6,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,6.6,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a63ad328-b9d3-4e69-b597-9851c5169bbb,9.0,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a63ad328-b9d3-4e69-b597-9851c5169bbb,1920,2,00:13:42.999,58,42,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.235573,,cae9d81b-8970-41a8-a6f7-d67a5c01583b,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,9.0,42.2,6713.0,Diego Javier Llorente Ríos,24.583939,1.0561911,1.0,Ground Pass,21.1,63.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cae9d81b-8970-41a8-a6f7-d67a5c01583b,1921,2,00:13:45.234,58,45,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,a63ad328-b9d3-4e69-b597-9851c5169bbb,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,21.1,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544792f0-7371-4aea-87d1-eb4571223aa5,1922,2,00:13:45.234,58,45,43,Carry,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.279999,,cae9d81b-8970-41a8-a6f7-d67a5c01583b,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,21.1,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4f0ad30-0611-4993-9fd7-8ca6161d8356,23.4,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4f0ad30-0611-4993-9fd7-8ca6161d8356,1923,2,00:13:46.514,58,46,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.971316,,6ef7455a-e769-49ba-9a12-317e80e8499e,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,23.4,64.6,6914.0,Roberto Román Triguero,12.453112,0.52113813,1.0,Ground Pass,34.2,70.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ef7455a-e769-49ba-9a12-317e80e8499e,1924,2,00:13:47.485,58,47,42,Ball Receipt*,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,d4f0ad30-0611-4993-9fd7-8ca6161d8356,6914.0,Roberto Román Triguero,2.0,Right Back,34.2,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822b26c-6583-4ab1-a079-467302a5879d,1925,2,00:13:47.485,58,47,43,Carry,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.396626,,4df38670-c674-4487-b688-7b14e92f4700,6914.0,Roberto Román Triguero,2.0,Right Back,34.2,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ef7455a-e769-49ba-9a12-317e80e8499e,33.0,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4df38670-c674-4487-b688-7b14e92f4700,1926,2,00:13:48.882,58,48,30,Pass,164,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.826429,,82d6fae4-efb5-430c-b910-cc526d702b44,6914.0,Roberto Román Triguero,2.0,Right Back,33.0,70.6,6713.0,Diego Javier Llorente Ríos,11.086027,-2.7627614,1.0,Ground Pass,22.7,66.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
