id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,goalkeeper,dribble,duel,counterpress,out,interception,clearance,ball_recovery,foul_committed,foul_won,off_camera,shot,substitution,block,miscontrol,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_aerial_won,related_events_3,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_technique_id,pass_technique_name,pass_outswinging,pass_cross,clearance_right_foot,clearance_head,pass_switch,pass_inswinging,miscontrol_aerial_won,related_events_4,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,foul_committed_penalty,foul_committed_type_id,foul_committed_type_name,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
c7250669-96ad-486a-920e-e15385cd591a,2077,2,00:17:36.842,62,36,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,4d426933-e285-425e-bef5-2a221303d0fb,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,74.9,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53cddc2c-c743-4fe5-89ae-af1a7393a344,2078,2,00:17:36.842,62,36,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.68,,bd8ff2b3-d20c-4b21-94ec-d3a6714afb93,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,74.9,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7250669-96ad-486a-920e-e15385cd591a,77.4,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd8ff2b3-d20c-4b21-94ec-d3a6714afb93,2079,2,00:17:37.522,62,37,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.2,,90408f32-3e2d-4a66-a029-8ce03d4420de,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,77.4,15.5,9246.0,Patrick Ebert,16.717056,-0.72614557,1.0,Ground Pass,89.9,4.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90408f32-3e2d-4a66-a029-8ce03d4420de,2080,2,00:17:38.722,62,38,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,bd8ff2b3-d20c-4b21-94ec-d3a6714afb93,9246.0,Patrick Ebert,21.0,Left Wing,89.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744e046-5592-4cfb-8e69-2384e9205bde,2081,2,00:17:38.722,62,38,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.399998,,2c688126-c288-4d3b-ac73-e5faafe82ef1,9246.0,Patrick Ebert,21.0,Left Wing,89.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90408f32-3e2d-4a66-a029-8ce03d4420de,85.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c688126-c288-4d3b-ac73-e5faafe82ef1,2082,2,00:17:40.122,62,40,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.332422,,172d4887-86dc-4fbb-a62c-4d0bcd61d74c,9246.0,Patrick Ebert,21.0,Left Wing,85.8,7.1,11542.0,Javier Guerra Rodríguez,19.557608,0.85052335,3.0,High Pass,98.7,21.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,e5a5d5b7-6575-405e-944d-93eed159e92d,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5a5d5b7-6575-405e-944d-93eed159e92d,2083,2,00:17:41.454,62,41,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,2c688126-c288-4d3b-ac73-e5faafe82ef1,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,99.1,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172d4887-86dc-4fbb-a62c-4d0bcd61d74c,2084,2,00:17:41.454,62,41,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,216,Getafe,1.815059,,2c688126-c288-4d3b-ac73-e5faafe82ef1,17054.0,Emiliano Daniel Velázquez Maldonado,3.0,Right Center Back,21.4,58.3,6856.0,Carlos Martín Vigaray,6.303174,0.84151894,2.0,Low Pass,25.6,63.0,37.0,Head,64.0,Interception,,,,,,,,,,,,,,,,,,,,a11b35bd-761c-47a8-9ba9-e7963eed0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a11b35bd-761c-47a8-9ba9-e7963eed0514,2085,2,00:17:43.269,62,43,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,216,Getafe,,,172d4887-86dc-4fbb-a62c-4d0bcd61d74c,6856.0,Carlos Martín Vigaray,2.0,Right Back,25.6,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb92ff40-92bc-4d2d-824f-33f2f41ba68e,2086,2,00:17:43.269,62,43,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,216,Getafe,0.918747,,37ef3407-44fa-4aad-bfc4-300086ec4008,6856.0,Carlos Martín Vigaray,2.0,Right Back,25.6,63.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,8fdde4f2-f83b-43ca-b9f4-664ef1fee19d,25.3,63.6,a11b35bd-761c-47a8-9ba9-e7963eed0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fdde4f2-f83b-43ca-b9f4-664ef1fee19d,2087,2,00:17:43.860,62,43,17,Pressure,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.293868,,bb92ff40-92bc-4d2d-824f-33f2f41ba68e,9246.0,Patrick Ebert,21.0,Left Wing,91.0,15.2,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37ef3407-44fa-4aad-bfc4-300086ec4008,2088,2,00:17:44.188,62,44,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,216,Getafe,6.764664,,66786a5a-5f7b-47e6-bb78-39f42c02cdf6,6856.0,Carlos Martín Vigaray,2.0,Right Back,25.3,63.6,15893.0,Víctor Rodríguez Romero,71.686264,-0.089396946,3.0,High Pass,96.7,57.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,b21817a3-4c69-4374-ba83-08d73babcf25,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66786a5a-5f7b-47e6-bb78-39f42c02cdf6,2089,2,00:17:50.953,62,50,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,216,Getafe,,,37ef3407-44fa-4aad-bfc4-300086ec4008,15893.0,Víctor Rodríguez Romero,19.0,Center Attacking Midfield,61.0,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b21817a3-4c69-4374-ba83-08d73babcf25,2090,2,00:17:50.953,62,50,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.513807,,37ef3407-44fa-4aad-bfc4-300086ec4008,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,23.4,22.9,11298.0,José Ignacio Martínez García,6.8949256,-0.34009713,1.0,Ground Pass,29.9,20.6,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,fb5f9f0d-cf82-4cb1-b10c-c9292241828b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb5f9f0d-cf82-4cb1-b10c-c9292241828b,2091,2,00:17:52.466,62,52,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,b21817a3-4c69-4374-ba83-08d73babcf25,11298.0,José Ignacio Martínez García,6.0,Left Back,29.9,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5eec2d0-f351-4a42-87e7-44fd5c68bff0,2092,2,00:17:52.466,62,52,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.999998,,9a916a8f-727d-446d-99e3-8d3cda156962,11298.0,José Ignacio Martínez García,6.0,Left Back,29.9,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb5f9f0d-cf82-4cb1-b10c-c9292241828b,28.0,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a916a8f-727d-446d-99e3-8d3cda156962,2093,2,00:17:53.466,62,53,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.36,,98d96b3f-fe5c-4ab0-ab15-a7bec327a9b5,11298.0,José Ignacio Martínez García,6.0,Left Back,28.0,19.4,26848.0,Roberto Trashorras Gayoso,22.19234,-0.6768521,1.0,Ground Pass,45.3,5.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98d96b3f-fe5c-4ab0-ab15-a7bec327a9b5,2094,2,00:17:54.826,62,54,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,9a916a8f-727d-446d-99e3-8d3cda156962,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,45.3,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f6cdd2f-c50f-4db3-bbe3-0b3c6c55e90b,2095,2,00:17:54.826,62,54,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.279999,,98d96b3f-fe5c-4ab0-ab15-a7bec327a9b5,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,45.3,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6cb35f2-238f-42b9-92f0-4e2cc8af6d9d,50.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6cb35f2-238f-42b9-92f0-4e2cc8af6d9d,2096,2,00:17:56.106,62,56,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.424921,,7acaf4f0-6797-418b-85ea-ba83ab3cb213,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,50.0,7.5,26607.0,José Raúl Baena Urdiales,12.180722,1.4556061,1.0,Ground Pass,51.4,19.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7acaf4f0-6797-418b-85ea-ba83ab3cb213,2097,2,00:17:57.531,62,57,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,c6cb35f2-238f-42b9-92f0-4e2cc8af6d9d,26607.0,José Raúl Baena Urdiales,5.0,Left Center Back,51.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f14db103-4e88-4dde-99eb-a195c87ff737,2098,2,00:17:57.531,62,57,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.64,,7acaf4f0-6797-418b-85ea-ba83ab3cb213,26607.0,José Raúl Baena Urdiales,5.0,Left Center Back,51.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfaacd27-4890-4b4f-93b9-b2972d2af86f,50.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfaacd27-4890-4b4f-93b9-b2972d2af86f,2099,2,00:17:59.171,62,59,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.769846,,ae3b74c7-40a7-44f2-9095-010c2045c567,26607.0,José Raúl Baena Urdiales,5.0,Left Center Back,50.0,28.0,6713.0,Diego Javier Llorente Ríos,22.123743,2.1174173,1.0,Ground Pass,38.5,46.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae3b74c7-40a7-44f2-9095-010c2045c567,2100,2,00:18:00.941,63,0,42,Ball Receipt*,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,dfaacd27-4890-4b4f-93b9-b2972d2af86f,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,38.5,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6d1243c-84f6-49a9-bf03-06bebbea6673,2101,2,00:18:00.941,63,0,43,Carry,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.169373,,6e70519c-adfa-432d-b560-7c00472e106f,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,38.5,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae3b74c7-40a7-44f2-9095-010c2045c567,39.8,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e70519c-adfa-432d-b560-7c00472e106f,2102,2,00:18:02.111,63,2,30,Pass,170,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.089555,,698dcba2-8d5a-40e0-8e34-d809939fca35,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,39.8,57.1,6914.0,Roberto Román Triguero,16.992352,1.1782687,1.0,Ground Pass,46.3,72.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
