id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,dribble,duel,interception,out,miscontrol,foul_won,clearance,foul_committed,substitution,shot,goalkeeper,ball_recovery,block,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_outcome_id,pass_outcome_name,interception_outcome_id,interception_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name
f1ef5d9f-19a5-4411-8260-d8d07b1303a0,3730,2,00:43:49.288,88,49,42,Ball Receipt*,193,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,248d6182-44e6-4341-8087-6fb879251123,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,71.9,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b67feb8e-cbdd-4149-b428-3349ec31df2b,3731,2,00:43:49.288,88,49,43,Carry,193,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.692203,,0c508570-29b7-451d-a04a-d4ea3280c2f9,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,71.9,21.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,d88a7daf-7289-4164-a44f-7b2e293a930f,f1ef5d9f-19a5-4411-8260-d8d07b1303a0,72.8,20.1,,,,,,,,,,,,,
d88a7daf-7289-4164-a44f-7b2e293a930f,3732,2,00:43:49.827,88,49,17,Pressure,193,360,Rayo Vallecano,9,From Kick Off,209,Celta Vigo,0.468996,,b67feb8e-cbdd-4149-b428-3349ec31df2b,,19668,Augusto Matías Fernández,10,Center Defensive Midfield,50.1,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b88b337e-d7ce-45f7-b208-cb2e4c25e7e6,3733,2,00:43:50.981,88,50,39,Dribbled Past,193,360,Rayo Vallecano,9,From Kick Off,209,Celta Vigo,0.0,,0c508570-29b7-451d-a04a-d4ea3280c2f9,,19668,Augusto Matías Fernández,10,Center Defensive Midfield,47.3,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3310878e-d5aa-4c9f-9a4a-1fafe2d84311,,,,,,,,,,,,,,,,
0c508570-29b7-451d-a04a-d4ea3280c2f9,3734,2,00:43:50.981,88,50,14,Dribble,193,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,b88b337e-d7ce-45f7-b208-cb2e4c25e7e6,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,72.8,20.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,
3310878e-d5aa-4c9f-9a4a-1fafe2d84311,3735,2,00:43:50.981,88,50,43,Carry,193,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.886144,,0c508570-29b7-451d-a04a-d4ea3280c2f9,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,72.8,20.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,acca4436-c950-48ff-bb65-723b152d7907,b88b337e-d7ce-45f7-b208-cb2e4c25e7e6,77.6,23.2,,,ecd2115e-e78b-47ec-b12c-bfe55d940621,,,,,,,,,,
acca4436-c950-48ff-bb65-723b152d7907,3736,2,00:43:51.404,88,51,17,Pressure,193,360,Rayo Vallecano,9,From Kick Off,209,Celta Vigo,1.297076,,3310878e-d5aa-4c9f-9a4a-1fafe2d84311,,19668,Augusto Matías Fernández,10,Center Defensive Midfield,43.3,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecd2115e-e78b-47ec-b12c-bfe55d940621,3737,2,00:43:52.867,88,52,30,Pass,193,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.100682,,34ace8ae-17ab-4da0-bc48-4794f2e8d278,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,77.6,23.2,,,2.3706539,1.0882831,1.0,Ground Pass,78.7,25.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,
34ace8ae-17ab-4da0-bc48-4794f2e8d278,3738,2,00:43:52.967,88,52,10,Interception,193,360,Rayo Vallecano,9,From Kick Off,209,Celta Vigo,0.0,,ecd2115e-e78b-47ec-b12c-bfe55d940621,,6796,Nemanja Radoja,15,Left Center Midfield,41.4,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,
d0b0c57e-8d5f-40cd-b935-d10968b0037d,3823,2,00:45:02.952,90,2,23,Goal Keeper,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.0,,7baa9515-edb0-40ff-b992-b48668c8c86c,,24255,Juan Carlos Martín Corral,1,Goalkeeper,2.4,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Collected,15.0,Success,,
bf6f2478-aa58-422f-b069-4a8933f471c1,3824,2,00:45:02.952,90,2,43,Carry,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,17.64669,,d0b0c57e-8d5f-40cd-b935-d10968b0037d,,24255,Juan Carlos Martín Corral,1,Goalkeeper,2.4,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d700186d-c886-4ea4-b453-41d68e42b81f,,13.7,45.7,,,,,,,,,,,,,
d700186d-c886-4ea4-b453-41d68e42b81f,3825,2,00:45:20.599,90,20,30,Pass,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,3.219518,,01a168fb-5f00-4c2d-a26f-c5ebf68415de,,24255,Juan Carlos Martín Corral,1,Goalkeeper,13.7,45.7,26685.0,Nicolás Ladislao Fedor Flores,57.758984,0.15120138,3.0,High Pass,70.8,54.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,e4898f29-113f-411e-84ba-9c7231be17c8,,,,,,,9.0,Incomplete,,,,,,,,
01a168fb-5f00-4c2d-a26f-c5ebf68415de,3826,2,00:45:23.819,90,23,42,Ball Receipt*,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,d700186d-c886-4ea4-b453-41d68e42b81f,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,71.1,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete
e4898f29-113f-411e-84ba-9c7231be17c8,3827,2,00:45:23.819,90,23,30,Pass,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,0.851014,,7962760d-3dae-45c4-bd65-8e310d3e97b0,,6890,Andreu Fontàs Prat,5,Left Center Back,49.3,25.7,6796.0,Nemanja Radoja,7.6967525,-0.42877802,2.0,Low Pass,56.3,22.5,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,d700186d-c886-4ea4-b453-41d68e42b81f,,,,,,,,,,,,,,,,
76cfa4ae-a6cf-4447-bcc8-39dce96c0e25,3828,2,00:45:24.402,90,24,17,Pressure,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.024071,,1bf7275d-8ac8-4f75-a01e-9b65b99aeb5c,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,64.0,55.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,358b63cc-2ee3-441c-8ad9-d1ed734744cd,7962760d-3dae-45c4-bd65-8e310d3e97b0,,,,,,,,,,,,,,,
7962760d-3dae-45c4-bd65-8e310d3e97b0,3829,2,00:45:24.670,90,24,42,Ball Receipt*,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,,,76cfa4ae-a6cf-4447-bcc8-39dce96c0e25,,6796,Nemanja Radoja,15,Left Center Midfield,56.3,22.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,e4898f29-113f-411e-84ba-9c7231be17c8,,,,,,,,,,,,,,,,
1bf7275d-8ac8-4f75-a01e-9b65b99aeb5c,3830,2,00:45:24.670,90,24,43,Carry,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,0.016682,,358b63cc-2ee3-441c-8ad9-d1ed734744cd,,6796,Nemanja Radoja,15,Left Center Midfield,56.3,22.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,76cfa4ae-a6cf-4447-bcc8-39dce96c0e25,7962760d-3dae-45c4-bd65-8e310d3e97b0,56.6,23.1,,,,,,,,,,,,,
358b63cc-2ee3-441c-8ad9-d1ed734744cd,3831,2,00:45:24.686,90,24,38,Miscontrol,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,0.0,,76cfa4ae-a6cf-4447-bcc8-39dce96c0e25,,6796,Nemanja Radoja,15,Left Center Midfield,56.6,23.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b90859a-8523-45cd-8569-049ea4baed4e,3832,2,00:45:25.661,90,25,17,Pressure,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,0.449496,,507950fe-0fb1-4d06-a618-473562c246f7,,6796,Nemanja Radoja,15,Left Center Midfield,55.8,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507950fe-0fb1-4d06-a618-473562c246f7,3833,2,00:45:26.096,90,26,30,Pass,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.58974,,2b90859a-8523-45cd-8569-049ea4baed4e,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,63.4,44.4,26685.0,Nicolás Ladislao Fedor Flores,12.240915,-0.08178438,1.0,Ground Pass,75.6,43.4,40.0,Right Foot,66.0,Recovery,,True,,,,,,,,,,,,,,,,,748af733-3669-4d80-9324-a379384ed8be,,,,,,,,,,,,,,,,
748af733-3669-4d80-9324-a379384ed8be,3834,2,00:45:26.686,90,26,42,Ball Receipt*,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,507950fe-0fb1-4d06-a618-473562c246f7,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,75.6,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c7c29c3-5538-4112-8a63-4cb52492c562,3835,2,00:45:26.686,90,26,43,Carry,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.48837,,6bd8e95d-698b-4965-9e6c-0784cb92e7f7,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,75.6,43.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,748af733-3669-4d80-9324-a379384ed8be,ba95d633-f419-4329-b136-af342f2453ec,88.4,38.6,,,,,,,,,,,,,
6bd8e95d-698b-4965-9e6c-0784cb92e7f7,3836,2,00:45:29.174,90,29,39,Dribbled Past,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,0.0,,05280955-86d4-4697-9bae-61109a793fb8,,6794,Gustavo Daniel Cabral Cáceres,3,Right Center Back,31.7,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c7c29c3-5538-4112-8a63-4cb52492c562,ba95d633-f419-4329-b136-af342f2453ec,,,,,,,,,,,,,,,
ba95d633-f419-4329-b136-af342f2453ec,3837,2,00:45:29.174,90,29,14,Dribble,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.0,,6bd8e95d-698b-4965-9e6c-0784cb92e7f7,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,88.4,38.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,
05280955-86d4-4697-9bae-61109a793fb8,3838,2,00:45:29.174,90,29,43,Carry,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.817718,,5bafdc21-ecd9-4627-8fe6-5ff6b4c59879,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,88.4,38.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,6bd8e95d-698b-4965-9e6c-0784cb92e7f7,b0a608c5-6dad-44f6-bdb9-c3b1a741b913,105.9,48.8,,,ba95d633-f419-4329-b136-af342f2453ec,,,,,,,,,,
b0a608c5-6dad-44f6-bdb9-c3b1a741b913,3839,2,00:45:30.626,90,30,17,Pressure,195,360,Rayo Vallecano,8,From Keeper,209,Celta Vigo,1.101374,,05280955-86d4-4697-9bae-61109a793fb8,,6890,Andreu Fontàs Prat,5,Left Center Back,21.0,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bafdc21-ecd9-4627-8fe6-5ff6b4c59879,3840,2,00:45:31.992,90,31,3,Dispossessed,195,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.0,,2ec1be37-cb9d-4a12-85d2-7cf6b52764f6,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,105.9,48.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
