id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,out,clearance,counterpress,duel,off_camera,dribble,miscontrol,interception,shot,goalkeeper,block,foul_committed,substitution,foul_won,ball_recovery,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,foul_won_advantage,pass_switch,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,foul_committed_card_id,foul_committed_card_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,interception_outcome_id,interception_outcome_name,pass_miscommunication,pass_through_ball,pass_technique_id,pass_technique_name
3f73086e-1ca9-43e9-b778-92e9f1b02131,3466,2,00:38:40.935,83,40,43,Carry,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.230787,,4c5c03aa-b317-4115-995f-916daa949190,10609,Jérémy Mathieu,5,Left Center Back,51.7,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da024d15-8982-450b-9649-e5e78bc8a356,51.7,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c5c03aa-b317-4115-995f-916daa949190,3467,2,00:38:41.166,83,41,30,Pass,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.384793,,591ac74d-fc43-4023-83f4-2282c3494853,10609,Jérémy Mathieu,5,Left Center Back,51.7,9.4,20131.0,Xavier Hernández Creus,14.143904,0.42253155,1.0,Ground Pass,64.6,15.2,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591ac74d-fc43-4023-83f4-2282c3494853,3468,2,00:38:41.550,83,41,42,Ball Receipt*,161,217,Barcelona,3,From Free Kick,217,Barcelona,,,4c5c03aa-b317-4115-995f-916daa949190,20131,Xavier Hernández Creus,15,Left Center Midfield,64.6,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40232c8d-6132-4acd-b177-41f0fb3724a5,3469,2,00:38:41.550,83,41,43,Carry,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.326164,,591ac74d-fc43-4023-83f4-2282c3494853,20131,Xavier Hernández Creus,15,Left Center Midfield,64.6,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab4bb7cf-96ae-45c4-9f28-68f68028f2ac,64.9,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab4bb7cf-96ae-45c4-9f28-68f68028f2ac,3470,2,00:38:41.876,83,41,30,Pass,161,217,Barcelona,3,From Free Kick,217,Barcelona,1.072589,,c9f1eaac-a07c-4d58-9a96-96f96a9bd30b,20131,Xavier Hernández Creus,15,Left Center Midfield,64.9,15.1,10609.0,Jérémy Mathieu,15.754364,-2.791737,1.0,Ground Pass,50.1,9.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f1eaac-a07c-4d58-9a96-96f96a9bd30b,3471,2,00:38:42.949,83,42,42,Ball Receipt*,161,217,Barcelona,3,From Free Kick,217,Barcelona,,,ab4bb7cf-96ae-45c4-9f28-68f68028f2ac,10609,Jérémy Mathieu,5,Left Center Back,50.1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6d95cbd-eb2a-4951-aafb-36759bad8f21,3472,2,00:38:42.949,83,42,43,Carry,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.372311,,2edcf954-75ae-4222-a970-880db17f37ac,10609,Jérémy Mathieu,5,Left Center Back,50.1,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9f1eaac-a07c-4d58-9a96-96f96a9bd30b,50.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2edcf954-75ae-4222-a970-880db17f37ac,3473,2,00:38:43.321,83,43,30,Pass,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.724251,,a1feea77-d953-4c5a-8928-fc46a79179a9,10609,Jérémy Mathieu,5,Left Center Back,50.3,9.7,22102.0,Adriano Correia Claro,10.29563,-0.4201967,1.0,Ground Pass,59.7,5.5,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c09100ed-67f2-46c5-be70-597b4f07de3f,3474,2,00:38:43.580,83,43,17,Pressure,161,217,Barcelona,3,From Free Kick,1049,Granada,0.66182,,75201eff-e7fd-4c94-b5ac-b8c9e428e56a,26797,Francisco Medina Luna,12,Right Midfield,59.1,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1feea77-d953-4c5a-8928-fc46a79179a9,,,fac409e0-898b-4f66-bdde-52b94d13b82a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1feea77-d953-4c5a-8928-fc46a79179a9,3475,2,00:38:44.046,83,44,42,Ball Receipt*,161,217,Barcelona,3,From Free Kick,217,Barcelona,,,2edcf954-75ae-4222-a970-880db17f37ac,22102,Adriano Correia Claro,6,Left Back,59.7,5.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,c09100ed-67f2-46c5-be70-597b4f07de3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fac409e0-898b-4f66-bdde-52b94d13b82a,3476,2,00:38:44.046,83,44,43,Carry,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.080049,,75201eff-e7fd-4c94-b5ac-b8c9e428e56a,22102,Adriano Correia Claro,6,Left Back,59.7,5.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,a1feea77-d953-4c5a-8928-fc46a79179a9,57.1,5.3,c09100ed-67f2-46c5-be70-597b4f07de3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75201eff-e7fd-4c94-b5ac-b8c9e428e56a,3477,2,00:38:44.126,83,44,30,Pass,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.765155,,050bfe0f-94d3-4d0c-89d7-e9bddd8e5174,22102,Adriano Correia Claro,6,Left Back,57.1,5.3,20131.0,Xavier Hernández Creus,13.705838,1.0091034,2.0,Low Pass,64.4,16.9,,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,c09100ed-67f2-46c5-be70-597b4f07de3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050bfe0f-94d3-4d0c-89d7-e9bddd8e5174,3478,2,00:38:44.891,83,44,42,Ball Receipt*,161,217,Barcelona,3,From Free Kick,217,Barcelona,,,75201eff-e7fd-4c94-b5ac-b8c9e428e56a,20131,Xavier Hernández Creus,15,Left Center Midfield,64.4,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bdc76b8-7bc8-413c-ada1-749fe793a01d,3479,2,00:38:44.891,83,44,43,Carry,161,217,Barcelona,3,From Free Kick,217,Barcelona,1.30795,,050bfe0f-94d3-4d0c-89d7-e9bddd8e5174,20131,Xavier Hernández Creus,15,Left Center Midfield,64.4,16.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,1b513df0-525e-406b-b564-c9d47c567a93,65.7,16.5,b71559b1-be17-42bd-a730-9ef65e124bec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b513df0-525e-406b-b564-c9d47c567a93,3480,2,00:38:45.745,83,45,17,Pressure,161,217,Barcelona,3,From Free Kick,1049,Granada,0.375479,,2bdc76b8-7bc8-413c-ada1-749fe793a01d,23799,Eddy Silvestre Pascual İsrafilov,11,Left Defensive Midfield,54.3,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532ea673-5b8b-486f-a143-f138c9539a3f,3481,2,00:38:46.199,83,46,22,Foul Committed,161,217,Barcelona,3,From Free Kick,1049,Granada,0.0,,b71559b1-be17-42bd-a730-9ef65e124bec,23799,Eddy Silvestre Pascual İsrafilov,11,Left Defensive Midfield,55.3,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b71559b1-be17-42bd-a730-9ef65e124bec,3482,2,00:38:46.199,83,46,21,Foul Won,161,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,532ea673-5b8b-486f-a143-f138c9539a3f,20131,Xavier Hernández Creus,15,Left Center Midfield,65.7,16.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
