id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,out,under_pressure,counterpress,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,dribble,clearance,duel,50_50,interception,foul_committed,foul_won,block,substitution,ball_recovery,injury_stoppage,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,pass_outcome_id,pass_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events,interception_outcome_id,interception_outcome_name,related_events_2,player,position,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,pass_through_ball,pass_technique_id,pass_technique_name,block_deflection,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate
849109a4-9701-4038-b7e1-2662fc24cb16,1954,1,00:45:28.655,45,28,43,Carry,91,217,Barcelona,7,From Goal Kick,217,Barcelona,2.1245,,5b82633d-6e73-41ec-bd33-38139be5a911,5211.0,Jordi Alba Ramos,6.0,Left Back,21.2,51.1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d9b5f2c-dca0-4e9e-96ec-addc464bdfc2,12.1,72.8,,,,996bf7e3-1902-4dcb-b0b1-e8571b5076c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b82633d-6e73-41ec-bd33-38139be5a911,1955,1,00:45:28.833,45,28,17,Pressure,91,217,Barcelona,7,From Goal Kick,1042,Elche,2.232861,,849109a4-9701-4038-b7e1-2662fc24cb16,26102.0,Ferrán Corominas Telechea,12.0,Right Midfield,99.8,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996bf7e3-1902-4dcb-b0b1-e8571b5076c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996bf7e3-1902-4dcb-b0b1-e8571b5076c4,1956,1,00:45:30.780,45,30,30,Pass,91,217,Barcelona,7,From Goal Kick,217,Barcelona,0.529311,,5b82633d-6e73-41ec-bd33-38139be5a911,5211.0,Jordi Alba Ramos,6.0,Left Back,12.1,72.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,7.705842,-0.038941342,1.0,Ground Pass,19.8,72.5,40.0,Right Foot,,,,,,7ae8462a-caf9-410b-a515-86244cde57a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ae8462a-caf9-410b-a515-86244cde57a2,1957,1,00:45:31.309,45,31,42,Ball Receipt*,91,217,Barcelona,7,From Goal Kick,217,Barcelona,,,996bf7e3-1902-4dcb-b0b1-e8571b5076c4,4324.0,Daniel Alves da Silva,2.0,Right Back,19.8,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce53d4b6-afc0-4e4a-a839-bf8eab5043a7,1958,1,00:45:31.309,45,31,43,Carry,91,217,Barcelona,7,From Goal Kick,217,Barcelona,1.049589,,7ae8462a-caf9-410b-a515-86244cde57a2,4324.0,Daniel Alves da Silva,2.0,Right Back,19.8,72.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dea9b2b7-2acd-47ca-9d97-10941d554c1f,19.8,71.7,,,,df681e1c-340f-46c8-b782-6aad4870865e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dea9b2b7-2acd-47ca-9d97-10941d554c1f,1959,1,00:45:31.450,45,31,17,Pressure,91,217,Barcelona,7,From Goal Kick,1042,Elche,1.34555,,ce53d4b6-afc0-4e4a-a839-bf8eab5043a7,8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,97.9,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df681e1c-340f-46c8-b782-6aad4870865e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403ccf38-809d-49a3-bb11-02257ff84306,1960,1,00:45:32.359,45,32,22,Foul Committed,91,217,Barcelona,7,From Goal Kick,1042,Elche,0.0,,df681e1c-340f-46c8-b782-6aad4870865e,8584.0,Jonathas Cristian de Jesus,23.0,Center Forward,101.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df681e1c-340f-46c8-b782-6aad4870865e,1961,1,00:45:32.359,45,32,21,Foul Won,91,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,403ccf38-809d-49a3-bb11-02257ff84306,4324.0,Daniel Alves da Silva,2.0,Right Back,19.8,71.7,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dea9b2b7-2acd-47ca-9d97-10941d554c1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386c0ba7-a536-454e-bb5d-6c835b754611,1962,1,00:45:49.973,45,49,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.800936,,95c37cf8-55e0-42ff-9685-5740b9fd70cf,4324.0,Daniel Alves da Silva,2.0,Right Back,20.8,75.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.523497,-1.0283648,1.0,Ground Pass,25.2,67.7,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95c37cf8-55e0-42ff-9685-5740b9fd70cf,1963,1,00:45:51.774,45,51,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,386c0ba7-a536-454e-bb5d-6c835b754611,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,25.2,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a17ee815-4be5-4e65-8549-524cb7f6245c,1964,1,00:46:02.142,46,2,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.171134,,74a3a518-9e3a-4218-86ff-b644d13d3f4a,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,47.1,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,16.153328,-1.07392,1.0,Ground Pass,54.8,54.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53e522ce-bc27-4cb9-8c46-285bdd11d650,1965,1,00:46:02.827,46,2,17,Pressure,92,217,Barcelona,3,From Free Kick,1042,Elche,1.046302,,1a3ff047-ddac-4080-9c57-db661d3fb502,6733.0,Pedro Mosquera Parada,15.0,Left Center Midfield,62.8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58325e10-7525-402a-9be7-ad96033864da,,,,,,74a3a518-9e3a-4218-86ff-b644d13d3f4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74a3a518-9e3a-4218-86ff-b644d13d3f4a,1966,1,00:46:03.313,46,3,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,53e522ce-bc27-4cb9-8c46-285bdd11d650,6998.0,Rafael Alcântara do Nascimento,17.0,Right Wing,54.8,54.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a17ee815-4be5-4e65-8549-524cb7f6245c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58325e10-7525-402a-9be7-ad96033864da,1967,1,00:46:03.313,46,3,43,Carry,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.525566,,1a3ff047-ddac-4080-9c57-db661d3fb502,6998.0,Rafael Alcântara do Nascimento,17.0,Right Wing,54.8,54.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53e522ce-bc27-4cb9-8c46-285bdd11d650,52.7,55.2,,,,74a3a518-9e3a-4218-86ff-b644d13d3f4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a3ff047-ddac-4080-9c57-db661d3fb502,1968,1,00:46:03.838,46,3,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.031623,,53e522ce-bc27-4cb9-8c46-285bdd11d650,6998.0,Rafael Alcântara do Nascimento,17.0,Right Wing,52.7,55.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,19.165855,-2.3377464,1.0,Ground Pass,39.4,41.4,38.0,Left Foot,,,,,,d3f19f9e-3e41-4967-a6e5-ede9868725e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3f19f9e-3e41-4967-a6e5-ede9868725e4,1969,1,00:46:04.870,46,4,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,1a3ff047-ddac-4080-9c57-db661d3fb502,5470.0,Ivan Rakitić,13.0,Right Center Midfield,39.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da0b0352-4371-47ad-b9a3-dfd73bd080b0,1970,1,00:46:04.870,46,4,43,Carry,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.883743,,0c18bd07-0026-4028-b1c8-f85b90ef6478,5470.0,Ivan Rakitić,13.0,Right Center Midfield,39.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3f19f9e-3e41-4967-a6e5-ede9868725e4,39.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c18bd07-0026-4028-b1c8-f85b90ef6478,1971,1,00:46:05.754,46,5,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.661799,,587d50d5-1bc1-4234-8163-0b7f5767ab79,5470.0,Ivan Rakitić,13.0,Right Center Midfield,39.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,12.940248,-1.2808199,1.0,Ground Pass,43.1,29.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587d50d5-1bc1-4234-8163-0b7f5767ab79,1972,1,00:46:07.415,46,7,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,0c18bd07-0026-4028-b1c8-f85b90ef6478,10609.0,Jérémy Mathieu,5.0,Left Center Back,43.1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3f215af-0481-4790-aec6-c57b730e2156,1973,1,00:46:07.415,46,7,43,Carry,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.800035,,587d50d5-1bc1-4234-8163-0b7f5767ab79,10609.0,Jérémy Mathieu,5.0,Left Center Back,43.1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e50cce4b-da40-4a91-a7d7-c2cdc475d235,43.1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e50cce4b-da40-4a91-a7d7-c2cdc475d235,1974,1,00:46:08.216,46,8,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.825823,,12807a3e-6a91-40ef-accc-b77237504f61,10609.0,Jérémy Mathieu,5.0,Left Center Back,43.1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,12.714166,-0.50939035,1.0,Ground Pass,54.2,22.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12807a3e-6a91-40ef-accc-b77237504f61,1975,1,00:46:09.041,46,9,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,e50cce4b-da40-4a91-a7d7-c2cdc475d235,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,54.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54fa6076-ce26-469d-9b6c-f365d710de8d,1976,1,00:46:09.041,46,9,43,Carry,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.224458,,12807a3e-6a91-40ef-accc-b77237504f61,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,54.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8298d30f-6b0d-44a9-ac84-e9daea93c65d,54.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298d30f-6b0d-44a9-ac84-e9daea93c65d,1977,1,00:46:09.266,46,9,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.749302,,d3d578b8-d3dc-4e7a-9ea6-55c4bd9d8190,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,54.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,23.900837,1.8462224,1.0,Ground Pass,47.7,45.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3d578b8-d3dc-4e7a-9ea6-55c4bd9d8190,1978,1,00:46:11.015,46,11,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,8298d30f-6b0d-44a9-ac84-e9daea93c65d,5470.0,Ivan Rakitić,13.0,Right Center Midfield,47.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12746018-9e05-4519-a29b-3c0ce9558500,1979,1,00:46:11.015,46,11,43,Carry,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.693917,,178cf49f-07f7-44af-a693-98010db2ddbd,5470.0,Ivan Rakitić,13.0,Right Center Midfield,47.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3d578b8-d3dc-4e7a-9ea6-55c4bd9d8190,47.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178cf49f-07f7-44af-a693-98010db2ddbd,1980,1,00:46:11.709,46,11,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.061445,,e596fc53-f4ef-41e8-bc8f-b3fbfd1a3d94,5470.0,Ivan Rakitić,13.0,Right Center Midfield,47.7,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,11.7652025,1.2329181,1.0,Ground Pass,51.6,56.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e596fc53-f4ef-41e8-bc8f-b3fbfd1a3d94,1981,1,00:46:12.770,46,12,42,Ball Receipt*,92,217,Barcelona,3,From Free Kick,217,Barcelona,,,178cf49f-07f7-44af-a693-98010db2ddbd,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,51.6,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9771a8f-51cb-4e33-8b53-c6b82762c5f6,1982,1,00:46:12.770,46,12,43,Carry,92,217,Barcelona,3,From Free Kick,217,Barcelona,0.311774,,09dc20c8-e78f-42a9-aa07-17968840d666,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,51.6,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e596fc53-f4ef-41e8-bc8f-b3fbfd1a3d94,52.1,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09dc20c8-e78f-42a9-aa07-17968840d666,1983,1,00:46:13.082,46,13,30,Pass,92,217,Barcelona,3,From Free Kick,217,Barcelona,1.038484,,56543d56-6c38-4ca1-a932-017f8bf5a8cf,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,52.1,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,8.542833,-2.0187385,1.0,Ground Pass,48.4,49.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
