id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,clearance,dribble,counterpress,duel,interception,out,off_camera,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,ball_recovery,miscontrol,foul_committed,foul_won,injury_stoppage,bad_behaviour,substitution,50_50,block,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_4,foul_committed_advantage,foul_won_advantage,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,location,injury_stoppage_in_chain,player,position,pass_cross,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,pass_type_id,pass_type_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_through_ball,interception_outcome_id,interception_outcome_name,clearance_left_foot,pass_inswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,pass_goal_assist
1e32bf72-8fc4-441b-91ba-cfcf43b14222,1282,1,00:32:45.302,32,45,23,Goal Keeper,66,217,Barcelona,3,From Free Kick,403,Almería,0.0,,f81c92b3-48c0-4efe-91db-07bb599c5870,27460.0,Julián Cuesta Díaz,1.0,Goalkeeper,2.0,37.2,,,,,,,,,,,,,26.0,Goal Conceded,55.0,No Touch,45.0,Diving,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826d78a-b495-4ce1-99bd-f50cf244d9d7,1289,1,00:33:51.918,33,51,4,Duel,68,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,6a3fa7bd-e2ec-4991-a8ed-18d64bfdaaf9,22102.0,Adriano Correia Claro,6.0,Left Back,33.0,22.4,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942b4fdd-3734-4891-a9ff-3010e2826223,1290,1,00:33:52.721,33,52,17,Pressure,68,217,Barcelona,1,Regular Play,403,Almería,0.821254,,748180c7-70ca-44c5-8a17-a83656f21702,26432.0,Miguel Ángel García Pérez Roldán,11.0,Left Defensive Midfield,77.6,54.7,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ff6b021-a321-4c97-92c0-a58eee8bc720,aeb37700-3f35-4578-a649-f1571d0de423,fe045631-c452-4ac2-b5d9-2f715351367e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe045631-c452-4ac2-b5d9-2f715351367e,1291,1,00:33:53.299,33,53,2,Ball Recovery,68,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,942b4fdd-3734-4891-a9ff-3010e2826223,3958.0,Pedro Eliezer Rodríguez Ledesma,21.0,Left Wing,40.8,23.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeb37700-3f35-4578-a649-f1571d0de423,1292,1,00:33:53.299,33,53,43,Carry,68,217,Barcelona,1,Regular Play,217,Barcelona,0.191959,,748180c7-70ca-44c5-8a17-a83656f21702,3958.0,Pedro Eliezer Rodríguez Ledesma,21.0,Left Wing,40.8,23.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942b4fdd-3734-4891-a9ff-3010e2826223,963af17e-a3c3-4567-bd58-7538a2d900a6,fe045631-c452-4ac2-b5d9-2f715351367e,40.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963af17e-a3c3-4567-bd58-7538a2d900a6,1293,1,00:33:53.491,33,53,39,Dribbled Past,68,217,Barcelona,1,Regular Play,403,Almería,0.0,,748180c7-70ca-44c5-8a17-a83656f21702,26432.0,Miguel Ángel García Pérez Roldán,11.0,Left Defensive Midfield,79.3,57.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ff6b021-a321-4c97-92c0-a58eee8bc720,aeb37700-3f35-4578-a649-f1571d0de423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748180c7-70ca-44c5-8a17-a83656f21702,1294,1,00:33:53.491,33,53,14,Dribble,68,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,942b4fdd-3734-4891-a9ff-3010e2826223,3958.0,Pedro Eliezer Rodríguez Ledesma,21.0,Left Wing,40.8,23.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963af17e-a3c3-4567-bd58-7538a2d900a6,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ff6b021-a321-4c97-92c0-a58eee8bc720,1295,1,00:33:53.491,33,53,43,Carry,68,217,Barcelona,1,Regular Play,217,Barcelona,1.597,,748180c7-70ca-44c5-8a17-a83656f21702,3958.0,Pedro Eliezer Rodríguez Ledesma,21.0,Left Wing,40.8,23.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942b4fdd-3734-4891-a9ff-3010e2826223,963af17e-a3c3-4567-bd58-7538a2d900a6,97542886-f0a5-44d0-8658-350134e5a734,50.0,26.2,,,b0dc4c0c-a8ba-4ad9-8bc1-4becf65e31b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0dc4c0c-a8ba-4ad9-8bc1-4becf65e31b3,1296,1,00:33:54.262,33,54,17,Pressure,68,217,Barcelona,1,Regular Play,403,Almería,0.883,,656cb603-09d4-477e-9756-3baa05b62add,6383.0,Thomas Teye Partey,9.0,Right Defensive Midfield,71.3,51.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ff6b021-a321-4c97-92c0-a58eee8bc720,97542886-f0a5-44d0-8658-350134e5a734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717b74e-88ff-4e13-a0fb-211edd6b5e00,1297,1,00:33:55.088,33,55,39,Dribbled Past,68,217,Barcelona,1,Regular Play,403,Almería,0.0,,656cb603-09d4-477e-9756-3baa05b62add,6383.0,Thomas Teye Partey,9.0,Right Defensive Midfield,70.1,53.9,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,97542886-f0a5-44d0-8658-350134e5a734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
