id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,out,under_pressure,counterpress,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,dribble,clearance,duel,50_50,interception,foul_committed,foul_won,block,substitution,ball_recovery,injury_stoppage,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,pass_deflected,pass_switch,pass_cross,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_won_defensive,block_deflection,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
06684ee6-4571-46ca-b100-8b9dab75c42c,2106,2,00:00:53.745,45,53,23,Goal Keeper,94,217,Barcelona,9,From Kick Off,1042,Elche,0.0,,6384ec9c-cfc7-4b80-b662-be95e48da229,9082,Przemysław Tytoń,1,Goalkeeper,7.8,36.5,,,,,,,,26.0,Goal Conceded,55.0,No Touch,45.0,Diving,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1efa4f36-bbaa-4ee6-8a56-4f75cf01dd76,2158,2,00:02:44.095,47,44,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,0.9822,,7e279ea7-0b4a-414d-85e3-fcf793c63b86,4324,Daniel Alves da Silva,2,Right Back,27.0,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d2770c5-a51b-4260-8c73-6489b2da6eb3,5470.0,Ivan Rakitić,10.872442,-0.5956555,3.0,High Pass,36.0,69.3,64.0,Interception,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d2770c5-a51b-4260-8c73-6489b2da6eb3,2159,2,00:02:45.077,47,45,42,Ball Receipt*,96,217,Barcelona,1,Regular Play,217,Barcelona,,,1efa4f36-bbaa-4ee6-8a56-4f75cf01dd76,5470,Ivan Rakitić,13,Right Center Midfield,36.0,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abde2698-f318-48e5-b9a9-c7628290829b,2160,2,00:02:45.117,47,45,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.291439,,3b70c664-ddee-41b5-b430-7b392281339d,5470,Ivan Rakitić,13,Right Center Midfield,36.0,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,22.42008,-2.4954154,2.0,Low Pass,18.1,55.8,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b70c664-ddee-41b5-b430-7b392281339d,2161,2,00:02:46.408,47,46,42,Ball Receipt*,96,217,Barcelona,1,Regular Play,217,Barcelona,,,abde2698-f318-48e5-b9a9-c7628290829b,7068,Marc Bartra Aregall,3,Right Center Back,18.1,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52798066-b7ad-4181-988c-8e49f90c08d6,2162,2,00:02:46.408,47,46,43,Carry,96,217,Barcelona,1,Regular Play,217,Barcelona,1.199061,,19cf333b-0713-4c64-860a-4dddbf03a74d,7068,Marc Bartra Aregall,3,Right Center Back,18.1,55.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,3b70c664-ddee-41b5-b430-7b392281339d,,,,,,,,,,,,,,9295f0eb-83ab-4a0c-ae09-8f84f4286ccd,19.8,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19cf333b-0713-4c64-860a-4dddbf03a74d,2163,2,00:02:46.463,47,46,17,Pressure,96,217,Barcelona,1,Regular Play,1042,Elche,1.169401,,52798066-b7ad-4181-988c-8e49f90c08d6,8584,Jonathas Cristian de Jesus,23,Center Forward,99.3,28.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,9295f0eb-83ab-4a0c-ae09-8f84f4286ccd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295f0eb-83ab-4a0c-ae09-8f84f4286ccd,2164,2,00:02:47.608,47,47,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,2.0955,,19cf333b-0713-4c64-860a-4dddbf03a74d,7068,Marc Bartra Aregall,3,Right Center Back,19.8,57.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,24f611f6-f284-45d7-8838-86b1693552e8,5503.0,Lionel Andrés Messi Cuccittini,31.55725,0.06024447,3.0,High Pass,51.3,59.2,,,40.0,Right Foot,,31c9fab0-2396-4305-afeb-33b7b3ff6b76,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31c9fab0-2396-4305-afeb-33b7b3ff6b76,2165,2,00:02:49.703,47,49,42,Ball Receipt*,96,217,Barcelona,1,Regular Play,217,Barcelona,,,9295f0eb-83ab-4a0c-ae09-8f84f4286ccd,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,55.5,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24f611f6-f284-45d7-8838-86b1693552e8,2166,2,00:02:49.703,47,49,30,Pass,96,217,Barcelona,1,Regular Play,1042,Elche,2.1601,,9295f0eb-83ab-4a0c-ae09-8f84f4286ccd,27464,José Ángel Alonso Martín,10,Center Defensive Midfield,69.7,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8a9468c-8719-4899-a02a-69f3cdf73ff6,6733.0,Pedro Mosquera Parada,8.45281,-1.1177304,3.0,High Pass,73.4,14.2,66.0,Recovery,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
