id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,ball_receipt,ball_recovery,under_pressure,counterpress,clearance,interception,dribble,duel,goalkeeper,shot,off_camera,out,foul_committed,foul_won,injury_stoppage,substitution,miscontrol,block,bad_behaviour,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_cross,pass_switch,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_deflected,block_deflection,related_events,pass_technique_id,pass_technique_name,pass_through_ball,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_lost_in_play,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate
005ef426-9ce5-440c-bf61-5b3316292296,3154,2,00:22:09.072,67,9,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.530274,,81364951-62de-4d40-a553-101773bd3210,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,61.0,40.1,3958.0,Pedro Eliezer Rodríguez Ledesma,2.6400757,2.0005586,1.0,Ground Pass,59.9,42.5,65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81364951-62de-4d40-a553-101773bd3210,3155,2,00:22:09.603,67,9,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,005ef426-9ce5-440c-bf61-5b3316292296,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,59.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f625e81f-0070-4576-9842-992c73560b7e,3156,2,00:22:11.178,67,11,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.184251,,45f2ac18-ccfb-4925-ad0b-8b977524f1b8,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,58.8,42.8,27318.0,Douglas Pereira dos Santos,24.110786,2.0121841,1.0,Ground Pass,48.5,64.6,,,40.0,Right Foot,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45f2ac18-ccfb-4925-ad0b-8b977524f1b8,3157,2,00:22:12.362,67,12,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,f625e81f-0070-4576-9842-992c73560b7e,27318,Douglas Pereira dos Santos,2,Right Back,48.5,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a313f42-8812-4216-86dc-dbbc791acb43,3158,2,00:22:13.153,67,13,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.7905,,3cceb211-ca2c-4d2a-8f93-3bf826832c44,27318,Douglas Pereira dos Santos,2,Right Back,70.6,69.9,3958.0,Pedro Eliezer Rodríguez Ledesma,8.637129,-1.47804,1.0,Ground Pass,71.4,61.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cceb211-ca2c-4d2a-8f93-3bf826832c44,3159,2,00:22:13.944,67,13,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,0a313f42-8812-4216-86dc-dbbc791acb43,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,71.4,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4992df7-6e5f-40f0-8fb4-ff7f9049a201,3160,2,00:22:13.944,67,13,43,Carry,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.0412,,3cceb211-ca2c-4d2a-8f93-3bf826832c44,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,71.4,61.3,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,62242223-cfd3-46b8-8432-d0c5bd656a79,d8631d69-c560-4c95-a8a7-0a3a97d9e477,71.0,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8631d69-c560-4c95-a8a7-0a3a97d9e477,3161,2,00:22:14.552,67,14,17,Pressure,108,217,Barcelona,9,From Kick Off,219,RC Deportivo La Coruña,0.747155,,62242223-cfd3-46b8-8432-d0c5bd656a79,6777,Sidnei Rechel da Silva Júnior,5,Left Center Back,47.2,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4992df7-6e5f-40f0-8fb4-ff7f9049a201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62242223-cfd3-46b8-8432-d0c5bd656a79,3162,2,00:22:14.985,67,14,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.6661,,d8631d69-c560-4c95-a8a7-0a3a97d9e477,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,71.0,69.2,6998.0,Rafael Alcântara do Nascimento,7.566373,-3.009041,1.0,Ground Pass,63.5,68.2,,,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,fcac2158-6b4f-48a6-bb5a-e4c345abd7f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcac2158-6b4f-48a6-bb5a-e4c345abd7f8,3163,2,00:22:15.651,67,15,42,Ball Receipt*,108,217,Barcelona,9,From Kick Off,217,Barcelona,,,62242223-cfd3-46b8-8432-d0c5bd656a79,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,63.5,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
