id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_through_ball,pass_technique_id,pass_technique_name,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_committed_penalty,foul_won_penalty,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name
34455ec7-d859-40e2-9212-88822d39f25d,3467,2,00:37:28.383,82,28,42,Ball Receipt*,145,217,Barcelona,1,Regular Play,217,Barcelona,,,2cd424db-cc5f-4b91-9805-f5a42adf0649,20131,Xavier Hernández Creus,15,Left Center Midfield,89.8,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dff1ec11-854f-4030-96a8-b01521d4baf4,3468,2,00:37:28.383,82,28,43,Carry,145,217,Barcelona,1,Regular Play,217,Barcelona,2.335893,,34455ec7-d859-40e2-9212-88822d39f25d,20131,Xavier Hernández Creus,15,Left Center Midfield,89.8,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85a6ec9e-e77b-45b3-abbf-4a3e71612676,89.8,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85a6ec9e-e77b-45b3-abbf-4a3e71612676,3469,2,00:37:30.719,82,30,30,Pass,145,217,Barcelona,1,Regular Play,217,Barcelona,1.631729,,ebfebe0d-d14f-448c-b2c2-f8e9ff226ebd,20131,Xavier Hernández Creus,15,Left Center Midfield,89.8,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,26.644323,0.9453113,2.0,Low Pass,105.4,75.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebfebe0d-d14f-448c-b2c2-f8e9ff226ebd,3470,2,00:37:32.351,82,32,42,Ball Receipt*,145,217,Barcelona,1,Regular Play,217,Barcelona,,,85a6ec9e-e77b-45b3-abbf-4a3e71612676,4324,Daniel Alves da Silva,2,Right Back,105.4,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ff9af4a-8b98-42a5-9c22-db494a59b125,3471,2,00:37:32.351,82,32,43,Carry,145,217,Barcelona,1,Regular Play,217,Barcelona,5.661271,,bffdae64-08f6-45da-85fb-b7d47c9d7b68,4324,Daniel Alves da Silva,2,Right Back,105.4,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebfebe0d-d14f-448c-b2c2-f8e9ff226ebd,106.1,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bffdae64-08f6-45da-85fb-b7d47c9d7b68,3472,2,00:37:38.012,82,38,30,Pass,145,217,Barcelona,1,Regular Play,217,Barcelona,0.891041,,db63ff56-d709-44c1-a382-c1962afdc147,4324,Daniel Alves da Silva,2,Right Back,106.1,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,11.7046995,-2.1493206,1.0,Ground Pass,99.7,56.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1dca1b4-021f-4969-855e-3c1f45b19075,3473,2,00:37:38.792,82,38,17,Pressure,145,217,Barcelona,1,Regular Play,373,Córdoba CF,0.5006,,0ad44fd6-9fa6-43fa-afc6-e68916364d71,27238,Edimar Curitiba Fraga,6,Left Back,14.3,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db63ff56-d709-44c1-a382-c1962afdc147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db63ff56-d709-44c1-a382-c1962afdc147,3474,2,00:37:38.903,82,38,42,Ball Receipt*,145,217,Barcelona,1,Regular Play,217,Barcelona,,,bffdae64-08f6-45da-85fb-b7d47c9d7b68,5246,Luis Alberto Suárez Díaz,23,Center Forward,99.7,56.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1dca1b4-021f-4969-855e-3c1f45b19075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ad44fd6-9fa6-43fa-afc6-e68916364d71,3475,2,00:37:38.903,82,38,43,Carry,145,217,Barcelona,1,Regular Play,217,Barcelona,0.514359,,c1dca1b4-021f-4969-855e-3c1f45b19075,5246,Luis Alberto Suárez Díaz,23,Center Forward,99.7,56.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d84ce9ad-45f5-406f-93f9-847188896ddf,99.0,57.6,,,,,,,,,db63ff56-d709-44c1-a382-c1962afdc147,,,,,,,,,,,,,,,,,,,,
d84ce9ad-45f5-406f-93f9-847188896ddf,3476,2,00:37:39.418,82,39,30,Pass,145,217,Barcelona,1,Regular Play,217,Barcelona,0.7142,,604b2f55-67b7-4f2b-b848-c17b09c33076,5246,Luis Alberto Suárez Díaz,23,Center Forward,99.0,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,7.029225,-0.87605804,1.0,Ground Pass,103.5,52.2,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604b2f55-67b7-4f2b-b848-c17b09c33076,3477,2,00:37:40.132,82,40,42,Ball Receipt*,145,217,Barcelona,1,Regular Play,217,Barcelona,,,d84ce9ad-45f5-406f-93f9-847188896ddf,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,103.5,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0910dbe3-4812-4756-abea-945b68bb95c7,3478,2,00:37:40.132,82,40,30,Pass,145,217,Barcelona,1,Regular Play,217,Barcelona,0.3975,,01ed6df9-3581-41d2-b502-d6cfd4fb2aea,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,103.5,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,6.8767724,0.8574382,1.0,Ground Pass,108.0,57.4,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01ed6df9-3581-41d2-b502-d6cfd4fb2aea,3479,2,00:37:40.529,82,40,42,Ball Receipt*,145,217,Barcelona,1,Regular Play,217,Barcelona,,,0910dbe3-4812-4756-abea-945b68bb95c7,5246,Luis Alberto Suárez Díaz,23,Center Forward,108.0,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ed02047-58c2-43dd-830b-6d4f4dfc18e3,3480,2,00:37:40.529,82,40,43,Carry,145,217,Barcelona,1,Regular Play,217,Barcelona,0.4368,,01ed6df9-3581-41d2-b502-d6cfd4fb2aea,5246,Luis Alberto Suárez Díaz,23,Center Forward,108.0,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a0a70b5-59ba-40fa-9503-98527deef726,108.0,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a0a70b5-59ba-40fa-9503-98527deef726,3481,2,00:37:40.966,82,40,14,Dribble,145,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,6dcc327b-d07f-4a6f-8062-0f0b963fad2d,5246,Luis Alberto Suárez Díaz,23,Center Forward,108.0,57.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,
6dcc327b-d07f-4a6f-8062-0f0b963fad2d,3482,2,00:37:40.966,82,40,4,Duel,145,217,Barcelona,1,Regular Play,373,Córdoba CF,0.0,,0a0a70b5-59ba-40fa-9503-98527deef726,26573,Íñigo López Montaña,3,Right Center Back,12.1,22.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,
91e144c6-a0c8-4bd6-8905-385c0fbfed98,3483,2,00:37:40.966,82,40,43,Carry,145,217,Barcelona,1,Regular Play,373,Córdoba CF,4.0236,,4f8a66d9-9c4f-47be-bc46-51931ecb71bf,26573,Íñigo López Montaña,3,Right Center Back,12.1,22.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dcc327b-d07f-4a6f-8062-0f0b963fad2d,2.1,10.0,,,,,,,,,a3b432f9-cf35-43fc-910f-fd45314a11e6,,,,,,,,,,,,,,,,,,,,
a3b432f9-cf35-43fc-910f-fd45314a11e6,3484,2,00:37:43.380,82,43,17,Pressure,145,217,Barcelona,1,Regular Play,217,Barcelona,1.524728,,91e144c6-a0c8-4bd6-8905-385c0fbfed98,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,107.7,70.1,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f8a66d9-9c4f-47be-bc46-51931ecb71bf,3485,2,00:37:44.990,82,44,14,Dribble,145,217,Barcelona,1,Regular Play,373,Córdoba CF,0.0,,074619e8-e0c6-4a0a-a1d3-8ab6818c6da1,26573,Íñigo López Montaña,3,Right Center Back,2.1,10.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,
074619e8-e0c6-4a0a-a1d3-8ab6818c6da1,3486,2,00:37:44.990,82,44,4,Duel,145,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,4f8a66d9-9c4f-47be-bc46-51931ecb71bf,3958,Pedro Eliezer Rodríguez Ledesma,13,Right Center Midfield,118.0,70.1,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,14.0,Lost Out,,,,,,,,,,,,,,
314508fa-7e1b-41fc-ab73-1f5a3a18bf2c,3491,2,00:38:14.547,83,14,30,Pass,147,217,Barcelona,6,From Counter,217,Barcelona,1.882305,,89ba8461-6a99-4367-9745-d1ab87badcc3,4324,Daniel Alves da Silva,2,Right Back,53.5,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,21.220037,-0.31131876,3.0,High Pass,73.7,54.6,66.0,Recovery,37.0,Head,,fa1b13b1-baed-4c5e-9d23-a3e7f4061736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa1b13b1-baed-4c5e-9d23-a3e7f4061736,3492,2,00:38:16.429,83,16,42,Ball Receipt*,147,217,Barcelona,6,From Counter,217,Barcelona,,,314508fa-7e1b-41fc-ab73-1f5a3a18bf2c,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,73.7,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62fc8a1b-2381-4a23-bd44-17d222dfdf69,3493,2,00:38:16.429,83,16,43,Carry,147,217,Barcelona,6,From Counter,217,Barcelona,1.278095,,6218e0a0-2dc5-4946-a8fe-7c32c03ace93,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,73.7,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa1b13b1-baed-4c5e-9d23-a3e7f4061736,79.5,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6218e0a0-2dc5-4946-a8fe-7c32c03ace93,3494,2,00:38:17.707,83,17,30,Pass,147,217,Barcelona,6,From Counter,217,Barcelona,1.686901,,d2917ef7-f6e5-4383-87f4-5052a2f33f61,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.5,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,31.467125,-0.7179331,1.0,Ground Pass,103.2,30.9,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2917ef7-f6e5-4383-87f4-5052a2f33f61,3495,2,00:38:19.394,83,19,42,Ball Receipt*,147,217,Barcelona,6,From Counter,217,Barcelona,,,6218e0a0-2dc5-4946-a8fe-7c32c03ace93,4320,Neymar da Silva Santos Junior,21,Left Wing,103.2,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41f7f3f2-a404-4ead-ac40-7788d40334c1,3496,2,00:38:19.394,83,19,43,Carry,147,217,Barcelona,6,From Counter,217,Barcelona,2.652975,,36cc23e3-daa3-49ac-96b2-4d64d77458f7,4320,Neymar da Silva Santos Junior,21,Left Wing,103.2,30.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb1caca8-8a54-4bfd-966a-6b05b88d99a2,108.6,29.6,,,,,,,,,d2917ef7-f6e5-4383-87f4-5052a2f33f61,,,,,,,,,,,,,,,,,,,,
36cc23e3-daa3-49ac-96b2-4d64d77458f7,3497,2,00:38:22.047,83,22,22,Foul Committed,147,217,Barcelona,6,From Counter,373,Córdoba CF,0.0,,41f7f3f2-a404-4ead-ac40-7788d40334c1,27237,Adrián Javier Gunino Duque,2,Right Back,11.5,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb1caca8-8a54-4bfd-966a-6b05b88d99a2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
bb1caca8-8a54-4bfd-966a-6b05b88d99a2,3498,2,00:38:22.047,83,22,21,Foul Won,147,217,Barcelona,6,From Counter,217,Barcelona,0.0,,36cc23e3-daa3-49ac-96b2-4d64d77458f7,4320,Neymar da Silva Santos Junior,21,Left Wing,108.6,29.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
62019d56-2230-499e-afa2-39b482a1693b,3499,2,00:39:17.017,84,17,16,Shot,148,217,Barcelona,5,Other,217,Barcelona,0.6217,,bb352757-2178-4079-b36b-e23d0600d214,4320,Neymar da Silva Santos Junior,21,Left Wing,108.1,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7835,120.0,42.5,0.0,97.0,Goal,93.0,Normal,40.0,Right Foot,88.0,Penalty
