id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance,ball_recovery,block,substitution,miscontrol,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,related_events,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_switch,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,related_events_3,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_cross,player,position
80c33caf-61ce-424c-bdac-08affcbbb571,3579,2,00:34:38.006,79,38,42,Ball Receipt*,164,217,Barcelona,4,From Throw In,217,Barcelona,,,fc01dcd1-450f-4e10-9ace-cc1bf22b0d08,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,85.3,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf7059e3-0aaf-4741-93db-12983d0cabbc,3580,2,00:34:38.006,79,38,43,Carry,164,217,Barcelona,4,From Throw In,217,Barcelona,2.339301,,80c33caf-61ce-424c-bdac-08affcbbb571,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,85.3,71.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad650a42-a4b9-4a34-8a93-92a1e915f2c8,ebd7c7b8-2048-4cf0-92b9-4af1b088e7d4,75.8,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad650a42-a4b9-4a34-8a93-92a1e915f2c8,3581,2,00:34:39.564,79,39,17,Pressure,164,217,Barcelona,4,From Throw In,213,Sevilla,0.784166,,cf7059e3-0aaf-4741-93db-12983d0cabbc,5217.0,Iago Aspas Juncal,23.0,Center Forward,42.0,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebd7c7b8-2048-4cf0-92b9-4af1b088e7d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebd7c7b8-2048-4cf0-92b9-4af1b088e7d4,3582,2,00:34:40.345,79,40,30,Pass,164,217,Barcelona,4,From Throw In,217,Barcelona,2.493477,,ad650a42-a4b9-4a34-8a93-92a1e915f2c8,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,75.8,69.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,33.680855,-2.2214231,1.0,Ground Pass,55.4,43.0,,,38.0,Left Foot,,e5bd3c20-065f-4e43-af89-7cbabd12a6f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5bd3c20-065f-4e43-af89-7cbabd12a6f1,3583,2,00:34:42.839,79,42,42,Ball Receipt*,164,217,Barcelona,4,From Throw In,217,Barcelona,,,ebd7c7b8-2048-4cf0-92b9-4af1b088e7d4,10609.0,Jérémy Mathieu,5.0,Left Center Back,55.4,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bf52dda-5671-4752-a514-66cd46dbca3c,3584,2,00:34:42.839,79,42,43,Carry,164,217,Barcelona,4,From Throw In,217,Barcelona,0.819223,,e5bd3c20-065f-4e43-af89-7cbabd12a6f1,10609.0,Jérémy Mathieu,5.0,Left Center Back,55.4,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3dc09b0-508d-4dec-8e36-850820dde0d1,,61.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3dc09b0-508d-4dec-8e36-850820dde0d1,3585,2,00:34:43.658,79,43,30,Pass,164,217,Barcelona,4,From Throw In,217,Barcelona,1.8812,,b155ea88-6d87-4db7-9fd7-587f2bfa5bb3,10609.0,Jérémy Mathieu,5.0,Left Center Back,61.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,24.646502,-1.1706994,1.0,Ground Pass,70.8,12.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b155ea88-6d87-4db7-9fd7-587f2bfa5bb3,3586,2,00:34:45.539,79,45,42,Ball Receipt*,164,217,Barcelona,4,From Throw In,217,Barcelona,,,f3dc09b0-508d-4dec-8e36-850820dde0d1,5211.0,Jordi Alba Ramos,6.0,Left Back,70.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cdc1221-2873-4611-9d70-0cec68fcdb0f,3587,2,00:34:45.539,79,45,43,Carry,164,217,Barcelona,4,From Throw In,217,Barcelona,0.0444,,4f9c04b7-ba00-4a27-824f-65f08e9b0015,5211.0,Jordi Alba Ramos,6.0,Left Back,70.8,12.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b04650b-1eb5-4da1-bbcd-16cff39b4520,b155ea88-6d87-4db7-9fd7-587f2bfa5bb3,70.6,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b04650b-1eb5-4da1-bbcd-16cff39b4520,3588,2,00:34:45.550,79,45,17,Pressure,164,217,Barcelona,4,From Throw In,213,Sevilla,0.55897,,0cdc1221-2873-4611-9d70-0cec68fcdb0f,3726.0,Gerard Deulofeu Lázaro,17.0,Right Wing,49.8,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f9c04b7-ba00-4a27-824f-65f08e9b0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f9c04b7-ba00-4a27-824f-65f08e9b0015,3589,2,00:34:45.583,79,45,30,Pass,164,217,Barcelona,4,From Throw In,217,Barcelona,1.0469,,8b04650b-1eb5-4da1-bbcd-16cff39b4520,5211.0,Jordi Alba Ramos,6.0,Left Back,70.6,15.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,8.205486,1.6073654,1.0,Ground Pass,70.3,23.9,,,38.0,Left Foot,,f59de713-9bb1-459f-b331-2dfea65fd294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f59de713-9bb1-459f-b331-2dfea65fd294,3590,2,00:34:46.630,79,46,42,Ball Receipt*,164,217,Barcelona,4,From Throw In,217,Barcelona,,,4f9c04b7-ba00-4a27-824f-65f08e9b0015,5470.0,Ivan Rakitić,15.0,Left Center Midfield,70.3,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5daa071a-f16f-49b5-aece-a513ad095fb2,3591,2,00:34:46.630,79,46,43,Carry,164,217,Barcelona,4,From Throw In,217,Barcelona,0.04,,5efbf892-6f55-48fd-ad25-609e32777dc1,5470.0,Ivan Rakitić,15.0,Left Center Midfield,70.3,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f59de713-9bb1-459f-b331-2dfea65fd294,,70.3,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
