id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,out,under_pressure,clearance,duel,counterpress,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble,foul_committed,foul_won,off_camera,interception,block,ball_recovery,substitution,50_50,miscontrol,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,pass_type_id,pass_type_name,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_switch,pass_through_ball,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
82a3606d-eb5c-463b-aa79-b93c0edb3be1,3423,2,00:31:41.775,76,41,23,Goal Keeper,139,217,Barcelona,1,Regular Play,214,Espanyol,0.0,,e22e0a81-5890-488b-9ad0-61bf3c40469c,6706,Francisco Casilla Cortés,1,Goalkeeper,6.3,34.3,,,,,,,,,,55.0,No Touch,26.0,Goal Conceded,44.0,Set,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ca11b63-72b3-4566-a2ec-0fe05e9ebc35,3438,2,00:32:33.061,77,33,2,Ball Recovery,141,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5211,Jordi Alba Ramos,6,Left Back,53.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d6b29e3-f09a-400b-a396-f14feb89ab56,3439,2,00:32:33.061,77,33,43,Carry,141,217,Barcelona,1,Regular Play,217,Barcelona,1.8918,,1ca11b63-72b3-4566-a2ec-0fe05e9ebc35,5211,Jordi Alba Ramos,6,Left Back,53.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95865a6d-0db7-47d0-b38f-10aa29b01639,58.5,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95865a6d-0db7-47d0-b38f-10aa29b01639,3440,2,00:32:34.953,77,34,30,Pass,141,217,Barcelona,1,Regular Play,217,Barcelona,0.8817,,b899bc6c-0cc4-4784-b568-4ed89906a242,5211,Jordi Alba Ramos,6,Left Back,58.5,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,12.010828,0.9989586,1.0,Ground Pass,65.0,46.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b899bc6c-0cc4-4784-b568-4ed89906a242,3441,2,00:32:35.834,77,35,42,Ball Receipt*,141,217,Barcelona,1,Regular Play,217,Barcelona,,,95865a6d-0db7-47d0-b38f-10aa29b01639,20131,Xavier Hernández Creus,15,Left Center Midfield,65.0,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042f056e-a413-4cad-a45b-7de70e1d226e,3442,2,00:32:35.834,77,35,43,Carry,141,217,Barcelona,1,Regular Play,217,Barcelona,1.7497,,47e5c8c8-b7e4-4dd2-8c8e-ada957ff4806,20131,Xavier Hernández Creus,15,Left Center Midfield,65.0,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b899bc6c-0cc4-4784-b568-4ed89906a242,70.0,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47e5c8c8-b7e4-4dd2-8c8e-ada957ff4806,3443,2,00:32:37.584,77,37,30,Pass,141,217,Barcelona,1,Regular Play,217,Barcelona,1.8596,,63d658e7-9a62-469a-893c-2ceacb5e423d,20131,Xavier Hernández Creus,15,Left Center Midfield,70.0,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,33.504177,-0.5921416,3.0,High Pass,97.8,27.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63d658e7-9a62-469a-893c-2ceacb5e423d,3444,2,00:32:39.444,77,39,42,Ball Receipt*,141,217,Barcelona,1,Regular Play,217,Barcelona,,,47e5c8c8-b7e4-4dd2-8c8e-ada957ff4806,4320,Neymar da Silva Santos Junior,21,Left Wing,97.8,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e4ef72f-0a47-436c-a1a8-ec1568cba882,3445,2,00:32:39.444,77,39,43,Carry,141,217,Barcelona,1,Regular Play,217,Barcelona,0.5743,,63d658e7-9a62-469a-893c-2ceacb5e423d,4320,Neymar da Silva Santos Junior,21,Left Wing,97.8,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cbce5ea-fb35-4069-8a39-5c2dac4d0cb5,100.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cbce5ea-fb35-4069-8a39-5c2dac4d0cb5,3446,2,00:32:40.018,77,40,30,Pass,141,217,Barcelona,1,Regular Play,217,Barcelona,2.206,,15b421d8-b254-4c30-8e0a-6188b91c9603,4320,Neymar da Silva Santos Junior,21,Left Wing,100.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85902022-cc8e-499f-8968-482ba2ee0d39,,,5503.0,Lionel Andrés Messi Cuccittini,12.587296,1.8774726,1.0,Ground Pass,96.9,39.7,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
