id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,counterpress,ball_receipt,clearance,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,off_camera,duel,out,dribble,foul_won,interception,foul_committed,ball_recovery,block,substitution,50_50
dee9efc0-b03f-4015-8797-ee99c5348c88,4055,2,00:45:52.228,90,52,23,Goal Keeper,174,217,Barcelona,7,From Goal Kick,373,Córdoba CF,0.0,,34fec8e9-8177-49b9-a987-968496a4e5c8,24255,Juan Carlos Martín Corral,1,Goalkeeper,1.4,37.0,,,,,,,,58,Touched In,26,Goal Conceded,45,Diving,44,Set,39,Left Hand,,,,,,,,,,,
