id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,ball_recovery,under_pressure,counterpress,clearance,interception,dribble,duel,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,shot,off_camera,out,foul_committed,foul_won,injury_stoppage,substitution,miscontrol,block,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_technique_id,pass_technique_name,pass_through_ball,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,foul_won_defensive,related_events,location
deae4ab7-95e3-4e31-8636-0a82367516f1,2949,2,00:15:31.758,60,31,17,Pressure,100,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,0.678636,,fb2d6638-214d-405a-b8da-57d3ff85a9ae,6732,Lucas Pérez Martínez,23,Center Forward,43.0,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8371935e-38ef-4a4e-b707-b363eaf83b0e,2950,2,00:15:33.180,60,33,17,Pressure,100,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,0.53011,,9116a047-4b69-4488-88a7-1fff2008fcde,5582,Celso Borges Mora,9,Right Defensive Midfield,29.9,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116a047-4b69-4488-88a7-1fff2008fcde,2951,2,00:15:33.687,60,33,30,Pass,100,217,Barcelona,4,From Throw In,217,Barcelona,1.360015,,8371935e-38ef-4a4e-b707-b363eaf83b0e,4320,Neymar da Silva Santos Junior,21,Left Wing,90.8,15.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,12.2147455,-0.87815446,1.0,Ground Pass,98.6,6.2,,,,8ec124d5-1c21-45d5-952f-eb6d6e6fc98f,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
8ec124d5-1c21-45d5-952f-eb6d6e6fc98f,2952,2,00:15:35.047,60,35,42,Ball Receipt*,100,217,Barcelona,4,From Throw In,217,Barcelona,,,9116a047-4b69-4488-88a7-1fff2008fcde,10609,Jérémy Mathieu,6,Left Back,98.6,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fb60de3-1a37-4721-ac98-30d0b1e7e3b1,2953,2,00:15:35.047,60,35,43,Carry,100,217,Barcelona,4,From Throw In,217,Barcelona,1.210985,,53bfaf76-9e6c-4470-a2bf-c2d349a65467,10609,Jérémy Mathieu,6,Left Back,98.6,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ec124d5-1c21-45d5-952f-eb6d6e6fc98f,99.2,6.2,,,,,,,,,,,,,,,,,,,,
53bfaf76-9e6c-4470-a2bf-c2d349a65467,2954,2,00:15:36.258,60,36,30,Pass,100,217,Barcelona,4,From Throw In,217,Barcelona,1.65862,,cfd7eeae-49c5-4814-9a69-28fd04a91598,10609,Jérémy Mathieu,6,Left Back,99.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,18.064882,2.5213432,1.0,Ground Pass,84.5,16.7,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,
cfd7eeae-49c5-4814-9a69-28fd04a91598,2955,2,00:15:37.917,60,37,42,Ball Receipt*,100,217,Barcelona,4,From Throw In,217,Barcelona,,,53bfaf76-9e6c-4470-a2bf-c2d349a65467,20131,Xavier Hernández Creus,15,Left Center Midfield,84.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e99b07e4-335e-442a-85a6-8109f82997ac,2956,2,00:15:37.917,60,37,43,Carry,100,217,Barcelona,4,From Throw In,217,Barcelona,2.54588,,0c812b09-fd1d-4ce3-b48d-0ccd4c3d84a9,20131,Xavier Hernández Creus,15,Left Center Midfield,84.5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfd7eeae-49c5-4814-9a69-28fd04a91598,86.6,27.6,,,,,,,,,,,,,,,,,,,,
0c812b09-fd1d-4ce3-b48d-0ccd4c3d84a9,2957,2,00:15:40.463,60,40,30,Pass,100,217,Barcelona,4,From Throw In,217,Barcelona,2.362,,7fea9f1e-2754-42cc-8900-3e48818ecb34,20131,Xavier Hernández Creus,15,Left Center Midfield,86.6,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,14.558159,1.6602124,1.0,Ground Pass,85.3,42.1,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
7fea9f1e-2754-42cc-8900-3e48818ecb34,2958,2,00:15:42.825,60,42,42,Ball Receipt*,100,217,Barcelona,4,From Throw In,217,Barcelona,,,0c812b09-fd1d-4ce3-b48d-0ccd4c3d84a9,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,85.3,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852bfaf2-222c-4dc9-85d4-4c09fd2f0560,2959,2,00:15:42.825,60,42,43,Carry,100,217,Barcelona,4,From Throw In,217,Barcelona,0.3387,,7fea9f1e-2754-42cc-8900-3e48818ecb34,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,85.3,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3c3f12a-057b-4ce3-861a-60eca16fbf04,84.5,46.8,,,,,,,,,,,,,,,,,,,,
d3c3f12a-057b-4ce3-861a-60eca16fbf04,2960,2,00:15:43.163,60,43,30,Pass,100,217,Barcelona,4,From Throw In,217,Barcelona,1.122515,,4676fc25-d9df-4a49-bb36-f0fa40e09796,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,84.5,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,14.921461,1.5171566,1.0,Ground Pass,85.3,61.7,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
4676fc25-d9df-4a49-bb36-f0fa40e09796,2961,2,00:15:44.286,60,44,42,Ball Receipt*,100,217,Barcelona,4,From Throw In,217,Barcelona,,,d3c3f12a-057b-4ce3-861a-60eca16fbf04,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,85.3,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920d2749-462f-4ed1-ade9-61008a5bbc48,2962,2,00:15:44.286,60,44,43,Carry,100,217,Barcelona,4,From Throw In,217,Barcelona,1.091285,,4676fc25-d9df-4a49-bb36-f0fa40e09796,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,85.3,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f63fa7c1-4ab2-4148-9c6a-e4d9f64872c0,84.1,58.3,,,,,,,,,,,,,,,,,,,,
f63fa7c1-4ab2-4148-9c6a-e4d9f64872c0,2963,2,00:15:45.377,60,45,30,Pass,100,217,Barcelona,4,From Throw In,217,Barcelona,1.743126,,e98ebf89-5ab6-472b-979f-ef394c222ebe,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,84.1,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,35.813404,-0.7419473,3.0,High Pass,110.5,34.1,,,,,,,38.0,Left Foot,,108.0,Through Ball,True,76.0,Pass Offside,,,,,,,,,,,,
e98ebf89-5ab6-472b-979f-ef394c222ebe,2964,2,00:15:47.120,60,47,42,Ball Receipt*,100,217,Barcelona,4,From Throw In,217,Barcelona,,,f63fa7c1-4ab2-4148-9c6a-e4d9f64872c0,4320,Neymar da Silva Santos Junior,21,Left Wing,110.5,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,
db327f67-37bd-4073-b7f0-505b7098d8ff,2990,2,00:17:41.492,62,41,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,2.107447,,01a7cba6-8d48-460c-ba4c-ffe6db1e12b1,10609,Jérémy Mathieu,5,Left Center Back,29.0,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11302.0,Jordi Masip López,26.268042,2.4073627,1.0,Ground Pass,9.5,27.8,62.0,Free Kick,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,
01a7cba6-8d48-460c-ba4c-ffe6db1e12b1,2991,2,00:17:43.600,62,43,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,db327f67-37bd-4073-b7f0-505b7098d8ff,11302,Jordi Masip López,1,Goalkeeper,9.5,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35c14ff5-d881-48e4-86d7-49a947d84f64,2992,2,00:17:43.600,62,43,43,Carry,103,217,Barcelona,3,From Free Kick,217,Barcelona,3.112353,,01a7cba6-8d48-460c-ba4c-ffe6db1e12b1,11302,Jordi Masip López,1,Goalkeeper,9.5,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa29a366-2ad5-49c7-8fb9-f32a5aee30c6,9.2,29.1,,,,,,,,,,,,,,,,,,,,
aa29a366-2ad5-49c7-8fb9-f32a5aee30c6,2993,2,00:17:46.712,62,46,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,0.9982,,c7f7280b-7f2f-4c12-9ff7-c863a9b2260b,11302,Jordi Masip López,1,Goalkeeper,9.2,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,15.39383,0.5771922,1.0,Ground Pass,22.1,37.5,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
a038bd60-2ea0-4433-8b1a-af6b61972a6c,2994,2,00:17:47.043,62,47,17,Pressure,103,217,Barcelona,3,From Free Kick,219,RC Deportivo La Coruña,2.766169,,05f6cf40-7240-4183-8d13-8aa2780d6710,6732,Lucas Pérez Martínez,23,Center Forward,90.9,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180c6b81-15cf-4330-b5a0-93a242e9afd3,,,,,c664b9c1-9cc0-4804-838b-9cefbc9d9b19,,,,,,,,c7f7280b-7f2f-4c12-9ff7-c863a9b2260b,,,,,,,,,
c7f7280b-7f2f-4c12-9ff7-c863a9b2260b,2995,2,00:17:47.710,62,47,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,a038bd60-2ea0-4433-8b1a-af6b61972a6c,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,22.1,37.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa29a366-2ad5-49c7-8fb9-f32a5aee30c6,,,,,,,,,,,,,,,,,,,,,,
180c6b81-15cf-4330-b5a0-93a242e9afd3,2996,2,00:17:47.710,62,47,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,1.5619,,05f6cf40-7240-4183-8d13-8aa2780d6710,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,22.9,37.7,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,11302.0,Jordi Masip López,14.481022,-2.9116883,2.0,Low Pass,8.8,34.4,,,,a038bd60-2ea0-4433-8b1a-af6b61972a6c,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
05f6cf40-7240-4183-8d13-8aa2780d6710,2997,2,00:17:49.272,62,49,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,180c6b81-15cf-4330-b5a0-93a242e9afd3,11302,Jordi Masip López,1,Goalkeeper,8.8,34.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a038bd60-2ea0-4433-8b1a-af6b61972a6c,,,,,,,,,,,,,,,,,,,,,,
c664b9c1-9cc0-4804-838b-9cefbc9d9b19,2998,2,00:17:49.272,62,49,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,4.189,,6a32a8cd-cb2e-4556-b176-9544d1c35f80,11302,Jordi Masip López,1,Goalkeeper,8.8,34.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,27318.0,Douglas Pereira dos Santos,57.724953,0.7277933,3.0,High Pass,51.9,72.8,,,,a038bd60-2ea0-4433-8b1a-af6b61972a6c,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
6a32a8cd-cb2e-4556-b176-9544d1c35f80,2999,2,00:17:53.461,62,53,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,c664b9c1-9cc0-4804-838b-9cefbc9d9b19,27318,Douglas Pereira dos Santos,2,Right Back,51.9,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579c4fa4-aa4f-4af8-8515-5326eed1e39b,3000,2,00:17:53.461,62,53,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,1.8547,,6af3b566-7b3d-4dbf-ae40-c5b1dc304b4a,27318,Douglas Pereira dos Santos,2,Right Back,51.9,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,15.195394,-1.682907,2.0,Low Pass,50.2,57.7,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
6af3b566-7b3d-4dbf-ae40-c5b1dc304b4a,3001,2,00:17:55.316,62,55,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,579c4fa4-aa4f-4af8-8515-5326eed1e39b,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,50.2,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a06df2-dc3b-4710-9e84-4488cbd9a073,3002,2,00:17:55.316,62,55,43,Carry,103,217,Barcelona,3,From Free Kick,217,Barcelona,1.6901,,505a3d6f-74da-4ec7-a200-73537bada0cb,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,50.2,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6af3b566-7b3d-4dbf-ae40-c5b1dc304b4a,55.7,57.0,,,,,,,,,,,,,,,,,,,,
505a3d6f-74da-4ec7-a200-73537bada0cb,3003,2,00:17:57.006,62,57,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,1.802146,,7adf0329-a71d-493b-8db2-23b96c556861,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,55.7,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,13.489255,-1.3006431,1.0,Ground Pass,59.3,44.0,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,
7adf0329-a71d-493b-8db2-23b96c556861,3004,2,00:17:58.808,62,58,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,505a3d6f-74da-4ec7-a200-73537bada0cb,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,59.3,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c61330b0-db6e-4819-b616-60b2e09fd628,3005,2,00:17:58.808,62,58,43,Carry,103,217,Barcelona,3,From Free Kick,217,Barcelona,0.478154,,15b9a1c1-3995-4f9d-94f0-1d29ef09423f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,59.3,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7adf0329-a71d-493b-8db2-23b96c556861,59.5,44.2,,,,,,,,,,,,,,,,,,,,
15b9a1c1-3995-4f9d-94f0-1d29ef09423f,3006,2,00:17:59.286,62,59,30,Pass,103,217,Barcelona,3,From Free Kick,217,Barcelona,0.4328,,36ce1bb7-55f4-4f8b-9bd5-0f0eb841e9f8,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,59.5,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.800569,-0.93865836,3.0,High Pass,64.7,37.1,,,,,,,38.0,Left Foot,,,,,77.0,Unknown,,,,,,,,,,,,
36ce1bb7-55f4-4f8b-9bd5-0f0eb841e9f8,3007,2,00:17:59.719,62,59,42,Ball Receipt*,103,217,Barcelona,3,From Free Kick,217,Barcelona,,,15b9a1c1-3995-4f9d-94f0-1d29ef09423f,4320,Neymar da Silva Santos Junior,21,Left Wing,84.1,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,
bfb2a9e6-d0a0-4a8b-953f-de30ee04ed41,3039,2,00:18:36.177,63,36,30,Pass,105,217,Barcelona,7,From Goal Kick,217,Barcelona,2.005195,,1a183755-5f93-44a9-a310-27013866e96c,11302,Jordi Masip López,1,Goalkeeper,7.0,44.1,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,6379.0,Sergi Roberto Carnicer,18.089777,-0.09966865,1.0,Ground Pass,25.0,42.3,63.0,Goal Kick,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,
1a183755-5f93-44a9-a310-27013866e96c,3040,2,00:18:38.183,63,38,42,Ball Receipt*,105,217,Barcelona,7,From Goal Kick,217,Barcelona,,,bfb2a9e6-d0a0-4a8b-953f-de30ee04ed41,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,25.0,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e696fe5a-62f9-4feb-8d96-52b7335ed058,3041,2,00:18:39.855,63,39,30,Pass,105,217,Barcelona,7,From Goal Kick,217,Barcelona,1.021281,,28020c6d-a289-4ee2-9967-6abb7c3fee17,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,34.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,15.754364,1.067397,1.0,Ground Pass,41.6,54.9,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,
28020c6d-a289-4ee2-9967-6abb7c3fee17,3042,2,00:18:40.876,63,40,42,Ball Receipt*,105,217,Barcelona,7,From Goal Kick,217,Barcelona,,,e696fe5a-62f9-4feb-8d96-52b7335ed058,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,41.6,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b6df78-f7e9-4351-bc76-83f471224f89,3043,2,00:18:40.876,63,40,43,Carry,105,217,Barcelona,7,From Goal Kick,217,Barcelona,0.761919,,28020c6d-a289-4ee2-9967-6abb7c3fee17,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,41.6,54.9,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d23a0f2-1014-4d47-8170-62b291f2e43a,43.1,55.4,,,3ac7e766-7165-489b-986a-3ab7d81ea126,,,,,,,,,,,,,,,,,
3ac7e766-7165-489b-986a-3ab7d81ea126,3044,2,00:18:40.997,63,40,17,Pressure,105,217,Barcelona,7,From Goal Kick,219,RC Deportivo La Coruña,0.751538,,2d23a0f2-1014-4d47-8170-62b291f2e43a,12358,Haris Medunjanin,11,Left Defensive Midfield,73.0,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34b6df78-f7e9-4351-bc76-83f471224f89,,,,,,,,,,,,,,,,,,,,,,
2d23a0f2-1014-4d47-8170-62b291f2e43a,3045,2,00:18:41.638,63,41,30,Pass,105,217,Barcelona,7,From Goal Kick,217,Barcelona,0.838264,,3ac7e766-7165-489b-986a-3ab7d81ea126,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,43.1,55.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,11.395174,-1.7561443,1.0,Ground Pass,41.0,44.2,,,,404f4b1b-19de-494d-915d-c712886dee25,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,
404f4b1b-19de-494d-915d-c712886dee25,3046,2,00:18:42.476,63,42,42,Ball Receipt*,105,217,Barcelona,7,From Goal Kick,217,Barcelona,,,2d23a0f2-1014-4d47-8170-62b291f2e43a,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,41.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33cfb533-58e9-4b3d-8348-2985414766f5,3047,2,00:18:42.476,63,42,43,Carry,105,217,Barcelona,7,From Goal Kick,217,Barcelona,0.960936,,404f4b1b-19de-494d-915d-c712886dee25,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,41.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7d81fe7-ed39-44de-a903-68b5ade92847,46.9,45.1,,,,,,,,,,,,,,,,,,,,
