id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance,ball_recovery,block,substitution,miscontrol,related_events_1,related_events_2,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_cross,clearance_head,related_events_3,related_events_4,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,pass_straight,pass_technique_id,pass_technique_name,pass_deflected,pass_through_ball,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,player,position,location,pass_goal_assist,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
c3892f04-ecfd-437d-a114-d02f6ab293f9,1097,1,00:20:43.525,20,43,23,Goal Keeper,47,217,Barcelona,3,From Free Kick,213,Sevilla,0.0,,ab810a26-003b-4b80-bbf6-acf415d8f9f0,27111.0,António Alberto Bastos Pimparel,1.0,Goalkeeper,1.4,40.4,,,,,,,,,,,,,45.0,Diving,55.0,No Touch,26.0,Goal Conceded,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61eaab4c-36f9-49ee-a196-799db397917d,1105,1,00:21:56.155,21,56,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.2235,,073e0fa2-9dff-4182-bb4c-0728c5c836e2,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,38.5,36.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,1e958efc-8d56-4fc7-a9de-559bb467400d,27749c81-fa82-4af1-b385-865cd4633281,5203.0,Sergio Busquets i Burgos,10.653169,-0.16977827,2.0,Low Pass,49.0,34.4,True,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e958efc-8d56-4fc7-a9de-559bb467400d,1106,1,00:21:57.379,21,57,42,Ball Receipt*,49,217,Barcelona,1,Regular Play,217,Barcelona,,,61eaab4c-36f9-49ee-a196-799db397917d,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,49.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e4a45d3-577b-4f67-94a2-9f53b50a28c0,1107,1,00:21:57.379,21,57,43,Carry,49,217,Barcelona,1,Regular Play,217,Barcelona,0.04,,1e958efc-8d56-4fc7-a9de-559bb467400d,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,49.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,b836c4cf-af10-4197-8774-3273b220d1b7,,,,,,,,,,,,,,49.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b836c4cf-af10-4197-8774-3273b220d1b7,1108,1,00:21:57.419,21,57,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.695578,,36ee2fa3-e896-4a93-b4bd-6f2031b65a2b,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,49.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,21.44015,1.4209839,3.0,High Pass,52.2,55.6,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36ee2fa3-e896-4a93-b4bd-6f2031b65a2b,1109,1,00:21:59.114,21,59,42,Ball Receipt*,49,217,Barcelona,1,Regular Play,217,Barcelona,,,b836c4cf-af10-4197-8774-3273b220d1b7,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,52.2,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fa951e3-5e68-4aae-8563-5c52542ce8e8,1110,1,00:21:59.114,21,59,43,Carry,49,217,Barcelona,1,Regular Play,217,Barcelona,2.793322,,36ee2fa3-e896-4a93-b4bd-6f2031b65a2b,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,52.2,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3e23395b-23bb-4fe6-91a6-99581278786e,,,,,,,,,,,,,,65.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e23395b-23bb-4fe6-91a6-99581278786e,1111,1,00:22:01.908,22,1,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.283264,,73f729f7-38f3-468a-b785-140e5bf4e5ac,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,65.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,16.51696,1.319944,1.0,Ground Pass,69.1,76.5,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73f729f7-38f3-468a-b785-140e5bf4e5ac,1112,1,00:22:03.191,22,3,42,Ball Receipt*,49,217,Barcelona,1,Regular Play,217,Barcelona,,,3e23395b-23bb-4fe6-91a6-99581278786e,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,69.1,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3d55535-7ecb-40a9-a188-a3a10c1dd66b,1113,1,00:22:03.191,22,3,43,Carry,49,217,Barcelona,1,Regular Play,217,Barcelona,1.396236,,660afd33-df6a-4e82-ae7d-c1d7894cf691,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,69.1,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,73f729f7-38f3-468a-b785-140e5bf4e5ac,,,,,,,,,,,,,,67.1,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
