id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,ball_recovery_recovery_failure,dribble_overrun,pass_outcome_id,pass_outcome_name,related_events_4,related_events_5,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
520122ee-2406-43e0-9d4f-21e866eec79a,1744,1,00:41:50.427,41,50,23,Goal Keeper,73,217,Barcelona,2,From Corner,373,Córdoba CF,0.0,,e9f8d361-8aa5-46b9-a1dd-626232edeae7,24255,Juan Carlos Martín Corral,1,Goalkeeper,1.8,43.6,,,,,,,,,,,,,46.0,Standing,44.0,Set,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d48fa82-8c42-495b-ad99-759f3bcb7c3c,1782,1,00:43:34.635,43,34,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.598865,,0e9d9f57-8ca9-43b2-9a97-8fe4b3eb99f9,5213,Gerard Piqué Bernabéu,3,Right Center Back,32.9,70.1,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,4324.0,Daniel Alves da Silva,14.19049,-0.507783,2.0,Low Pass,45.3,63.2,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e9d9f57-8ca9-43b2-9a97-8fe4b3eb99f9,1783,1,00:43:36.234,43,36,42,Ball Receipt*,76,217,Barcelona,3,From Free Kick,217,Barcelona,,,1d48fa82-8c42-495b-ad99-759f3bcb7c3c,4324,Daniel Alves da Silva,2,Right Back,45.3,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24b83ad0-8cf4-4694-b44c-6f6f16d6e4ed,1784,1,00:43:39.049,43,39,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.795796,,04c3984c-32fe-44e2-80a1-742bf89a25f1,4324,Daniel Alves da Silva,2,Right Back,58.9,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,22.68744,-2.982241,1.0,Ground Pass,36.5,65.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04c3984c-32fe-44e2-80a1-742bf89a25f1,1785,1,00:43:40.845,43,40,42,Ball Receipt*,76,217,Barcelona,3,From Free Kick,217,Barcelona,,,24b83ad0-8cf4-4694-b44c-6f6f16d6e4ed,5213,Gerard Piqué Bernabéu,3,Right Center Back,36.5,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa57832-826e-49f6-b5ab-0c97fa914605,1786,1,00:43:40.845,43,40,43,Carry,76,217,Barcelona,3,From Free Kick,217,Barcelona,7.456189,,04c3984c-32fe-44e2-80a1-742bf89a25f1,5213,Gerard Piqué Bernabéu,3,Right Center Back,36.5,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffc3f826-5410-4d28-8e4f-0348642ee408,47.0,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffc3f826-5410-4d28-8e4f-0348642ee408,1787,1,00:43:48.301,43,48,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.732448,,76dc4c82-fcf7-46da-848f-1981bd544df5,5213,Gerard Piqué Bernabéu,3,Right Center Back,47.0,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,36.11371,-0.6002908,1.0,Ground Pass,76.8,41.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76dc4c82-fcf7-46da-848f-1981bd544df5,1788,1,00:43:50.033,43,50,42,Ball Receipt*,76,217,Barcelona,3,From Free Kick,217,Barcelona,,,ffc3f826-5410-4d28-8e4f-0348642ee408,5246,Luis Alberto Suárez Díaz,23,Center Forward,76.8,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462b51c-e7df-4490-9526-e92afe335ddd,1789,1,00:43:50.033,43,50,43,Carry,76,217,Barcelona,3,From Free Kick,217,Barcelona,0.97672,,76dc4c82-fcf7-46da-848f-1981bd544df5,5246,Luis Alberto Suárez Díaz,23,Center Forward,76.8,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ead1bda2-53dd-4474-8358-5c62aba3c3bc,74.9,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ead1bda2-53dd-4474-8358-5c62aba3c3bc,1790,1,00:43:51.010,43,51,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.405963,,9712b0a6-319b-4d1b-b82d-dcdc3fe6aeb0,5246,Luis Alberto Suárez Díaz,23,Center Forward,74.9,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,31.324911,1.3552437,1.0,Ground Pass,81.6,74.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
