id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry,ball_receipt,duel,out,counterpress,goalkeeper,interception,off_camera,ball_recovery,dribble,foul_committed,foul_won,clearance,shot,block,bad_behaviour,substitution,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,related_events,pass_cross,related_events_3,ball_recovery_recovery_failure,pass_switch,dribble_outcome_id,dribble_outcome_name,dribble_overrun,foul_committed_advantage,foul_won_advantage,clearance_head,clearance_body_part_id,clearance_body_part_name,interception_outcome_id,interception_outcome_name,foul_committed_type_id,foul_committed_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_first_time,goalkeeper_end_location_0,goalkeeper_end_location_1,location,related_events_4,foul_committed_card_id,foul_committed_card_name,pass_through_ball,pass_technique_id,pass_technique_name,dribble_nutmeg,foul_won_defensive,clearance_right_foot,clearance_left_foot,pass_no_touch,bad_behaviour_card_id,bad_behaviour_card_name,player,position,clearance_aerial_won,pass_inswinging,pass_miscommunication,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,pass_straight,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,foul_committed_offensive,pass_goal_assist,shot_one_on_one
5740eca4-36a9-42a7-b8e4-80fc54eddff7,2603,2,00:16:48.389,61,48,30,Pass,125,217,Barcelona,2,From Corner,217,Barcelona,0.7147,,4828b0a7-4bdd-4bf5-ad79-5277b6e31d1d,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,86.5,27.9,5503.0,Lionel Andrés Messi Cuccittini,6.1522355,0.13040331,1.0,Ground Pass,92.6,28.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bea547d-83a4-40b6-b506-4f573411cfa4,2604,2,00:16:48.818,61,48,17,Pressure,125,217,Barcelona,2,From Corner,209,Celta Vigo,0.4002,,4828b0a7-4bdd-4bf5-ad79-5277b6e31d1d,6805.0,Hugo Mallo Novegil,2.0,Right Back,27.3,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721e0c6-bc78-48e4-8bc8-10af0fc607e0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828b0a7-4bdd-4bf5-ad79-5277b6e31d1d,2605,2,00:16:49.104,61,49,42,Ball Receipt*,125,217,Barcelona,2,From Corner,217,Barcelona,,,5740eca4-36a9-42a7-b8e4-80fc54eddff7,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,92.6,28.7,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,9bea547d-83a4-40b6-b506-4f573411cfa4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721e0c6-bc78-48e4-8bc8-10af0fc607e0,2606,2,00:16:49.104,61,49,30,Pass,125,217,Barcelona,2,From Corner,217,Barcelona,0.8046,,30c6efd5-6413-4b0d-a188-91d17cc880f6,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,91.3,28.9,5216.0,Andrés Iniesta Luján,8.711487,-2.4130437,1.0,Ground Pass,84.8,23.1,,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,9bea547d-83a4-40b6-b506-4f573411cfa4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c6efd5-6413-4b0d-a188-91d17cc880f6,2607,2,00:16:49.908,61,49,42,Ball Receipt*,125,217,Barcelona,2,From Corner,217,Barcelona,,,8721e0c6-bc78-48e4-8bc8-10af0fc607e0,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,84.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d365eba-89e7-4c2b-a49d-2d56556f1457,2608,2,00:16:49.908,61,49,30,Pass,125,217,Barcelona,2,From Corner,217,Barcelona,0.7089,,cf6a6dd4-2e2e-4053-95b2-e5dbe834ee2e,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,84.8,23.1,4320.0,Neymar da Silva Santos Junior,11.963277,0.9038881,1.0,Ground Pass,92.2,32.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf6a6dd4-2e2e-4053-95b2-e5dbe834ee2e,2609,2,00:16:50.617,61,50,42,Ball Receipt*,125,217,Barcelona,2,From Corner,217,Barcelona,,,3d365eba-89e7-4c2b-a49d-2d56556f1457,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,92.2,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd2cf82d-a66e-467b-9296-e2a18eb6d89d,2610,2,00:16:50.617,61,50,43,Carry,125,217,Barcelona,2,From Corner,217,Barcelona,2.2892,,cf6a6dd4-2e2e-4053-95b2-e5dbe834ee2e,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,92.2,32.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,d6926576-8612-4841-86e7-10e46b288f0c,f8558b07-9cd2-4416-b99d-bed7446cac2b,96.4,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6926576-8612-4841-86e7-10e46b288f0c,2611,2,00:16:51.824,61,51,17,Pressure,125,217,Barcelona,2,From Corner,209,Celta Vigo,1.296149,,dd2cf82d-a66e-467b-9296-e2a18eb6d89d,6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,26.1,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8558b07-9cd2-4416-b99d-bed7446cac2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8558b07-9cd2-4416-b99d-bed7446cac2b,2612,2,00:16:52.906,61,52,30,Pass,125,217,Barcelona,2,From Corner,217,Barcelona,0.8113,,7681996b-c375-452e-8d5b-8b62896afaf5,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,96.4,23.7,5503.0,Lionel Andrés Messi Cuccittini,13.345411,1.0098141,1.0,Ground Pass,103.5,35.0,,,38.0,Left Foot,True,,,,,,,,,,,,,,,,,,,d6926576-8612-4841-86e7-10e46b288f0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dfe775d-5fe9-4bf9-bf4b-2748e2025f00,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
