id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,dribble,duel,ball_receipt,block,off_camera,interception,ball_recovery,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed,foul_won,out,clearance,substitution,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,foul_committed_advantage,foul_won_advantage,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,pass_assisted_shot_id,pass_goal_assist,dribble_outcome_id,dribble_outcome_name,related_events_4,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate
e098c74f-d4aa-45be-9fcc-9a093143c4d2,967,1,00:24:36.259,24,36,23,Goal Keeper,57,217,Barcelona,7,From Goal Kick,216,Getafe,0.0,,88ab0da3-29d4-43f8-b8ed-b16609da2176,6625,Vicente Guaita Panadero,1,Goalkeeper,2.6,38.3,,,,,,,,,,,,,55.0,No Touch,45.0,Diving,44.0,Set,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da784e8b-bd83-4808-9e11-a0e473cd8450,995,1,00:26:24.188,26,24,4,Duel,60,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,86243caf-8cae-4baa-a9c0-4b63d738ea4f,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,1.8,14.5,,,True,True,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f140531-4ddd-4612-9823-840ee05c928b,996,1,00:26:26.365,26,26,30,Pass,60,217,Barcelona,1,Regular Play,217,Barcelona,1.672611,,478785ac-d947-4478-97be-cb5f333ace79,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,10.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,24.80907,-0.2029291,1.0,Ground Pass,34.4,11.1,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478785ac-d947-4478-97be-cb5f333ace79,997,1,00:26:28.038,26,28,42,Ball Receipt*,60,217,Barcelona,1,Regular Play,217,Barcelona,,,8f140531-4ddd-4612-9823-840ee05c928b,5246,Luis Alberto Suárez Díaz,23,Center Forward,34.4,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b593d25a-7443-48c1-8e7a-960c06bd390a,998,1,00:26:28.038,26,28,43,Carry,60,217,Barcelona,1,Regular Play,217,Barcelona,2.8153,,478785ac-d947-4478-97be-cb5f333ace79,5246,Luis Alberto Suárez Díaz,23,Center Forward,34.4,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee66eac3-445f-4bfa-9ed0-54784dd0f2d4,48.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee66eac3-445f-4bfa-9ed0-54784dd0f2d4,999,1,00:26:30.853,26,30,30,Pass,60,217,Barcelona,1,Regular Play,217,Barcelona,1.749,,299dbb23-9c8a-40a3-a885-2e46fb3b30ac,5246,Luis Alberto Suárez Díaz,23,Center Forward,48.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,11.526057,1.7188283,1.0,Ground Pass,47.2,17.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299dbb23-9c8a-40a3-a885-2e46fb3b30ac,1000,1,00:26:32.602,26,32,42,Ball Receipt*,60,217,Barcelona,1,Regular Play,217,Barcelona,,,ee66eac3-445f-4bfa-9ed0-54784dd0f2d4,22102,Adriano Correia Claro,6,Left Back,47.2,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d978525-f27c-419a-bd9e-c2a7b5afc3b6,1001,1,00:26:32.602,26,32,43,Carry,60,217,Barcelona,1,Regular Play,217,Barcelona,0.4393,,299dbb23-9c8a-40a3-a885-2e46fb3b30ac,22102,Adriano Correia Claro,6,Left Back,47.2,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42930de4-e420-4c14-8bc9-717852d6e9ec,53.3,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42930de4-e420-4c14-8bc9-717852d6e9ec,1002,1,00:26:33.041,26,33,30,Pass,60,217,Barcelona,1,Regular Play,217,Barcelona,1.6,,3bb5c895-bb02-4b32-a5f1-51aa63673dc0,22102,Adriano Correia Claro,6,Left Back,53.3,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,10.932978,-1.41467,1.0,Ground Pass,55.0,6.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bb5c895-bb02-4b32-a5f1-51aa63673dc0,1003,1,00:26:34.641,26,34,42,Ball Receipt*,60,217,Barcelona,1,Regular Play,217,Barcelona,,,42930de4-e420-4c14-8bc9-717852d6e9ec,5246,Luis Alberto Suárez Díaz,23,Center Forward,55.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edc3a2b2-f3cc-49f8-ab98-bc3917c8fc1b,1004,1,00:26:34.641,26,34,43,Carry,60,217,Barcelona,1,Regular Play,217,Barcelona,0.8973,,3bb5c895-bb02-4b32-a5f1-51aa63673dc0,5246,Luis Alberto Suárez Díaz,23,Center Forward,55.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cc2e29c-07b8-4a7b-8467-2be8fb0550f2,62.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cc2e29c-07b8-4a7b-8467-2be8fb0550f2,1005,1,00:26:35.539,26,35,30,Pass,60,217,Barcelona,1,Regular Play,217,Barcelona,1.6,,f7ace446-cf12-4846-9cd2-4f00e97067b4,5246,Luis Alberto Suárez Díaz,23,Center Forward,62.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.99611,-0.4238676,1.0,Ground Pass,70.8,3.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7ace446-cf12-4846-9cd2-4f00e97067b4,1006,1,00:26:37.139,26,37,42,Ball Receipt*,60,217,Barcelona,1,Regular Play,217,Barcelona,,,8cc2e29c-07b8-4a7b-8467-2be8fb0550f2,4320,Neymar da Silva Santos Junior,21,Left Wing,70.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cca4bf4f-850f-49d0-b21a-bda24c1112ca,1007,1,00:26:37.139,26,37,43,Carry,60,217,Barcelona,1,Regular Play,217,Barcelona,3.2048,,8f97c6ee-ad38-43bb-ba81-8346ad3daf7f,4320,Neymar da Silva Santos Junior,21,Left Wing,70.8,3.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbe66b73-7cd1-4fd0-8ad8-3314c6125eee,77.4,10.6,f7ace446-cf12-4846-9cd2-4f00e97067b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
