,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count,Mean,Std,Count
0_1,6.12,2.37,8,3.38,1.49,8,0.65,0.0,1,0.02,0.0,1,0.71,0.0,1,0.11,0.0,1,3.0,0.0,1
0_2,3.67,1.7,3,2.0,1.41,3,0.3,0.0,1,0.01,0.0,1,0.5,0.0,1,0.26,0.0,1,4.0,0.0,1
1_2,6.0,0.82,3,3.67,1.7,3,0.62,0.0,1,0.01,0.0,1,0.65,0.0,1,0.24,0.0,1,3.0,0.0,1
1_0,5.46,2.42,26,3.5,1.72,26,0.55,0.0,1,0.01,0.0,1,0.62,0.0,1,0.23,0.0,1,4.0,0.0,1
2_0,6.24,1.93,17,4.29,1.93,17,0.21,0.0,1,0.19,0.0,1,0.62,0.0,1,0.43,0.0,1,5.0,0.0,1
3_0,5.83,2.11,12,3.83,1.91,12,0.79,0.0,1,0.02,0.0,1,0.83,0.0,1,0.32,0.0,1,2.0,0.0,1
4_0,6.38,1.65,8,3.0,1.5,8,0.72,0.0,1,0.02,0.0,1,0.8,0.0,1,0.32,0.0,1,3.0,0.0,1
5_0,3.25,1.48,4,1.75,0.83,4,0.2,0.0,1,0.03,0.0,1,0.56,0.0,1,0.19,0.0,1,3.0,0.0,1
6_0,2.0,0.82,3,2.0,1.41,3,0.42,0.0,1,0.02,0.0,1,0.56,0.0,1,0.23,0.0,1,3.0,0.0,1
7_0,1.0,0.0,1,1.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.38,0.0,1,0.38,0.0,1,0.38,0.0,1
8_0,1.0,0.0,1,1.0,0.0,1,0.0,0.0,1,0.1,0.0,1,0.19,0.0,1,0.19,0.0,1,0.19,0.0,1
1_1,4.3,2.33,10,2.5,1.36,10,0.6,0.0,1,0.01,0.0,1,0.6,0.0,1,0.26,0.0,1,3.0,0.0,1
2_1,5.42,1.8,12,3.5,0.96,12,0.71,0.0,1,0.01,0.0,1,0.6,0.0,1,0.3,0.0,1,4.0,0.0,1
3_1,6.5,1.12,4,5.0,1.58,4,0.78,0.0,1,0.02,0.0,1,0.71,0.0,1,0.25,0.0,1,2.0,0.0,1
4_1,2.33,1.89,3,1.33,0.47,3,0.63,0.0,1,0.01,0.0,1,0.58,0.0,1,0.33,0.0,1,3.0,0.0,1
0_3,7.0,0.0,1,6.0,0.0,1,0.61,0.0,1,0.05,0.0,1,0.77,0.0,1,0.32,0.0,1,2.0,0.0,1
1_3,8.0,0.0,1,5.0,0.0,1,0.58,0.0,1,0.06,0.0,1,0.79,0.0,1,0.39,0.0,1,3.0,0.0,1
1_4,8.0,0.0,1,5.0,0.0,1,0.58,0.0,1,0.06,0.0,1,0.79,0.0,1,0.79,0.0,1,0.79,0.0,1
5_1,2.33,1.25,3,2.0,0.82,3,0.61,0.0,1,0.01,0.0,1,0.61,0.0,1,0.19,0.0,1,3.0,0.0,1
5_2,2.0,0.0,1,1.0,0.0,1,0.5,0.0,1,0.01,0.0,1,0.31,0.0,1,0.31,0.0,1,0.31,0.0,1
2_2,3.5,2.5,2,2.0,1.0,2,0.0,0.0,1,0.03,0.0,1,0.3,0.0,1,0.3,0.0,1,0.3,0.0,1
6_1,2.0,0.0,1,2.0,0.0,1,0.0,0.0,1,0.09,0.0,1,0.32,0.0,1,0.32,0.0,1,0.32,0.0,1
